발행회차,발행일자,기준월,초기대출건수,초기대출잔액,전월대출잔액,만기전상환금액,당월총상환금액,만기전상환율,기준월대출잔액,기준월대출잔액비율,이자상환금액
MBS 2010-04,2010-04-23,2022-12-10,4193,407393466.8,373694069,7949701,8634027,2.13,365060042,0.09,0
MBS 2010-04,2010-04-23,2022-11-10,4193,407393466.8,379810705,5483253,6116636,1.44,373694069,0.09,0
MBS 2010-04,2010-04-23,2022-10-10,4193,407393466.8,383138633,2770585,3327928,0.72,379810705,0.09,0
MBS 2010-04,2010-04-23,2022-09-10,4193,407393466.8,386376824,2634693,3238191,0.68,383138633,0.09,0
MBS 2010-04,2010-04-23,2022-08-10,4193,407393466.8,391095438,4113418,4718614,1.05,386376824,0.09,0
MBS 2010-04,2010-04-23,2022-07-10,4193,407393466.8,396488659,4806292,5393221,1.21,391095438,0.1,0
MBS 2010-04,2010-04-23,2022-06-10,4193,407393466.8,400700988,3609220,4212329,0.9,396488659,0.1,0
MBS 2010-04,2010-04-23,2022-05-10,4193,407393466.8,403592991,2288952,2892003,0.57,400700988,0.1,0
MBS 2010-04,2010-04-23,2022-04-10,4193,407393466.8,407393467,3190352,3800476,0.78,403592991,0.1,0
MBS 2010-03,2010-03-30,2022-12-10,4896,442078268.8,404182784,9469178,10352092,2.34,393830692,0.09,0
MBS 2010-03,2010-03-30,2022-11-10,4896,442078268.8,412171842,7289780,7989058,1.77,404182784,0.09,0
MBS 2010-03,2010-03-30,2022-10-10,4896,442078268.8,416761869,4047417,4590027,0.97,412171842,0.09,0
MBS 2010-03,2010-03-30,2022-09-10,4896,442078268.8,421574985,4231916,4813116,1,416761869,0.09,0
MBS 2010-03,2010-03-30,2022-08-10,4896,442078268.8,425194555,3035030,3619570,0.71,421574985,0.1,0
MBS 2010-03,2010-03-30,2022-07-10,4896,442078268.8,429966825,4212174,4772270,0.98,425194555,0.1,0
MBS 2010-03,2010-03-30,2022-06-10,4896,442078268.8,433513766,2974876,3546941,0.69,429966825,0.1,0
MBS 2010-03,2010-03-30,2022-05-10,4896,442078268.8,437146808,3068419,3633042,0.7,433513766,0.1,0
MBS 2010-03,2010-03-30,2022-04-10,4896,442078268.8,440337637,2594100,3190829,0.59,437146808,0.1,0
MBS 2010-03,2010-03-30,2022-03-10,4896,442078268.8,442078269,1463009,1740632,0.33,440337637,0.1,0
MBS 2010-02,2010-02-25,2022-12-10,4433,426669949.2,378254807,9157549,9941088,2.42,368313719,0.09,0
MBS 2010-02,2010-02-25,2022-11-10,4433,426669949.2,389666914,10693581,11412107,2.74,378254807,0.09,0
MBS 2010-02,2010-02-25,2022-10-10,4433,426669949.2,394655057,4442215,4988143,1.13,389666914,0.09,0
MBS 2010-02,2010-02-25,2022-09-10,4433,426669949.2,398334121,3095129,3679064,0.78,394655057,0.09,0
MBS 2010-02,2010-02-25,2022-08-10,4433,426669949.2,402850721,3986150,4516600,0.99,398334121,0.09,0
MBS 2010-02,2010-02-25,2022-07-10,4433,426669949.2,408634296,5248521,5783575,1.28,402850721,0.09,0
MBS 2010-02,2010-02-25,2022-06-10,4433,426669949.2,414215309,5028526,5581013,1.21,408634296,0.1,0
MBS 2010-02,2010-02-25,2022-05-10,4433,426669949.2,417476164,2704273,3260855,0.65,414215309,0.1,0
MBS 2010-02,2010-02-25,2022-04-10,4433,426669949.2,420943384,2912137,3467220,0.69,417476164,0.1,0
MBS 2010-02,2010-02-25,2022-03-10,4433,426669949.2,424842868,3202422,3899484,0.75,420943384,0.1,0
MBS 2010-02,2010-02-25,2022-02-10,4433,426669949.2,426669949,1469485,1827081,0.34,424842868,0.1,0
MBS 2010-01,2010-01-28,2022-12-10,4646,429593273.2,366580139,9084000,9967026,2.48,356613113,0.08,0
MBS 2010-01,2010-01-28,2022-11-10,4646,429593273.2,376702906,9130001,10122767,2.42,366580139,0.09,0
MBS 2010-01,2010-01-28,2022-10-10,4646,429593273.2,384584510,6960194,7881604,1.81,376702906,0.09,0
MBS 2010-01,2010-01-28,2022-09-10,4646,429593273.2,390147796,4902261,5563286,1.26,384584510,0.09,0
MBS 2010-01,2010-01-28,2022-08-10,4646,429593273.2,397157459,6376643,7009663,1.61,390147796,0.09,0
MBS 2010-01,2010-01-28,2022-07-10,4646,429593273.2,404952810,7238326,7795351,1.79,397157459,0.09,0
MBS 2010-01,2010-01-28,2022-06-10,4646,429593273.2,410169258,4637948,5216448,1.13,404952810,0.09,0
MBS 2010-01,2010-01-28,2022-05-10,4646,429593273.2,415941376,5307458,5772118,1.28,410169258,0.1,0
MBS 2010-01,2010-01-28,2022-04-10,4646,429593273.2,420694399,4058825,4753023,0.96,415941376,0.1,0
MBS 2010-01,2010-01-28,2022-03-10,4646,429593273.2,424393409,3226324,3699010,0.76,420694399,0.1,0
MBS 2010-01,2010-01-28,2022-02-10,4646,429593273.2,427918441,2796892,3525032,0.65,424393409,0.1,0
MBS 2010-01,2010-01-28,2022-01-10,4646,429593273.2,429593273,1412662,1674832,0.33,427918441,0.1,0
MBS 2009-14,2009-12-18,2022-12-10,4072,345927466.8,212126237,10153990,10464912,4.79,201661325,0.06,0
MBS 2009-14,2009-12-18,2022-11-10,4072,345927466.8,225168926,12421530,13042689,5.52,212126237,0.06,0
MBS 2009-14,2009-12-18,2022-10-10,4072,345927466.8,237041346,11477880,11872420,4.84,225168926,0.07,0
MBS 2009-14,2009-12-18,2022-09-10,4072,345927466.8,247688965,10200046,10647619,4.12,237041346,0.07,0
MBS 2009-14,2009-12-18,2022-08-10,4072,345927466.8,260791048,12493665,13102083,4.79,247688965,0.07,0
MBS 2009-14,2009-12-18,2022-07-10,4072,345927466.8,278783016,17542914,17991968,6.29,260791048,0.08,0
MBS 2009-14,2009-12-18,2022-06-10,4072,345927466.8,294204493,14929869,15421477,5.07,278783016,0.08,0
MBS 2009-14,2009-12-18,2022-05-10,4072,345927466.8,305948673,11200842,11744180,3.66,294204493,0.09,0
MBS 2009-14,2009-12-18,2022-04-10,4072,345927466.8,318806846,12333558,12858173,3.87,305948673,0.09,0
MBS 2009-14,2009-12-18,2022-03-10,4072,345927466.8,327335204,7893788,8528358,2.41,318806846,0.09,0
MBS 2009-14,2009-12-18,2022-02-10,4072,345927466.8,334318030,6489832,6982826,1.94,327335204,0.09,0
MBS 2009-14,2009-12-18,2022-01-10,4072,345927466.8,339446997,4624819,5128967,1.36,334318030,0.1,0
MBS 2009-14,2009-12-18,2022-12-09,4072,345927466.8,345927467,3231204,6480470,0.93,339446997,0.1,0
MBS 2009-13,2009-12-23,2022-12-10,4934,463322947.1,378672985,7680450,8000373,2.03,370672612,0.08,0
MBS 2009-13,2009-12-23,2022-11-10,4934,463322947.1,388883605,9099177,10210620,2.34,378672985,0.08,0
MBS 2009-13,2009-12-23,2022-10-10,4934,463322947.1,396995689,7682077,8112084,1.94,388883605,0.08,0
MBS 2009-13,2009-12-23,2022-09-10,4934,463322947.1,401494745,4146293,4499056,1.03,396995689,0.09,0
MBS 2009-13,2009-12-23,2022-08-10,4934,463322947.1,407205213,5581982,5710468,1.37,401494745,0.09,0
MBS 2009-13,2009-12-23,2022-07-10,4934,463322947.1,415140573,7788427,7935360,1.88,407205213,0.09,0
MBS 2009-13,2009-12-23,2022-06-10,4934,463322947.1,423776425,8521179,8635852,2.01,415140573,0.09,0
MBS 2009-13,2009-12-23,2022-05-10,4934,463322947.1,431250205,7374036,7473780,1.71,423776425,0.09,0
MBS 2009-13,2009-12-23,2022-04-10,4934,463322947.1,440736241,9384166,9486036,2.13,431250205,0.09,0
MBS 2009-13,2009-12-23,2022-03-10,4934,463322947.1,446905044,6013409,6168803,1.35,440736241,0.1,0
MBS 2009-13,2009-12-23,2022-02-10,4934,463322947.1,450910543,3874317,4005499,0.86,446905044,0.1,0
MBS 2009-13,2009-12-23,2022-01-10,4934,463322947.1,455491917,4476662,4581374,0.98,450910543,0.1,0
MBS 2009-13,2009-12-23,2022-12-09,4934,463322947.1,463322947,6323224,7831030,1.36,455491917,0.1,0
MBS 2009-12,2009-11-20,2022-12-10,3267,316451915.8,275341414,3940890,4507202,1.43,270834212,0.09,0
MBS 2009-12,2009-11-20,2022-11-10,3267,316451915.8,282152562,6179251,6811148,2.19,275341414,0.09,0
MBS 2009-12,2009-11-20,2022-10-10,3267,316451915.8,287618857,5009733,5466295,1.74,282152562,0.09,0
MBS 2009-12,2009-11-20,2022-09-10,3267,316451915.8,291348701,3257118,3729844,1.12,287618857,0.09,0
MBS 2009-12,2009-11-20,2022-08-10,3267,316451915.8,294491775,2617158,3143074,0.89,291348701,0.09,0
MBS 2009-12,2009-11-20,2022-07-10,3267,316451915.8,298550197,3672355,4058422,1.23,294491775,0.09,0
MBS 2009-12,2009-11-20,2022-06-10,3267,316451915.8,301734469,2782658,3184272,0.92,298550197,0.09,0
MBS 2009-12,2009-11-20,2022-05-10,3267,316451915.8,304111164,1971682,2376695,0.65,301734469,0.1,0
MBS 2009-12,2009-11-20,2022-04-10,3267,316451915.8,306880543,2366874,2769379,0.77,304111164,0.1,0
MBS 2009-12,2009-11-20,2022-03-10,3267,316451915.8,309512935,2107277,2632392,0.68,306880543,0.1,0
MBS 2009-12,2009-11-20,2022-02-10,3267,316451915.8,311594409,1735393,2081474,0.56,309512935,0.1,0
MBS 2009-12,2009-11-20,2022-01-10,3267,316451915.8,313208041,1257316,1613632,0.4,311594409,0.1,0
MBS 2009-12,2009-11-20,2022-12-09,3267,316451915.8,314961909,1337194,1753868,0.42,313208041,0.1,0
MBS 2009-12,2009-11-20,2022-11-09,3267,316451915.8,316451916,1073049,1490007,0.34,314961909,0.1,0
MBS 2009-11,2009-11-10,2022-12-10,6049,537540706.4,358794715,13035809,13779640,3.63,345015075,0.06,0
MBS 2009-11,2009-11-10,2022-11-10,6049,537540706.4,376188880,16491492,17394165,4.38,358794715,0.07,0
MBS 2009-11,2009-11-10,2022-10-10,6049,537540706.4,393433233,15996430,17244353,4.07,376188880,0.07,0
MBS 2009-11,2009-11-10,2022-09-10,6049,537540706.4,404307179,10069695,10873946,2.49,393433233,0.07,0
MBS 2009-11,2009-11-10,2022-08-10,6049,537540706.4,421407634,16079438,17100455,3.82,404307179,0.08,0
MBS 2009-11,2009-11-10,2022-07-10,6049,537540706.4,449475723,27328583,28068089,6.08,421407634,0.08,0
MBS 2009-11,2009-11-10,2022-06-10,6049,537540706.4,468133848,17861192,18658125,3.82,449475723,0.08,0
MBS 2009-11,2009-11-10,2022-05-10,6049,537540706.4,483121450,14174025,14987602,2.93,468133848,0.09,0
MBS 2009-11,2009-11-10,2022-04-10,6049,537540706.4,499805212,15849923,16683762,3.17,483121450,0.09,0
MBS 2009-11,2009-11-10,2022-03-10,6049,537540706.4,509537244,8736119,9732032,1.71,499805212,0.09,0
MBS 2009-11,2009-11-10,2022-02-10,6049,537540706.4,516374366,6109778,6837122,1.18,509537244,0.09,0
MBS 2009-11,2009-11-10,2022-01-10,6049,537540706.4,521528583,4407696,5154217,0.85,516374366,0.1,0
MBS 2009-11,2009-11-10,2022-12-09,6049,537540706.4,529017804,6633949,7489221,1.25,521528583,0.1,0
MBS 2009-11,2009-11-10,2022-11-09,6049,537540706.4,537540706,4135141,8522902,0.77,529017804,0.1,0
MBS 2009-10,2009-10-16,2022-12-10,5967,497774726.9,402742513,7804131,8841129,1.94,393901384,0.08,0
MBS 2009-10,2009-10-16,2022-11-10,5967,497774726.9,412931851,8874207,10189338,2.15,402742513,0.08,0
MBS 2009-10,2009-10-16,2022-10-10,5967,497774726.9,421904994,7938766,8973143,1.88,412931851,0.08,0
MBS 2009-10,2009-10-16,2022-09-10,5967,497774726.9,430408953,7389639,8503959,1.72,421904994,0.08,0
MBS 2009-10,2009-10-16,2022-08-10,5967,497774726.9,441982630,10372478,11573677,2.35,430408953,0.09,0
MBS 2009-10,2009-10-16,2022-07-10,5967,497774726.9,454357330,11382454,12374700,2.51,441982630,0.09,0
MBS 2009-10,2009-10-16,2022-06-10,5967,497774726.9,460576217,5382838,6218887,1.17,454357330,0.09,0
MBS 2009-10,2009-10-16,2022-05-10,5967,497774726.9,466897471,5530445,6321254,1.18,460576217,0.09,0
MBS 2009-10,2009-10-16,2022-04-10,5967,497774726.9,472856916,5188649,5959445,1.1,466897471,0.09,0
MBS 2009-10,2009-10-16,2022-03-10,5967,497774726.9,478407261,4480292,5550345,0.94,472856916,0.09,0
MBS 2009-10,2009-10-16,2022-02-10,5967,497774726.9,482818585,3734969,4411324,0.77,478407261,0.1,0
MBS 2009-10,2009-10-16,2022-01-10,5967,497774726.9,485923061,2335497,3104476,0.48,482818585,0.1,0
MBS 2009-10,2009-10-16,2022-12-09,5967,497774726.9,489841759,3156896,3918698,0.64,485923061,0.1,0
MBS 2009-10,2009-10-16,2022-11-09,5967,497774726.9,493690450,3070315,3848691,0.62,489841759,0.1,0
MBS 2009-10,2009-10-16,2022-10-09,5967,497774726.9,497774727,2928366,4084277,0.59,493690450,0.1,0
MBS 2009-09,2009-09-29,2022-12-10,1928,206956525.6,181098277,2070727,2080357,1.14,179017920,0.09,0
MBS 2009-09,2009-09-29,2022-11-10,1928,206956525.6,183122211,2013851,2023934,1.1,181098277,0.09,0
MBS 2009-09,2009-09-29,2022-10-10,1928,206956525.6,185423285,2256847,2301074,1.22,183122211,0.09,0
MBS 2009-09,2009-09-29,2022-09-10,1928,206956525.6,186979789,1526168,1556504,0.82,185423285,0.09,0
MBS 2009-09,2009-09-29,2022-08-10,1928,206956525.6,189123603,2133995,2143814,1.13,186979789,0.09,0
MBS 2009-09,2009-09-29,2022-07-10,1928,206956525.6,192698828,3564470,3575225,1.85,189123603,0.09,0
MBS 2009-09,2009-09-29,2022-06-10,1928,206956525.6,195285245,2576926,2586417,1.32,192698828,0.09,0
MBS 2009-09,2009-09-29,2022-05-10,1928,206956525.6,197551075,2264497,2265830,1.15,195285245,0.09,0
MBS 2009-09,2009-09-29,2022-04-10,1928,206956525.6,198711956,1160700,1160881,0.58,197551075,0.1,0
MBS 2009-09,2009-09-29,2022-03-10,1928,206956525.6,200290297,1578162,1578341,0.79,198711956,0.1,0
MBS 2009-09,2009-09-29,2022-02-10,1928,206956525.6,201687876,1397400,1397579,0.69,200290297,0.1,0
MBS 2009-09,2009-09-29,2022-01-10,1928,206956525.6,203163904,1476028,1476028,0.73,201687876,0.1,0
MBS 2009-09,2009-09-29,2022-12-09,1928,206956525.6,204355481,1191577,1191577,0.58,203163904,0.1,0
MBS 2009-09,2009-09-29,2022-11-09,1928,206956525.6,205389351,1033870,1033870,0.5,204355481,0.1,0
MBS 2009-09,2009-09-29,2022-10-09,1928,206956525.6,206525561,1136210,1136210,0.55,205389351,0.1,0
MBS 2009-09,2009-09-29,2022-09-09,1928,206956525.6,206956526,53500,430965,0.03,206525561,0.1,0
MBS 2009-08,2009-09-15,2022-12-10,6726,543736045.9,317776660,13876752,14860090,4.37,302916570,0.06,0
MBS 2009-08,2009-09-15,2022-11-10,6726,543736045.9,335132695,16447502,17356035,4.91,317776660,0.06,0
MBS 2009-08,2009-09-15,2022-10-10,6726,543736045.9,350705826,14801208,15573131,4.22,335132695,0.06,0
MBS 2009-08,2009-09-15,2022-09-10,6726,543736045.9,364060116,12333748,13354290,3.39,350705826,0.06,0
MBS 2009-08,2009-09-15,2022-08-10,6726,543736045.9,384149455,19230915,20089339,5.01,364060116,0.07,0
MBS 2009-08,2009-09-15,2022-07-10,6726,543736045.9,419247311,34189752,35097856,8.16,384149455,0.07,0
MBS 2009-08,2009-09-15,2022-06-10,6726,543736045.9,437081394,16883032,17834083,3.86,419247311,0.08,0
MBS 2009-08,2009-09-15,2022-05-10,6726,543736045.9,454235174,16190973,17153780,3.56,437081394,0.08,0
MBS 2009-08,2009-09-15,2022-04-10,6726,543736045.9,469055846,13840837,14820672,2.95,454235174,0.08,0
MBS 2009-08,2009-09-15,2022-03-10,6726,543736045.9,481879133,11420114,12823287,2.37,469055846,0.09,0
MBS 2009-08,2009-09-15,2022-02-10,6726,543736045.9,490295657,7691342,8416524,1.57,481879133,0.09,0
MBS 2009-08,2009-09-15,2022-01-10,6726,543736045.9,498860627,7580298,8564970,1.52,490295657,0.09,0
MBS 2009-08,2009-09-15,2022-12-09,6726,543736045.9,506366508,6514630,7505881,1.29,498860627,0.09,0
MBS 2009-08,2009-09-15,2022-11-09,6726,543736045.9,514955764,7573733,8589256,1.47,506366508,0.09,0
MBS 2009-08,2009-09-15,2022-10-09,6726,543736045.9,525322622,9449337,10366858,1.8,514955764,0.09,0
MBS 2009-08,2009-09-15,2022-09-09,6726,543736045.9,543736046,12149258,18413424,2.23,525322622,0.1,0
MBS 2009-07,2009-09-18,2022-12-10,26383,1808770341,1528570622,26501633,28512838,1.73,1500057784,0.08,0
MBS 2009-07,2009-09-18,2022-11-10,26383,1808770341,1551949535,21465520,23378913,1.38,1528570622,0.08,0
MBS 2009-07,2009-09-18,2022-10-10,26383,1808770341,1574116826,20553044,22167291,1.31,1551949535,0.09,0
MBS 2009-07,2009-09-18,2022-09-10,26383,1808770341,1592414430,16845843,18297604,1.06,1574116826,0.09,0
MBS 2009-07,2009-09-18,2022-08-10,26383,1808770341,1614327188,20529510,21912758,1.27,1592414430,0.09,0
MBS 2009-07,2009-09-18,2022-07-10,26383,1808770341,1634636680,19005124,20309492,1.16,1614327188,0.09,0
MBS 2009-07,2009-09-18,2022-06-10,26383,1808770341,1652010343,16027364,17373663,0.97,1634636680,0.09,0
MBS 2009-07,2009-09-18,2022-05-10,26383,1808770341,1672058679,18745374,20048336,1.12,1652010343,0.09,0
MBS 2009-07,2009-09-18,2022-04-10,26383,1808770341,1691470343,18078090,19411664,1.07,1672058679,0.09,0
MBS 2009-07,2009-09-18,2022-03-10,26383,1808770341,1710153130,17062448,18682787,1,1691470343,0.09,0
MBS 2009-07,2009-09-18,2022-02-10,26383,1808770341,1727854507,16464531,17701377,0.95,1710153130,0.09,0
MBS 2009-07,2009-09-18,2022-01-10,26383,1808770341,1741789055,12638311,13934548,0.73,1727854507,0.1,0
MBS 2009-07,2009-09-18,2022-12-09,26383,1808770341,1757248152,14124265,15459097,0.8,1741789055,0.1,0
MBS 2009-07,2009-09-18,2022-11-09,26383,1808770341,1775074395,4976528,17826243,0.28,1757248152,0.1,0
MBS 2009-07,2009-09-18,2022-10-09,26383,1808770341,1792218052,15757331,17143657,0.88,1775074395,0.1,0
MBS 2009-07,2009-09-18,2022-09-09,26383,1808770341,1808770341,7718749,16552289,0.43,1792218052,0.1,0
MBS 2009-06,2009-07-07,2022-12-10,3530,352183519.8,200964007,7394405,7757707,3.68,193206300,0.05,0
MBS 2009-06,2009-07-07,2022-11-10,3530,352183519.8,213444270,11960834,12480263,5.6,200964007,0.06,0
MBS 2009-06,2009-07-07,2022-10-10,3530,352183519.8,224088547,9914618,10644277,4.42,213444270,0.06,0
MBS 2009-06,2009-07-07,2022-09-10,3530,352183519.8,234397652,9905490,10309105,4.23,224088547,0.06,0
MBS 2009-06,2009-07-07,2022-08-10,3530,352183519.8,244938718,9950791,10541066,4.06,234397652,0.07,0
MBS 2009-06,2009-07-07,2022-07-10,3530,352183519.8,261459086,16097407,16520368,6.16,244938718,0.07,0
MBS 2009-06,2009-07-07,2022-06-10,3530,352183519.8,274961224,13053721,13502138,4.75,261459086,0.07,0
MBS 2009-06,2009-07-07,2022-05-10,3530,352183519.8,288254510,12834091,13293286,4.45,274961224,0.08,0
MBS 2009-06,2009-07-07,2022-04-10,3530,352183519.8,297560180,8838551,9305670,2.97,288254510,0.08,0
MBS 2009-06,2009-07-07,2022-03-10,3530,352183519.8,302010209,3888241,4450029,1.29,297560180,0.08,0
MBS 2009-06,2009-07-07,2022-02-10,3530,352183519.8,306438910,3983431,4428701,1.3,302010209,0.09,0
MBS 2009-06,2009-07-07,2022-01-10,3530,352183519.8,310147202,3281799,3708292,1.06,306438910,0.09,0
MBS 2009-06,2009-07-07,2022-12-09,3530,352183519.8,315310976,4661861,5163774,1.48,310147202,0.09,0
MBS 2009-06,2009-07-07,2022-11-09,3530,352183519.8,320299292,4484822,4988316,1.4,315310976,0.09,0
MBS 2009-06,2009-07-07,2022-10-09,3530,352183519.8,325404907,4613289,5105615,1.42,320299292,0.09,0
MBS 2009-06,2009-07-07,2022-09-09,3530,352183519.8,331920118,6012235,6515211,1.81,325404907,0.09,0
MBS 2009-06,2009-07-07,2022-08-09,3530,352183519.8,340001078,7573983,8080960,2.23,331920118,0.09,0
MBS 2009-06,2009-07-07,2022-07-09,3530,352183519.8,352184000,8087414,12182922,2.3,340001078,0.1,0
MBS 2009-05,2009-06-30,2022-12-10,3802,329224044.4,244627953,1632063,3712789,0.67,240915164,0.07,0
MBS 2009-05,2009-06-30,2022-11-10,3802,329224044.4,248839250,1858764,4211297,0.75,244627953,0.07,0
MBS 2009-05,2009-06-30,2022-10-10,3802,329224044.4,252595574,1482437,3756324,0.59,248839250,0.08,0
MBS 2009-05,2009-06-30,2022-09-10,3802,329224044.4,257394824,1530882,4799250,0.59,252595574,0.08,0
MBS 2009-05,2009-06-30,2022-08-10,3802,329224044.4,260668879,1433970,3274055,0.55,257394824,0.08,0
MBS 2009-05,2009-06-30,2022-07-10,3802,329224044.4,265027844,1140160,4358965,0.43,260668879,0.08,0
MBS 2009-05,2009-06-30,2022-06-10,3802,329224044.4,269247649,1672216,4219805,0.62,265027844,0.08,0
MBS 2009-05,2009-06-30,2022-05-10,3802,329224044.4,272307492,1643797,3059843,0.6,269247649,0.08,0
