,일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
0,2004-01-02,106.65,1.44,1.37,105.9,106.77,105.63,154333.0,1560869.0,306663838.0
1,2004-01-05,107.07,0.42,0.39,106.01,107.23,105.96,158920.0,1705932.0,307857626.0
2,2004-01-06,106.9,-0.17,-0.16,108.02,108.02,106.41,224620.0,2102078.0,307383558.0
3,2004-01-07,107.54,0.64,0.6,107.29,108.02,107.15,183345.0,1774276.0,309268428.0
4,2004-01-08,107.2,-0.34,-0.32,108.14,109.31,107.2,236557.0,2909535.0,308272728.0
5,2004-01-09,110.26,3.06,2.85,108.79,110.89,108.75,298061.0,3535353.0,317098472.0
6,2004-01-12,111.1,0.84,0.76,110.05,111.54,109.6,244771.0,2600539.0,319522045.0
7,2004-01-13,110.71,-0.39,-0.35,111.69,111.69,110.18,144121.0,1960608.0,318400690.0
8,2004-01-14,110.98,0.27,0.24,110.56,111.73,110.14,154740.0,2131607.0,319125876.0
9,2004-01-15,110.34,-0.64,-0.58,110.85,111.24,109.82,128530.0,2006286.0,317460142.0
10,2004-01-16,110.63,0.29,0.26,111.48,111.58,110.25,120598.0,1789441.0,318394553.0
11,2004-01-19,111.96,1.33,1.2,111.56,112.29,111.13,162940.0,1738683.0,322246615.0
12,2004-01-20,112.63,0.67,0.6,111.57,113.08,111.49,125032.0,1794117.0,324165650.0
13,2004-01-26,113.68,1.05,0.93,113.51,114.12,112.73,304741.0,2863176.0,327214300.0
14,2004-01-27,113.02,-0.66,-0.58,114.27,114.27,112.68,213785.0,2340283.0,325295969.0
15,2004-01-28,112.59,-0.43,-0.38,112.58,113.9,112.44,201675.0,2467422.0,324081038.0
16,2004-01-29,111.66,-0.93,-0.83,111.46,111.84,110.93,148936.0,1953922.0,321466488.0
17,2004-01-30,110.89,-0.77,-0.69,111.72,112.41,110.54,131807.0,1945942.0,319260966.0
18,2004-02-02,111.68,0.79,0.71,111.16,111.73,110.76,146902.0,1420721.0,321523374.0
19,2004-02-03,109.61,-2.07,-1.85,111.37,111.37,109.32,193341.0,2083125.0,315632961.0
20,2004-02-04,108.96,-0.65,-0.59,109.48,109.96,108.83,145549.0,1721622.0,313771688.0
21,2004-02-05,109.77,0.81,0.74,108.97,109.89,108.81,332628.0,2108360.0,316107893.0
22,2004-02-06,111.16,1.39,1.27,109.98,111.61,109.57,304827.0,2397987.0,320105321.0
23,2004-02-09,113.18,2.02,1.82,112.62,113.51,112.47,211109.0,2051335.0,325784787.0
24,2004-02-10,113.46,0.28,0.25,113.33,113.84,112.9,194959.0,1900398.0,326607104.0
25,2004-02-11,114.92,1.46,1.29,113.98,115.12,113.92,219903.0,2388235.0,330805987.0
26,2004-02-12,115.2,0.28,0.24,115.67,115.72,114.39,204308.0,2370077.0,330421182.0
27,2004-02-13,115.75,0.55,0.48,114.91,115.95,114.07,140215.0,1926866.0,331987996.0
28,2004-02-16,115.63,-0.12,-0.1,115.29,116.22,114.94,184304.0,2008189.0,331638552.0
29,2004-02-17,116.03,0.4,0.35,115.99,116.65,115.5,153437.0,1793188.0,332809925.0
30,2004-02-18,114.87,-1.16,-1.0,116.67,116.85,114.87,123896.0,1783986.0,329470675.0
31,2004-02-19,115.65,0.78,0.68,115.33,116.03,114.61,304929.0,2276916.0,332141570.0
32,2004-02-20,115.03,-0.62,-0.54,114.83,115.32,114.35,155648.0,1615584.0,330352451.0
33,2004-02-23,115.05,0.02,0.02,114.67,115.62,113.7,125664.0,1685133.0,330428436.0
34,2004-02-24,113.32,-1.73,-1.5,114.33,115.0,113.29,212198.0,1886133.0,325458270.0
35,2004-02-25,113.63,0.31,0.27,113.41,114.08,113.09,156968.0,1724333.0,326323665.0
36,2004-02-26,113.44,-0.19,-0.17,114.09,114.49,112.97,266311.0,1715397.0,325794188.0
37,2004-02-27,115.92,2.48,2.19,113.5,115.92,112.96,203252.0,2049832.0,333121490.0
38,2004-03-02,118.07,2.15,1.85,117.22,118.21,117.2,207200.0,2704132.0,339299624.0
39,2004-03-03,117.57,-0.5,-0.42,117.8,118.28,117.57,245137.0,2699352.0,337858820.0
40,2004-03-04,119.28,1.71,1.45,117.89,119.46,117.72,284005.0,2675315.0,342761068.0
41,2004-03-05,118.88,-0.4,-0.34,119.19,119.47,118.76,238421.0,2523246.0,341612451.0
42,2004-03-08,118.1,-0.78,-0.66,119.37,119.64,117.98,198195.0,2130689.0,339393101.0
43,2004-03-09,116.82,-1.28,-1.08,116.86,117.23,116.48,177735.0,1733464.0,335694913.0
44,2004-03-10,114.74,-2.08,-1.78,116.23,116.63,114.5,181395.0,1885072.0,329738608.0
45,2004-03-11,113.87,-0.87,-0.76,113.86,115.11,113.41,247426.0,3001054.0,327233094.0
46,2004-03-12,111.23,-2.64,-2.32,113.48,113.57,107.87,247394.0,3113579.0,319627022.0
47,2004-03-15,111.63,0.4,0.36,112.23,112.53,111.15,135235.0,1521439.0,320773870.0
48,2004-03-16,111.49,-0.14,-0.13,110.64,111.49,109.82,149268.0,1665975.0,320440575.0
49,2004-03-17,114.55,3.06,2.74,112.54,114.61,112.41,173780.0,1916655.0,329226878.0
50,2004-03-18,114.55,0.0,0.0,115.45,115.5,113.98,175541.0,1878617.0,329246899.0
51,2004-03-19,116.02,1.47,1.28,114.76,116.02,113.99,137658.0,1558101.0,333469143.0
52,2004-03-22,113.31,-2.71,-2.34,115.37,115.7,113.14,128374.0,1619556.0,325688791.0
53,2004-03-23,113.72,0.41,0.36,112.14,114.15,111.43,120503.0,1610841.0,326847154.0
54,2004-03-24,113.18,-0.54,-0.47,112.89,113.88,112.33,113891.0,1364935.0,325298662.0
55,2004-03-25,112.16,-1.02,-0.9,113.29,114.19,111.58,133824.0,1762215.0,322390567.0
56,2004-03-26,113.64,1.48,1.32,113.89,114.93,113.28,117961.0,2054519.0,326636381.0
57,2004-03-29,115.1,1.46,1.28,114.2,115.64,114.06,108511.0,1489935.0,331051878.0
58,2004-03-30,114.98,-0.12,-0.1,115.78,115.78,114.64,98698.0,1465136.0,330711584.0
59,2004-03-31,115.98,1.0,0.87,116.21,116.48,114.28,154565.0,1844485.0,331702600.0
60,2004-04-01,116.34,0.36,0.31,115.75,116.43,115.27,131653.0,1665653.0,332741329.0
61,2004-04-02,116.35,0.01,0.01,116.8,117.33,116.32,131223.0,1793634.0,332788098.0
62,2004-04-06,119.57,3.22,2.77,118.58,119.59,118.39,188407.0,2881759.0,341991282.0
63,2004-04-07,120.05,0.48,0.4,119.61,120.84,119.13,217190.0,2415531.0,343943284.0
64,2004-04-08,121.04,0.99,0.82,120.53,121.04,119.77,170215.0,2110611.0,346782924.0
65,2004-04-09,119.27,-1.77,-1.46,120.1,120.1,118.66,139054.0,1539642.0,341710958.0
66,2004-04-12,120.99,1.72,1.44,119.19,122.04,119.19,130676.0,1769833.0,346514923.0
67,2004-04-13,120.65,-0.34,-0.28,121.79,122.11,120.47,154417.0,2090658.0,345544790.0
68,2004-04-14,120.59,-0.06,-0.05,119.56,120.86,119.2,129787.0,2130719.0,345368286.0
69,2004-04-16,117.97,-2.62,-2.17,118.8,119.32,117.82,164336.0,3459780.0,337861719.0
70,2004-04-19,118.49,0.52,0.44,118.22,118.49,116.89,117880.0,1928697.0,339404196.0
71,2004-04-20,120.6,2.11,1.78,119.57,120.64,118.49,140986.0,2216703.0,345459434.0
72,2004-04-21,121.93,1.33,1.1,119.35,122.13,119.35,136347.0,2530185.0,349246857.0
73,2004-04-22,120.76,-1.17,-0.96,122.01,122.19,120.46,197332.0,2527803.0,345930838.0
74,2004-04-23,122.44,1.68,1.39,122.52,122.66,121.26,175587.0,2535981.0,350765083.0
75,2004-04-26,120.3,-2.14,-1.75,122.17,122.2,120.23,153797.0,2099645.0,344810176.0
76,2004-04-27,119.7,-0.6,-0.5,120.11,120.62,119.3,129072.0,1982755.0,343135853.0
77,2004-04-28,117.48,-2.22,-1.85,119.95,120.26,117.48,131894.0,2037472.0,336755681.0
78,2004-04-29,114.01,-3.47,-2.95,115.91,116.74,113.7,159773.0,2778316.0,326785861.0
79,2004-04-30,112.4,-1.61,-1.41,113.05,113.92,110.95,160032.0,3058807.0,322162787.0
80,2004-05-03,112.84,0.44,0.39,112.47,113.13,111.59,114227.0,1755265.0,323425120.0
81,2004-05-04,112.92,0.08,0.07,113.47,114.2,112.66,144190.0,2230379.0,323664513.0
82,2004-05-06,108.97,-3.95,-3.5,112.44,112.53,108.84,147491.0,2507640.0,312332492.0
83,2004-05-07,109.38,0.41,0.38,109.03,109.98,106.72,152506.0,2500980.0,313502213.0
84,2004-05-10,102.94,-6.44,-5.89,108.47,108.49,100.31,166455.0,2515844.0,294894263.0
85,2004-05-11,102.73,-0.21,-0.2,102.85,104.39,101.03,145677.0,2268428.0,294304047.0
86,2004-05-12,106.05,3.32,3.23,104.11,106.59,103.79,146947.0,2259174.0,303812937.0
87,2004-05-13,102.14,-3.91,-3.69,105.58,105.76,102.14,137259.0,2084741.0,292551006.0
88,2004-05-14,99.11,-3.03,-2.97,103.29,103.79,97.97,155605.0,2500883.0,283892469.0
89,2004-05-17,94.05,-5.06,-5.11,98.91,99.9,93.53,165899.0,2371219.0,267945965.0
90,2004-05-18,96.09,2.04,2.17,93.58,96.89,92.63,160821.0,2377338.0,273764063.0
91,2004-05-19,100.92,4.83,5.03,97.44,101.9,97.29,165410.0,2270791.0,287555372.0
92,2004-05-20,99.66,-1.26,-1.25,99.3,101.67,98.22,152774.0,2200554.0,283964112.0
93,2004-05-21,102.13,2.47,2.48,101.41,102.13,99.64,112410.0,1532579.0,291000542.0
94,2004-05-24,103.68,1.55,1.52,103.42,104.02,102.48,127832.0,1605895.0,295432948.0
95,2004-05-25,101.64,-2.04,-1.97,102.44,102.5,100.62,128857.0,1537694.0,289625787.0
96,2004-05-27,104.09,2.45,2.41,104.11,105.26,103.43,116787.0,1790530.0,296592313.0
97,2004-05-28,105.82,1.73,1.66,105.38,106.03,104.63,130431.0,1901617.0,301511345.0
98,2004-05-31,104.14,-1.68,-1.59,105.24,105.25,102.7,89126.0,1309460.0,296734933.0
99,2004-06-01,105.74,1.6,1.54,104.72,105.96,104.21,107927.0,1271985.0,301299678.0
100,2004-06-02,104.06,-1.68,-1.59,104.72,105.07,103.11,107174.0,1396544.0,296398970.0
101,2004-06-03,99.51,-4.55,-4.37,104.93,105.17,99.51,157669.0,2043768.0,283439255.0
102,2004-06-04,100.95,1.44,1.45,99.91,101.14,98.83,145302.0,1639234.0,287546148.0
103,2004-06-07,105.02,4.07,4.03,101.99,105.02,101.97,127862.0,1715786.0,299112344.0
104,2004-06-08,104.73,-0.29,-0.28,106.02,106.52,104.16,136423.0,1427013.0,298295977.0
105,2004-06-09,102.59,-2.14,-2.04,105.81,106.36,102.53,138450.0,1654239.0,292191241.0
106,2004-06-10,100.58,-2.01,-1.96,101.34,102.41,100.0,147333.0,2257339.0,286477246.0
107,2004-06-11,96.39,-4.19,-4.17,100.28,100.29,95.93,244029.0,2313581.0,289629956.0
108,2004-06-14,94.9,-1.49,-1.55,95.43,97.87,94.7,187291.0,1721763.0,285351106.0
109,2004-06-15,96.78,1.88,1.98,96.19,96.82,93.52,274270.0,1762082.0,290981077.0
110,2004-06-16,96.84,0.06,0.06,97.4,99.23,96.04,196522.0,1611873.0,291157028.0
111,2004-06-17,98.02,1.18,1.22,97.52,98.02,95.6,197999.0,1620561.0,294706963.0
112,2004-06-18,95.74,-2.28,-2.33,96.89,97.21,94.46,216533.0,1500447.0,287866358.0
113,2004-06-21,96.8,1.06,1.11,96.24,98.01,96.02,195567.0,1419274.0,291044960.0
114,2004-06-22,96.48,-0.32,-0.33,96.12,96.86,94.53,167683.0,1243075.0,290099760.0
115,2004-06-23,95.56,-0.92,-0.95,97.48,97.81,95.32,183501.0,1608741.0,287335721.0
116,2004-06-24,98.85,3.29,3.44,97.5,98.88,96.8,201959.0,1777437.0,297226603.0
117,2004-06-25,101.08,2.23,2.26,98.88,101.21,98.52,176164.0,1958452.0,303932654.0
118,2004-06-28,99.85,-1.23,-1.22,100.88,101.22,98.91,116356.0,1317655.0,300231751.0
119,2004-06-29,100.81,0.96,0.96,99.29,101.05,98.82,140545.0,1261285.0,302802788.0
120,2004-06-30,101.85,1.04,1.03,101.37,102.1,100.7,192649.0,1566818.0,305949271.0
121,2004-07-01,100.8,-1.05,-1.03,101.68,102.81,100.55,116624.0,1442866.0,302774567.0
122,2004-07-02,97.75,-3.05,-3.03,98.97,99.0,97.59,252291.0,1378617.0,293929494.0
123,2004-07-05,97.91,0.16,0.16,97.68,98.23,96.24,228395.0,1030354.0,294412131.0
124,2004-07-06,98.19,0.28,0.29,97.43,98.92,97.15,233016.0,975701.0,295234322.0
125,2004-07-07,98.46,0.27,0.27,95.96,98.47,95.06,227333.0,1271067.0,296059267.0
126,2004-07-08,95.78,-2.68,-2.72,97.32,97.99,95.78,179124.0,1708250.0,287930435.0
127,2004-07-09,96.51,0.73,0.76,96.1,97.09,95.47,159440.0,1219567.0,290136818.0
128,2004-07-12,96.45,-0.06,-0.06,97.25,98.04,95.68,161204.0,1224394.0,289952751.0
129,2004-07-13,97.11,0.66,0.68,97.4,97.44,95.59,126995.0,1230015.0,291926137.0
130,2004-07-14,95.09,-2.02,-2.08,96.33,97.18,94.88,140609.0,1239541.0,285860013.0
131,2004-07-15,94.64,-0.45,-0.47,95.0,95.47,93.0,133376.0,1441789.0,284519974.0
132,2004-07-16,95.6,0.96,1.01,94.05,95.81,92.62,118108.0,1512624.0,287384416.0
133,2004-07-19,97.11,1.51,1.58,94.4,97.11,94.26,104360.0,1017900.0,291925770.0
134,2004-07-20,95.29,-1.82,-1.87,95.97,96.42,95.29,93327.0,1007415.0,286472617.0
135,2004-07-21,97.51,2.22,2.33,97.16,97.93,96.75,125548.0,1298138.0,293147902.0
136,2004-07-22,96.08,-1.43,-1.47,95.55,96.34,94.79,214676.0,1193086.0,288847580.0
137,2004-07-23,95.38,-0.7,-0.73,96.07,96.18,94.83,137754.0,1084191.0,286730948.0
138,2004-07-26,95.22,-0.16,-0.17,94.36,95.62,94.3,109202.0,795763.0,286239795.0
139,2004-07-27,95.66,0.44,0.46,95.12,95.87,94.14,97773.0,911478.0,287585944.0
140,2004-07-28,96.55,0.89,0.93,96.82,97.11,95.93,164535.0,1130543.0,290265113.0
141,2004-07-29,94.59,-1.96,-2.03,96.32,96.32,94.57,116618.0,922965.0,284375423.0
142,2004-07-30,95.27,0.68,0.72,95.59,96.05,95.05,128465.0,1130089.0,286401029.0
143,2004-08-02,93.19,-2.08,-2.18,94.66,94.66,93.19,86749.0,1026538.0,280146545.0
144,2004-08-03,94.21,1.02,1.09,94.26,94.42,93.7,104109.0,954780.0,283213373.0
145,2004-08-04,94.59,0.38,0.4,93.27,94.59,92.49,93749.0,1110741.0,284353434.0
146,2004-08-05,96.31,1.72,1.82,94.68,96.31,94.13,125483.0,1289076.0,287892947.0
147,2004-08-06,94.84,-1.47,-1.53,94.93,96.37,94.84,93905.0,1092503.0,283500719.0
148,2004-08-09,96.08,1.24,1.31,94.14,96.12,93.6,90206.0,954073.0,287212013.0
149,2004-08-10,96.72,0.64,0.67,95.54,96.77,95.45,116882.0,1233217.0,289139620.0
150,2004-08-11,97.23,0.51,0.53,97.29,98.08,97.1,163468.0,1416263.0,290682582.0
151,2004-08-12,99.05,1.82,1.87,97.53,99.06,97.25,127826.0,1479835.0,296132661.0
152,2004-08-13,100.15,1.1,1.11,98.47,100.4,98.22,156526.0,1772021.0,299413509.0
153,2004-08-16,99.72,-0.43,-0.43,99.9,100.36,98.76,126108.0,1167960.0,298137639.0
154,2004-08-17,98.97,-0.75,-0.75,100.72,100.8,98.64,101831.0,1089522.0,295886108.0
155,2004-08-18,99.48,0.51,0.52,99.22,99.82,98.73,101696.0,1001192.0,297379338.0
156,2004-08-19,101.18,1.7,1.71,100.39,101.48,100.39,151878.0,1364762.0,302458567.0
157,2004-08-20,100.86,-0.32,-0.32,100.68,101.17,100.46,118540.0,900072.0,301508449.0
158,2004-08-23,100.92,0.06,0.06,101.52,102.21,100.27,84830.0,995492.0,301664715.0
159,2004-08-24,101.5,0.58,0.57,101.44,101.64,100.11,88043.0,1058423.0,303939140.0
160,2004-08-25,102.87,1.37,1.35,101.24,103.0,101.12,94178.0,1259728.0,308051482.0
161,2004-08-26,103.25,0.38,0.37,103.32,103.88,103.04,123687.0,1439269.0,309196623.0
162,2004-08-27,103.38,0.13,0.13,103.58,103.78,102.72,110927.0,1315273.0,309564081.0
163,2004-08-30,103.07,-0.31,-0.3,103.51,104.05,102.82,87532.0,947224.0,308639600.0
164,2004-08-31,102.89,-0.18,-0.17,102.33,102.94,102.17,84791.0,1156996.0,308095932.0
165,2004-09-01,104.69,1.8,1.75,102.83,104.75,102.67,110255.0,1404112.0,313500040.0
166,2004-09-02,105.66,0.97,0.93,104.83,105.66,104.48,129939.0,1597480.0,316399352.0
167,2004-09-03,104.84,-0.82,-0.78,105.83,105.97,104.2,133969.0,1650623.0,313930995.0
168,2004-09-06,105.52,0.68,0.65,105.13,105.66,104.45,108960.0,1328346.0,315961919.0
169,2004-09-07,104.97,-0.55,-0.52,105.18,105.66,104.61,89567.0,1051478.0,314297415.0
170,2004-09-08,104.44,-0.53,-0.5,105.11,106.04,104.41,101447.0,1177064.0,312726404.0
171,2004-09-09,105.39,0.95,0.91,104.47,105.54,103.49,190310.0,2710191.0,315560814.0
172,2004-09-10,107.32,1.93,1.83,105.88,107.48,104.59,148230.0,1903452.0,321366906.0
173,2004-09-13,109.56,2.24,2.09,108.15,109.6,108.06,134191.0,2008339.0,328073621.0
174,2004-09-14,109.27,-0.29,-0.26,110.28,110.46,108.91,160708.0,1838983.0,327202624.0
175,2004-09-15,109.27,0.0,0.0,109.21,110.04,108.96,231213.0,1674604.0,327194059.0
176,2004-09-16,110.2,0.93,0.85,108.67,111.25,108.42,154644.0,1735992.0,329993648.0
177,2004-09-17,109.32,-0.88,-0.8,109.92,110.75,108.92,125679.0,1636284.0,327358027.0
178,2004-09-20,110.38,1.06,0.97,109.49,111.26,109.48,145412.0,1721675.0,330520611.0
179,2004-09-21,110.42,0.04,0.04,110.72,111.0,109.96,129327.0,1595561.0,330652410.0
180,2004-09-22,107.53,-2.89,-2.62,111.08,111.24,107.53,134389.0,1530947.0,322001511.0
181,2004-09-23,106.94,-0.59,-0.55,106.75,107.46,106.22,110475.0,1361115.0,320222178.0
182,2004-09-24,107.33,0.39,0.36,106.74,107.68,105.94,87242.0,1263140.0,321353995.0
183,2004-09-30,107.69,0.36,0.34,107.06,108.19,106.81,99699.0,1511632.0,322435039.0
184,2004-10-01,109.42,1.73,1.61,107.96,109.42,107.87,110921.0,1499157.0,327615681.0
185,2004-10-04,114.02,4.6,4.2,111.14,114.02,111.08,150472.0,2241874.0,341394221.0
186,2004-10-05,114.04,0.02,0.02,114.21,114.4,113.32,127956.0,1873157.0,341353348.0
187,2004-10-06,114.44,0.4,0.35,114.1,115.69,113.33,170139.0,2345331.0,342510706.0
188,2004-10-07,114.17,-0.27,-0.24,114.48,115.02,113.37,136426.0,1866432.0,341722160.0
189,2004-10-08,113.82,-0.35,-0.31,113.24,115.2,113.23,234414.0,2745189.0,340666635.0
190,2004-10-11,113.82,0.0,0.0,113.16,113.96,112.76,153894.0,1977494.0,340677432.0
191,2004-10-12,110.47,-3.35,-2.94,113.5,113.5,110.47,162692.0,2506532.0,330663689.0
192,2004-10-13,110.42,-0.05,-0.05,111.23,111.59,109.86,155439.0,2068219.0,330524671.0
193,2004-10-14,109.17,-1.25,-1.13,109.36,109.73,108.03,118635.0,2039036.0,326770865.0
194,2004-10-15,108.42,-0.75,-0.69,107.97,109.48,107.21,130749.0,2034012.0,324657437.0
195,2004-10-18,109.24,0.82,0.76,108.79,109.8,108.24,143655.0,1719988.0,327118013.0
196,2004-10-19,110.24,1.0,0.92,110.88,111.26,109.65,128796.0,1718038.0,330395805.0
197,2004-10-20,106.93,-3.31,-3.0,109.59,109.92,106.78,179445.0,1840861.0,320480766.0
198,2004-10-21,105.78,-1.15,-1.08,107.2,107.51,104.94,146756.0,1917634.0,317024533.0
199,2004-10-22,106.8,1.02,0.96,106.25,107.29,106.04,113771.0,1492516.0,320081554.0
200,2004-10-25,104.13,-2.67,-2.5,105.24,105.33,103.25,127817.0,1661986.0,312109745.0
201,2004-10-26,104.98,0.85,0.82,104.73,105.46,104.43,106618.0,1447136.0,314804205.0
202,2004-10-27,104.63,-0.35,-0.33,105.98,106.2,103.64,108751.0,1566254.0,313769760.0
203,2004-10-28,107.77,3.14,3.0,106.81,107.77,106.18,116263.0,1668266.0,323183334.0
204,2004-10-29,107.99,0.22,0.2,106.82,108.01,106.19,108320.0,1622362.0,323849012.0
205,2004-11-01,108.17,0.18,0.17,107.69,108.87,107.53,90203.0,1074624.0,324293128.0
206,2004-11-02,109.67,1.5,1.39,108.67,110.1,108.49,126805.0,1487578.0,328788211.0
207,2004-11-03,111.58,1.91,1.74,109.98,111.59,109.3,118228.0,1765723.0,334492503.0
208,2004-11-04,110.3,-1.28,-1.15,111.41,111.41,110.3,89695.0,1387376.0,330666824.0
209,2004-11-05,111.52,1.22,1.11,111.76,112.13,111.04,118181.0,1760968.0,333995630.0
210,2004-11-08,109.34,-2.18,-1.95,112.17,112.19,109.32,108672.0,1431889.0,327476577.0
211,2004-11-09,109.04,-0.3,-0.27,109.27,109.97,108.51,117272.0,1431063.0,326605680.0
212,2004-11-10,111.19,2.15,1.97,109.53,111.19,109.53,118805.0,1828233.0,332994771.0
213,2004-11-11,111.24,0.05,0.04,110.67,112.1,110.51,119399.0,1855146.0,333144110.0
214,2004-11-12,113.41,2.17,1.95,113.21,114.21,112.58,133846.0,1970650.0,339655395.0
215,2004-11-15,114.09,0.68,0.6,113.78,115.38,113.35,122439.0,1599581.0,341700094.0
216,2004-11-16,113.3,-0.79,-0.69,114.16,114.53,113.17,113137.0,1438925.0,339350026.0
217,2004-11-17,114.61,1.31,1.16,114.12,115.17,113.7,120909.0,1536083.0,343251450.0
218,2004-11-18,113.33,-1.28,-1.12,114.64,114.94,113.25,133177.0,1742989.0,339441276.0
219,2004-11-19,112.07,-1.26,-1.11,113.81,114.23,111.62,163526.0,1473598.0,335658079.0
220,2004-11-22,109.83,-2.24,-2.0,110.8,110.88,108.9,101163.0,1542766.0,328951752.0
221,2004-11-23,111.18,1.35,1.23,110.85,111.41,109.87,106376.0,1390696.0,332979127.0
222,2004-11-24,112.74,1.56,1.4,110.97,112.86,110.39,145118.0,1558303.0,337670933.0
223,2004-11-25,112.59,-0.15,-0.13,112.84,113.63,112.36,104618.0,1446336.0,337211940.0
224,2004-11-26,110.68,-1.91,-1.7,113.31,114.24,110.47,144801.0,1994767.0,331492030.0
225,2004-11-29,111.62,0.94,0.85,111.08,111.97,110.34,144751.0,1591160.0,334319100.0
226,2004-11-30,113.4,1.78,1.59,111.55,113.4,110.52,159499.0,1858197.0,339647682.0
227,2004-12-01,113.09,-0.31,-0.27,112.88,113.51,112.37,135827.0,1459134.0,338717212.0
228,2004-12-02,114.06,0.97,0.86,115.03,115.38,113.79,120116.0,1861324.0,341628784.0
229,2004-12-03,113.96,-0.1,-0.09,114.97,115.38,113.2,127287.0,2044834.0,341318568.0
230,2004-12-06,112.37,-1.59,-1.4,112.92,113.04,111.83,97716.0,1282643.0,336558074.0
231,2004-12-07,111.01,-1.36,-1.21,112.04,112.62,111.01,117034.0,1471256.0,332487354.0
232,2004-12-08,112.16,1.15,1.04,110.24,112.16,110.19,106380.0,1573333.0,335927457.0
233,2004-12-09,110.88,-1.28,-1.14,112.03,112.28,110.14,118233.0,2267388.0,332124045.0
234,2004-12-10,108.57,-2.31,-2.08,111.01,111.09,108.15,97136.0,2102431.0,336500966.0
235,2004-12-13,108.36,-0.21,-0.19,108.09,108.88,107.61,87388.0,1341760.0,335747750.0
236,2004-12-14,109.38,1.02,0.94,108.63,109.5,108.27,83961.0,1423909.0,339158404.0
237,2004-12-15,111.87,2.49,2.28,110.13,111.91,109.83,111628.0,1696378.0,347181866.0
238,2004-12-16,112.51,0.64,0.57,112.04,113.29,111.92,142965.0,1789457.0,349307873.0
239,2004-12-17,112.63,0.12,0.11,112.62,113.47,111.81,234009.0,2753481.0,349712451.0
240,2004-12-20,113.45,0.82,0.73,112.2,113.46,111.97,136258.0,1420270.0,352446079.0
241,2004-12-21,113.51,0.06,0.05,113.22,114.05,112.59,105301.0,1453574.0,352587860.0
242,2004-12-22,113.66,0.15,0.13,114.28,114.57,113.22,128609.0,1588781.0,353378192.0
243,2004-12-23,112.54,-1.12,-0.99,114.46,114.46,112.15,97737.0,1384411.0,349697400.0
244,2004-12-24,113.15,0.61,0.54,112.69,113.15,112.14,88930.0,1172977.0,351706680.0
245,2004-12-27,113.0,-0.15,-0.13,113.5,113.61,112.44,87488.0,1181547.0,351412085.0
246,2004-12-28,113.25,0.25,0.22,112.8,113.46,112.48,88019.0,1216673.0,352156911.0
247,2004-12-29,113.84,0.59,0.52,111.96,113.84,111.75,98021.0,1368539.0,354290494.0
248,2004-12-30,115.25,1.41,1.24,114.07,115.32,113.92,91312.0,1352240.0,358823166.0
249,2005-01-03,115.36,0.11,0.1,115.65,115.9,114.99,102682.0,1170595.0,358618172.0
250,2005-01-04,114.77,-0.59,-0.51,115.0,115.8,114.5,121647.0,1424929.0,356392034.0
251,2005-01-05,114.65,-0.12,-0.1,113.41,114.65,113.17,144508.0,1677591.0,356077542.0
252,2005-01-06,112.94,-1.71,-1.49,113.88,114.97,112.94,149959.0,1873567.0,350819531.0
253,2005-01-07,112.71,-0.23,-0.2,113.61,113.94,112.18,120132.0,1591171.0,350350443.0
254,2005-01-10,113.27,0.56,0.5,113.01,113.36,112.07,100523.0,1284713.0,352010600.0
255,2005-01-11,114.66,1.39,1.23,113.33,114.66,112.73,135599.0,1813793.0,356833606.0
256,2005-01-12,114.09,-0.57,-0.5,114.71,114.94,113.79,132519.0,1641277.0,354949274.0
257,2005-01-13,115.01,0.92,0.81,114.26,115.08,113.69,108119.0,1685768.0,357706963.0
258,2005-01-14,117.82,2.81,2.44,114.23,117.82,113.91,154375.0,2629695.0,366736851.0
259,2005-01-17,119.91,2.09,1.77,118.96,120.28,118.7,199170.0,2796170.0,374595023.0
260,2005-01-18,119.5,-0.41,-0.34,119.91,120.42,119.49,174876.0,2195407.0,373103266.0
261,2005-01-19,118.9,-0.6,-0.5,119.85,120.4,118.66,181302.0,1957064.0,371137318.0
262,2005-01-20,118.02,-0.88,-0.74,118.05,118.74,117.72,168125.0,1672048.0,368316673.0
263,2005-01-21,119.4,1.38,1.17,118.14,119.41,117.62,156223.0,1717792.0,372892907.0
264,2005-01-24,119.83,0.43,0.36,119.19,120.66,118.34,216671.0,1797209.0,374235293.0
265,2005-01-25,118.91,-0.92,-0.77,118.92,119.25,118.35,192384.0,1708418.0,370711729.0
266,2005-01-26,120.51,1.6,1.35,119.36,120.95,119.16,197415.0,2178387.0,375680646.0
267,2005-01-27,120.16,-0.35,-0.29,120.65,121.0,119.61,187374.0,2144514.0,374569522.0
268,2005-01-28,119.65,-0.51,-0.42,120.14,120.25,118.98,159890.0,1526084.0,373025009.0
269,2005-01-31,121.06,1.41,1.18,119.45,121.21,119.45,144201.0,1669528.0,377784123.0
270,2005-02-01,120.0,-1.06,-0.88,120.74,120.97,119.91,134432.0,1678323.0,374579172.0
271,2005-02-02,119.74,-0.26,-0.22,120.3,120.37,119.41,156749.0,1608426.0,373823431.0
272,2005-02-03,120.64,0.9,0.75,119.88,120.8,119.71,168901.0,1645289.0,376397815.0
273,2005-02-04,121.3,0.66,0.55,120.5,121.65,120.18,158892.0,1822081.0,378242052.0
