,발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
359,KHFCMB2020S-39,2020-12-11,2021-10,58.63,26.67,0.3984
360,KHFCMB2020S-39,2020-12-11,2021-09,58.62,26.66,0.302
361,KHFCMB2020S-39,2020-12-11,2021-08,58.6,26.66,0.2452
362,KHFCMB2020S-39,2020-12-11,2021-07,58.59,26.65,0.2538
363,KHFCMB2020S-39,2020-12-11,2021-06,58.58,26.63,0.3721
364,KHFCMB2020S-39,2020-12-11,2021-03,58.5,26.64,0.34
365,KHFCMB2020S-39,2020-12-11,2021-02,58.46,26.65,0.38
366,KHFCMB2020S-39,2020-12-11,2021-01,58.45,26.64,0.28
367,KHFCMB2020S-39,2020-12-11,2020-12,58.44,26.64,0.22
368,KHFCMB2020S-38,2020-12-04,2022-06,59.46,27.11,0.2575
369,KHFCMB2020S-38,2020-12-04,2022-05,59.45,27.11,0.2274
370,KHFCMB2020S-38,2020-12-04,2022-04,59.44,27.1,0.221
371,KHFCMB2020S-38,2020-12-04,2022-03,59.43,27.1,0.2823
372,KHFCMB2020S-38,2020-12-04,2022-02,59.42,27.11,0.2133
373,KHFCMB2020S-38,2020-12-04,2022-01,59.41,27.1,0.23
374,KHFCMB2020S-38,2020-12-04,2021-12,59.39,27.09,0.2544
375,KHFCMB2020S-38,2020-12-04,2021-11,59.38,27.1,0.3388
376,KHFCMB2020S-38,2020-12-04,2021-10,59.35,27.09,0.3616
377,KHFCMB2020S-38,2020-12-04,2021-09,59.33,27.09,0.3199
378,KHFCMB2020S-38,2020-12-04,2021-08,59.31,27.1,0.2502
379,KHFCMB2020S-38,2020-12-04,2021-07,59.29,27.09,0.2704
380,KHFCMB2020S-38,2020-12-04,2021-06,59.26,27.08,0.2643
381,KHFCMB2020S-38,2020-12-04,2021-03,59.21,27.05,0.26
382,KHFCMB2020S-38,2020-12-04,2021-02,59.18,27.04,0.27
383,KHFCMB2020S-38,2020-12-04,2021-01,59.16,27.04,0.21
384,KHFCMB2020S-38,2020-12-04,2020-12,59.14,27.03,0.19
385,KHFCMB2020S-37,2020-11-24,2022-06,60.38,28.07,0.5732
386,KHFCMB2020S-37,2020-11-24,2022-05,60.35,28.07,0.3343
387,KHFCMB2020S-37,2020-11-24,2022-04,60.33,28.09,0.4311
388,KHFCMB2020S-37,2020-11-24,2022-03,60.32,28.1,0.2506
389,KHFCMB2020S-37,2020-11-24,2022-02,60.32,28.11,0.4588
390,KHFCMB2020S-37,2020-11-24,2022-01,60.31,28.13,0.3287
391,KHFCMB2020S-37,2020-11-24,2021-12,60.3,28.16,0.5227
392,KHFCMB2020S-37,2020-11-24,2021-11,60.27,28.16,0.5058
393,KHFCMB2020S-37,2020-11-24,2021-10,60.23,28.15,0.4152
394,KHFCMB2020S-37,2020-11-24,2021-09,60.2,28.17,0.4562
395,KHFCMB2020S-37,2020-11-24,2021-08,60.19,28.19,0.4675
396,KHFCMB2020S-37,2020-11-24,2021-07,60.18,28.21,0.4532
397,KHFCMB2020S-37,2020-11-24,2021-06,60.15,28.23,0.4964
398,KHFCMB2020S-37,2020-11-24,2021-03,60.11,28.34,0.5
399,KHFCMB2020S-37,2020-11-24,2021-02,60.07,28.34,0.46
400,KHFCMB2020S-37,2020-11-24,2021-01,60.06,28.36,0.38
401,KHFCMB2020S-37,2020-11-24,2020-12,60.06,28.38,0.59
402,KHFCMB2020S-37,2020-11-24,2020-11,60.05,28.4,0.19
403,KHFCMB2020S-36,2020-11-17,2022-06,60.31,28.25,0.5106
404,KHFCMB2020S-36,2020-11-17,2022-05,60.32,28.23,0.3108
405,KHFCMB2020S-36,2020-11-17,2022-04,60.3,28.25,0.3413
406,KHFCMB2020S-36,2020-11-17,2022-03,60.29,28.24,0.3207
407,KHFCMB2020S-36,2020-11-17,2022-02,60.28,28.25,0.4268
408,KHFCMB2020S-36,2020-11-17,2022-01,60.28,28.25,0.3905
409,KHFCMB2020S-36,2020-11-17,2021-12,60.27,28.26,0.4261
410,KHFCMB2020S-36,2020-11-17,2021-11,60.24,28.26,0.3553
411,KHFCMB2020S-36,2020-11-17,2021-10,60.22,28.26,0.5071
412,KHFCMB2020S-36,2020-11-17,2021-09,60.2,28.27,0.3888
413,KHFCMB2020S-36,2020-11-17,2021-08,60.19,28.29,0.4477
414,KHFCMB2020S-36,2020-11-17,2021-07,60.18,28.3,0.4362
415,KHFCMB2020S-36,2020-11-17,2021-06,60.18,28.31,0.3787
416,KHFCMB2020S-36,2020-11-17,2021-03,60.14,28.33,0.58
417,KHFCMB2020S-36,2020-11-17,2021-02,60.13,28.33,0.56
418,KHFCMB2020S-36,2020-11-17,2021-01,60.11,28.34,0.51
419,KHFCMB2020S-36,2020-11-17,2020-12,60.11,28.37,0.52
420,KHFCMB2020S-36,2020-11-17,2020-11,60.1,28.39,0.25
421,KHFCMB2020S-35,2020-11-10,2022-06,59.38,28.36,0.5612
422,KHFCMB2020S-35,2020-11-10,2022-05,59.38,28.34,0.5281
423,KHFCMB2020S-35,2020-11-10,2022-04,59.37,28.34,0.4125
424,KHFCMB2020S-35,2020-11-10,2022-03,59.34,28.34,0.2702
425,KHFCMB2020S-35,2020-11-10,2022-02,59.32,28.34,0.3693
426,KHFCMB2020S-35,2020-11-10,2022-01,59.29,28.34,0.3661
427,KHFCMB2020S-35,2020-11-10,2021-12,59.29,28.34,0.2802
428,KHFCMB2020S-35,2020-11-10,2021-11,59.27,28.33,0.5329
429,KHFCMB2020S-35,2020-11-10,2021-10,59.25,28.32,0.3441
430,KHFCMB2020S-35,2020-11-10,2021-09,59.22,28.31,0.3688
431,KHFCMB2020S-35,2020-11-10,2021-08,59.21,28.3,0.3805
432,KHFCMB2020S-35,2020-11-10,2021-07,59.18,28.31,0.5749
433,KHFCMB2020S-35,2020-11-10,2021-06,59.18,28.32,0.4718
434,KHFCMB2020S-35,2020-11-10,2021-03,59.14,28.33,0.39
435,KHFCMB2020S-35,2020-11-10,2021-02,59.11,28.34,0.39
436,KHFCMB2020S-35,2020-11-10,2021-01,59.1,28.34,0.36
437,KHFCMB2020S-35,2020-11-10,2020-12,59.09,28.38,0.47
438,KHFCMB2020S-35,2020-11-10,2020-11,59.06,28.39,0.4
439,KHFCMB2020S-34,2020-10-27,2022-06,59.07,26.95,0.7434
440,KHFCMB2020S-34,2020-10-27,2022-05,59.09,26.97,0.5366
441,KHFCMB2020S-34,2020-10-27,2022-04,59.1,26.98,0.3926
442,KHFCMB2020S-34,2020-10-27,2022-03,59.09,26.99,0.2954
443,KHFCMB2020S-34,2020-10-27,2022-02,59.07,27.01,0.3721
444,KHFCMB2020S-34,2020-10-27,2022-01,59.05,27.01,0.2816
445,KHFCMB2020S-34,2020-10-27,2021-12,59.02,27.0,0.4648
446,KHFCMB2020S-34,2020-10-27,2021-11,58.98,27.0,0.379
447,KHFCMB2020S-34,2020-10-27,2021-10,58.96,27.0,0.3775
448,KHFCMB2020S-34,2020-10-27,2021-09,58.92,26.98,0.5084
449,KHFCMB2020S-34,2020-10-27,2021-08,58.92,26.98,0.4473
450,KHFCMB2020S-34,2020-10-27,2021-07,58.89,26.95,0.3737
451,KHFCMB2020S-34,2020-10-27,2021-06,58.87,26.95,0.2581
452,KHFCMB2020S-34,2020-10-27,2021-03,58.77,26.92,0.4
453,KHFCMB2020S-34,2020-10-27,2021-02,58.74,26.91,0.63
454,KHFCMB2020S-34,2020-10-27,2021-01,58.7,26.89,0.43
455,KHFCMB2020S-34,2020-10-27,2020-12,58.66,26.9,0.6
456,KHFCMB2020S-34,2020-10-27,2020-11,58.63,26.92,0.35
457,KHFCMB2020S-34,2020-10-27,2020-10,58.59,26.91,0.2
458,KHFCMB2020S-33,2020-10-20,2022-06,59.5,27.44,0.6911
459,KHFCMB2020S-33,2020-10-20,2022-05,59.5,27.47,0.6866
460,KHFCMB2020S-33,2020-10-20,2022-04,59.47,27.46,0.5913
461,KHFCMB2020S-33,2020-10-20,2022-03,59.46,27.46,0.3195
462,KHFCMB2020S-33,2020-10-20,2022-02,59.44,27.46,0.1933
463,KHFCMB2020S-33,2020-10-20,2022-01,59.42,27.45,0.4692
464,KHFCMB2020S-33,2020-10-20,2021-12,59.43,27.43,0.2999
465,KHFCMB2020S-33,2020-10-20,2021-11,59.41,27.43,0.2877
466,KHFCMB2020S-33,2020-10-20,2021-10,59.39,27.43,0.4179
467,KHFCMB2020S-33,2020-10-20,2021-09,59.36,27.42,0.6447
468,KHFCMB2020S-33,2020-10-20,2021-08,59.33,27.43,0.5251
469,KHFCMB2020S-33,2020-10-20,2021-07,59.31,27.43,0.5588
470,KHFCMB2020S-33,2020-10-20,2021-06,59.31,27.45,0.5143
471,KHFCMB2020S-33,2020-10-20,2021-03,59.29,27.49,0.57
472,KHFCMB2020S-33,2020-10-20,2021-02,59.24,27.48,0.53
473,KHFCMB2020S-33,2020-10-20,2021-01,59.2,27.47,0.42
474,KHFCMB2020S-33,2020-10-20,2020-12,59.19,27.48,0.67
475,KHFCMB2020S-33,2020-10-20,2020-11,59.16,27.48,0.53
476,KHFCMB2020S-33,2020-10-20,2020-10,59.12,27.52,0.29
477,KHFCMB2020S-32,2020-10-13,2022-06,58.57,26.73,0.4791
478,KHFCMB2020S-32,2020-10-13,2022-05,58.58,26.73,0.679
479,KHFCMB2020S-32,2020-10-13,2022-04,58.58,26.73,0.5997
480,KHFCMB2020S-32,2020-10-13,2022-03,58.58,26.74,0.3879
481,KHFCMB2020S-32,2020-10-13,2022-02,58.56,26.73,0.3539
482,KHFCMB2020S-32,2020-10-13,2022-01,58.54,26.72,0.3919
483,KHFCMB2020S-32,2020-10-13,2021-12,58.52,26.71,0.3298
484,KHFCMB2020S-32,2020-10-13,2021-11,58.5,26.7,0.4611
485,KHFCMB2020S-32,2020-10-13,2021-10,58.49,26.69,0.4592
486,KHFCMB2020S-32,2020-10-13,2021-09,58.49,26.69,0.2921
487,KHFCMB2020S-32,2020-10-13,2021-08,58.47,26.69,0.3898
488,KHFCMB2020S-32,2020-10-13,2021-07,58.44,26.68,0.3841
489,KHFCMB2020S-32,2020-10-13,2021-06,58.42,26.69,0.3603
490,KHFCMB2020S-32,2020-10-13,2021-03,58.34,26.67,0.56
491,KHFCMB2020S-32,2020-10-13,2021-02,58.31,26.67,0.53
492,KHFCMB2020S-32,2020-10-13,2021-01,58.28,26.66,0.47
493,KHFCMB2020S-32,2020-10-13,2020-12,58.25,26.67,0.4
494,KHFCMB2020S-32,2020-10-13,2020-11,58.21,26.66,0.38
495,KHFCMB2020S-32,2020-10-13,2020-10,58.19,26.66,0.24
496,KHFCMB2020S-31,2020-09-22,2022-06,59.54,28.28,0.5732
497,KHFCMB2020S-31,2020-09-22,2022-05,59.52,28.28,0.6664
498,KHFCMB2020S-31,2020-09-22,2022-04,59.49,28.29,0.6333
499,KHFCMB2020S-31,2020-09-22,2022-03,59.48,28.28,0.5079
500,KHFCMB2020S-31,2020-09-22,2022-02,59.49,28.27,0.4865
501,KHFCMB2020S-31,2020-09-22,2022-01,59.49,28.27,0.3673
502,KHFCMB2020S-31,2020-09-22,2021-12,59.49,28.28,0.5399
503,KHFCMB2020S-31,2020-09-22,2021-11,59.5,28.27,0.3771
504,KHFCMB2020S-31,2020-09-22,2021-10,59.5,28.29,0.2242
505,KHFCMB2020S-31,2020-09-22,2021-09,59.49,28.28,0.6021
506,KHFCMB2020S-31,2020-09-22,2021-08,59.48,28.28,0.5326
507,KHFCMB2020S-31,2020-09-22,2021-07,59.48,28.27,0.3946
508,KHFCMB2020S-31,2020-09-22,2021-06,59.46,28.28,0.5073
509,KHFCMB2020S-31,2020-09-22,2021-03,59.45,28.3,0.62
510,KHFCMB2020S-31,2020-09-22,2021-02,59.44,28.3,0.44
511,KHFCMB2020S-31,2020-09-22,2021-01,59.43,28.31,0.4
512,KHFCMB2020S-31,2020-09-22,2020-12,59.41,28.29,0.63
513,KHFCMB2020S-31,2020-09-22,2020-11,59.41,28.31,0.52
514,KHFCMB2020S-31,2020-09-22,2020-10,59.4,28.3,0.47
515,KHFCMB2020S-31,2020-09-22,2020-09,59.38,28.29,0.2
516,KHFCMB2020S-30,2020-09-15,2022-06,59.66,28.17,0.6143
517,KHFCMB2020S-30,2020-09-15,2022-05,59.67,28.18,0.4472
518,KHFCMB2020S-30,2020-09-15,2022-04,59.67,28.19,0.6716
519,KHFCMB2020S-30,2020-09-15,2022-03,59.69,28.2,0.6473
520,KHFCMB2020S-30,2020-09-15,2022-02,59.7,28.18,0.4473
521,KHFCMB2020S-30,2020-09-15,2022-01,59.69,28.18,0.3968
522,KHFCMB2020S-30,2020-09-15,2021-12,59.68,28.18,0.4249
523,KHFCMB2020S-30,2020-09-15,2021-11,59.66,28.16,0.4449
524,KHFCMB2020S-30,2020-09-15,2021-10,59.65,28.17,0.4282
525,KHFCMB2020S-30,2020-09-15,2021-09,59.64,28.17,0.4449
526,KHFCMB2020S-30,2020-09-15,2021-08,59.63,28.17,0.4867
527,KHFCMB2020S-30,2020-09-15,2021-07,59.62,28.19,0.5836
528,KHFCMB2020S-30,2020-09-15,2021-06,59.62,28.2,0.3273
529,KHFCMB2020S-30,2020-09-15,2021-03,59.61,28.24,0.49
530,KHFCMB2020S-30,2020-09-15,2021-02,59.6,28.25,0.52
531,KHFCMB2020S-30,2020-09-15,2021-01,59.59,28.27,0.55
532,KHFCMB2020S-30,2020-09-15,2020-12,59.56,28.27,0.52
533,KHFCMB2020S-30,2020-09-15,2020-11,59.55,28.29,0.37
534,KHFCMB2020S-30,2020-09-15,2020-10,59.54,28.3,0.39
535,KHFCMB2020S-30,2020-09-15,2020-09,59.53,28.31,0.26
536,KHFCMB2020S-29,2020-09-04,2022-06,59.69,27.7,0.6287
537,KHFCMB2020S-29,2020-09-04,2022-05,59.66,27.7,0.6553
538,KHFCMB2020S-29,2020-09-04,2022-04,59.64,27.7,0.4906
539,KHFCMB2020S-29,2020-09-04,2022-03,59.65,27.7,0.5971
540,KHFCMB2020S-29,2020-09-04,2022-02,59.64,27.71,0.556
541,KHFCMB2020S-29,2020-09-04,2022-01,59.64,27.71,0.2987
542,KHFCMB2020S-29,2020-09-04,2021-12,59.63,27.71,0.3253
543,KHFCMB2020S-29,2020-09-04,2021-11,59.61,27.7,0.485
544,KHFCMB2020S-29,2020-09-04,2021-10,59.59,27.69,0.3502
545,KHFCMB2020S-29,2020-09-04,2021-09,59.58,27.67,0.2872
546,KHFCMB2020S-29,2020-09-04,2021-08,59.58,27.66,0.3425
547,KHFCMB2020S-29,2020-09-04,2021-07,59.57,27.65,0.6542
548,KHFCMB2020S-29,2020-09-04,2021-06,59.55,27.66,0.3627
549,KHFCMB2020S-29,2020-09-04,2021-03,59.51,27.63,0.72
550,KHFCMB2020S-29,2020-09-04,2021-02,59.51,27.64,0.47
551,KHFCMB2020S-29,2020-09-04,2021-01,59.49,27.63,0.46
552,KHFCMB2020S-29,2020-09-04,2020-12,59.47,27.62,0.39
553,KHFCMB2020S-29,2020-09-04,2020-11,59.46,27.63,0.33
554,KHFCMB2020S-29,2020-09-04,2020-10,59.44,27.64,0.45
555,KHFCMB2020S-29,2020-09-04,2020-09,59.41,27.64,0.39
556,KHFCMB2020S-28,2020-08-21,2022-06,59.34,27.73,0.5089
557,KHFCMB2020S-28,2020-08-21,2022-05,59.33,27.74,0.4782
558,KHFCMB2020S-28,2020-08-21,2022-04,59.33,27.74,0.468
559,KHFCMB2020S-28,2020-08-21,2022-03,59.32,27.75,0.76
560,KHFCMB2020S-28,2020-08-21,2022-02,59.32,27.76,0.5966
561,KHFCMB2020S-28,2020-08-21,2022-01,59.31,27.77,0.4117
562,KHFCMB2020S-28,2020-08-21,2021-12,59.29,27.77,0.469
563,KHFCMB2020S-28,2020-08-21,2021-11,59.28,27.77,0.4505
564,KHFCMB2020S-28,2020-08-21,2021-10,59.25,27.76,0.3429
565,KHFCMB2020S-28,2020-08-21,2021-09,59.23,27.76,0.3906
566,KHFCMB2020S-28,2020-08-21,2021-08,59.22,27.74,0.412
567,KHFCMB2020S-28,2020-08-21,2021-07,59.21,27.74,0.3245
568,KHFCMB2020S-28,2020-08-21,2021-06,59.2,27.74,0.3286
569,KHFCMB2020S-28,2020-08-21,2021-03,59.16,27.73,0.6
570,KHFCMB2020S-28,2020-08-21,2021-02,59.14,27.73,0.48
571,KHFCMB2020S-28,2020-08-21,2021-01,59.12,27.73,0.46
572,KHFCMB2020S-28,2020-08-21,2020-12,59.1,27.73,0.4
573,KHFCMB2020S-28,2020-08-21,2020-11,59.08,27.74,0.28
574,KHFCMB2020S-28,2020-08-21,2020-10,59.07,27.74,0.35
575,KHFCMB2020S-28,2020-08-21,2020-09,59.05,27.73,0.34
576,KHFCMB2020S-28,2020-08-21,2020-08,59.03,27.72,0.15
577,KHFCMB2020S-27,2020-08-14,2022-06,60.01,27.91,0.2911
578,KHFCMB2020S-27,2020-08-14,2022-05,60.02,27.91,0.5696
579,KHFCMB2020S-27,2020-08-14,2022-04,60.02,27.89,0.6031
580,KHFCMB2020S-27,2020-08-14,2022-03,59.99,27.88,0.757
581,KHFCMB2020S-27,2020-08-14,2022-02,60.0,27.87,0.6186
582,KHFCMB2020S-27,2020-08-14,2022-01,59.98,27.87,0.3299
583,KHFCMB2020S-27,2020-08-14,2021-12,59.95,27.85,0.2881
584,KHFCMB2020S-27,2020-08-14,2021-11,59.94,27.83,0.5005
585,KHFCMB2020S-27,2020-08-14,2021-10,59.94,27.86,0.4049
586,KHFCMB2020S-27,2020-08-14,2021-09,59.93,27.86,0.2184
587,KHFCMB2020S-27,2020-08-14,2021-08,59.92,27.86,0.3578
588,KHFCMB2020S-27,2020-08-14,2021-07,59.92,27.87,0.2989
589,KHFCMB2020S-27,2020-08-14,2021-06,59.91,27.86,0.311
590,KHFCMB2020S-27,2020-08-14,2021-03,59.84,27.88,0.61
591,KHFCMB2020S-27,2020-08-14,2021-02,59.83,27.89,0.34
592,KHFCMB2020S-27,2020-08-14,2021-01,59.82,27.88,0.61
593,KHFCMB2020S-27,2020-08-14,2020-12,59.82,27.88,0.42
594,KHFCMB2020S-27,2020-08-14,2020-11,59.8,27.87,0.47
595,KHFCMB2020S-27,2020-08-14,2020-10,59.79,27.87,0.39
596,KHFCMB2020S-27,2020-08-14,2020-09,59.77,27.86,0.35
597,KHFCMB2020S-27,2020-08-14,2020-08,59.76,27.88,0.34
598,KHFCMB2020S-26,2020-08-07,2022-06,60.37,28.71,0.4144
599,KHFCMB2020S-26,2020-08-07,2022-05,60.37,28.7,0.546
600,KHFCMB2020S-26,2020-08-07,2022-04,60.38,28.69,0.5654
601,KHFCMB2020S-26,2020-08-07,2022-03,60.4,28.69,0.7548
602,KHFCMB2020S-26,2020-08-07,2022-02,60.42,28.69,0.8954
603,KHFCMB2020S-26,2020-08-07,2022-01,60.4,28.72,0.5878
604,KHFCMB2020S-26,2020-08-07,2021-12,60.39,28.71,0.4594
605,KHFCMB2020S-26,2020-08-07,2021-11,60.38,28.7,0.4372
606,KHFCMB2020S-26,2020-08-07,2021-10,60.38,28.69,0.4638
607,KHFCMB2020S-26,2020-08-07,2021-09,60.39,28.7,0.301
608,KHFCMB2020S-26,2020-08-07,2021-08,60.39,28.7,0.3641
609,KHFCMB2020S-26,2020-08-07,2021-07,60.37,28.7,0.1826
610,KHFCMB2020S-26,2020-08-07,2021-06,60.36,28.69,0.2988
611,KHFCMB2020S-26,2020-08-07,2021-03,60.34,28.68,0.74
612,KHFCMB2020S-26,2020-08-07,2021-02,60.32,28.65,0.37
613,KHFCMB2020S-26,2020-08-07,2021-01,60.29,28.65,0.34
614,KHFCMB2020S-26,2020-08-07,2020-12,60.27,28.65,0.29
615,KHFCMB2020S-26,2020-08-07,2020-11,60.26,28.64,0.39
616,KHFCMB2020S-26,2020-08-07,2020-10,60.23,28.63,0.24
617,KHFCMB2020S-26,2020-08-07,2020-09,60.21,28.63,0.28
618,KHFCMB2020S-26,2020-08-07,2020-08,60.18,28.62,0.33
619,KHFCMB2020S-25,2020-07-28,2022-06,58.96,27.51,0.3238
620,KHFCMB2020S-25,2020-07-28,2022-05,58.95,27.5,0.547
621,KHFCMB2020S-25,2020-07-28,2022-04,58.96,27.48,0.4035
622,KHFCMB2020S-25,2020-07-28,2022-03,58.95,27.47,0.6317
623,KHFCMB2020S-25,2020-07-28,2022-02,58.93,27.48,0.8794
624,KHFCMB2020S-25,2020-07-28,2022-01,58.92,27.48,0.8305
625,KHFCMB2020S-25,2020-07-28,2021-12,58.91,27.48,0.5957
626,KHFCMB2020S-25,2020-07-28,2021-11,58.9,27.49,0.8531
627,KHFCMB2020S-25,2020-07-28,2021-10,58.87,27.49,0.6477
628,KHFCMB2020S-25,2020-07-28,2021-09,58.87,27.49,0.4896
629,KHFCMB2020S-25,2020-07-28,2021-08,58.86,27.5,0.4365
630,KHFCMB2020S-25,2020-07-28,2021-07,58.83,27.5,0.5241
631,KHFCMB2020S-25,2020-07-28,2021-06,58.82,27.51,0.3521
632,KHFCMB2020S-25,2020-07-28,2021-03,58.79,27.51,0.64
633,KHFCMB2020S-25,2020-07-28,2021-02,58.77,27.5,0.64
634,KHFCMB2020S-25,2020-07-28,2021-01,58.75,27.49,0.5
635,KHFCMB2020S-25,2020-07-28,2020-12,58.74,27.47,0.48
636,KHFCMB2020S-25,2020-07-28,2020-11,58.72,27.47,0.46
637,KHFCMB2020S-25,2020-07-28,2020-10,58.69,27.46,0.48
638,KHFCMB2020S-25,2020-07-28,2020-09,58.69,27.46,0.44
639,KHFCMB2020S-25,2020-07-28,2020-08,58.68,27.48,0.38
640,KHFCMB2020S-25,2020-07-28,2020-07,58.67,27.49,0.1
641,KHFCMB2020S-24,2020-07-21,2022-06,59.16,27.18,0.5833
642,KHFCMB2020S-24,2020-07-21,2022-05,59.16,27.16,0.6222
643,KHFCMB2020S-24,2020-07-21,2022-04,59.16,27.16,0.5638
644,KHFCMB2020S-24,2020-07-21,2022-03,59.14,27.15,0.7167
645,KHFCMB2020S-24,2020-07-21,2022-02,59.14,27.14,1.0651
646,KHFCMB2020S-24,2020-07-21,2022-01,59.13,27.14,0.4452
647,KHFCMB2020S-24,2020-07-21,2021-12,59.13,27.14,0.4479
648,KHFCMB2020S-24,2020-07-21,2021-11,59.11,27.14,0.4102
649,KHFCMB2020S-24,2020-07-21,2021-10,59.09,27.14,0.5116
650,KHFCMB2020S-24,2020-07-21,2021-09,59.09,27.15,0.4574
651,KHFCMB2020S-24,2020-07-21,2021-08,59.07,27.15,0.3487
652,KHFCMB2020S-24,2020-07-21,2021-07,59.06,27.13,0.3893
653,KHFCMB2020S-24,2020-07-21,2021-06,59.05,27.13,0.4857
654,KHFCMB2020S-24,2020-07-21,2021-03,59.01,27.09,0.51
655,KHFCMB2020S-24,2020-07-21,2021-02,58.98,27.08,0.7
656,KHFCMB2020S-24,2020-07-21,2021-01,58.94,27.06,0.58
657,KHFCMB2020S-24,2020-07-21,2020-12,58.92,27.04,0.41
658,KHFCMB2020S-24,2020-07-21,2020-11,58.9,27.03,0.28
659,KHFCMB2020S-24,2020-07-21,2020-10,58.88,27.03,0.44
660,KHFCMB2020S-24,2020-07-21,2020-09,58.85,27.03,0.24
661,KHFCMB2020S-24,2020-07-21,2020-08,58.84,27.02,0.38
662,KHFCMB2020S-24,2020-07-21,2020-07,58.82,27.01,0.13
663,KHFCMB2020S-23,2020-07-10,2022-06,58.27,27.75,0.365
664,KHFCMB2020S-23,2020-07-10,2022-05,58.25,27.73,0.8243
665,KHFCMB2020S-23,2020-07-10,2022-04,58.25,27.74,0.6764
666,KHFCMB2020S-23,2020-07-10,2022-03,58.26,27.77,0.5666
667,KHFCMB2020S-23,2020-07-10,2022-02,58.26,27.77,0.7168
668,KHFCMB2020S-23,2020-07-10,2022-01,58.26,27.76,0.6863
669,KHFCMB2020S-23,2020-07-10,2021-12,58.28,27.77,0.4819
670,KHFCMB2020S-23,2020-07-10,2021-11,58.27,27.76,0.5289
671,KHFCMB2020S-23,2020-07-10,2021-10,58.24,27.78,0.3979
672,KHFCMB2020S-23,2020-07-10,2021-09,58.22,27.78,0.5729
673,KHFCMB2020S-23,2020-07-10,2021-08,58.23,27.84,0.4856
674,KHFCMB2020S-23,2020-07-10,2021-07,58.23,27.83,0.427
675,KHFCMB2020S-23,2020-07-10,2021-06,58.2,27.83,0.7237
676,KHFCMB2020S-23,2020-07-10,2021-03,58.22,27.85,0.78
677,KHFCMB2020S-23,2020-07-10,2021-02,58.22,27.83,0.56
678,KHFCMB2020S-23,2020-07-10,2021-01,58.21,27.82,0.57
679,KHFCMB2020S-23,2020-07-10,2020-12,58.19,27.81,0.42
680,KHFCMB2020S-23,2020-07-10,2020-11,58.16,27.79,0.7
681,KHFCMB2020S-23,2020-07-10,2020-10,58.18,27.8,0.61
682,KHFCMB2020S-23,2020-07-10,2020-09,58.17,27.8,0.39
683,KHFCMB2020S-23,2020-07-10,2020-08,58.15,27.78,0.25
684,KHFCMB2020S-23,2020-07-10,2020-07,58.13,27.77,0.46
685,KHFCMB2020S-22,2020-07-03,2022-06,57.73,28.15,0.5969
686,KHFCMB2020S-22,2020-07-03,2022-05,57.72,28.14,0.5261
687,KHFCMB2020S-22,2020-07-03,2022-04,57.7,28.15,0.3092
688,KHFCMB2020S-22,2020-07-03,2022-03,57.7,28.15,0.5399
689,KHFCMB2020S-22,2020-07-03,2022-02,57.7,28.14,1.2363
690,KHFCMB2020S-22,2020-07-03,2022-01,57.7,28.16,0.575
691,KHFCMB2020S-22,2020-07-03,2021-12,57.7,28.13,0.3767
692,KHFCMB2020S-22,2020-07-03,2021-11,57.68,28.11,0.5959
693,KHFCMB2020S-22,2020-07-03,2021-10,57.7,28.11,0.5432
694,KHFCMB2020S-22,2020-07-03,2021-09,57.71,28.11,0.5081
695,KHFCMB2020S-22,2020-07-03,2021-08,57.72,28.09,0.6194
696,KHFCMB2020S-22,2020-07-03,2021-07,57.71,28.06,0.3797
697,KHFCMB2020S-22,2020-07-03,2021-06,57.71,28.05,0.485
698,KHFCMB2020S-22,2020-07-03,2021-03,57.7,28.04,0.61
699,KHFCMB2020S-22,2020-07-03,2021-02,57.66,28.03,0.98
700,KHFCMB2020S-22,2020-07-03,2021-01,57.65,28.03,0.59
701,KHFCMB2020S-22,2020-07-03,2020-12,57.65,28.03,0.62
702,KHFCMB2020S-22,2020-07-03,2020-11,57.64,28.02,0.39
703,KHFCMB2020S-22,2020-07-03,2020-10,57.63,28.03,0.37
704,KHFCMB2020S-22,2020-07-03,2020-09,57.61,28.03,0.34
705,KHFCMB2020S-22,2020-07-03,2020-08,57.61,28.04,0.48
706,KHFCMB2020S-22,2020-07-03,2020-07,57.59,28.03,0.57
707,KHFCMB2020S-21,2020-06-26,2022-06,59.59,25.1,0.5297
708,KHFCMB2020S-21,2020-06-26,2022-05,59.58,25.1,0.3546
709,KHFCMB2020S-21,2020-06-26,2022-04,59.57,25.11,0.4782
710,KHFCMB2020S-21,2020-06-26,2022-03,59.56,25.11,0.6415
711,KHFCMB2020S-21,2020-06-26,2022-02,59.56,25.11,0.3671
712,KHFCMB2020S-21,2020-06-26,2022-01,59.55,25.11,0.325
713,KHFCMB2020S-21,2020-06-26,2021-12,59.54,25.1,0.5183
714,KHFCMB2020S-21,2020-06-26,2021-11,59.53,25.11,0.7043
715,KHFCMB2020S-21,2020-06-26,2021-10,59.53,25.11,0.5518
716,KHFCMB2020S-21,2020-06-26,2021-09,59.54,25.12,0.8033
717,KHFCMB2020S-21,2020-06-26,2021-08,59.54,25.12,0.7091
718,KHFCMB2020S-21,2020-06-26,2021-07,59.55,25.13,0.7781
719,KHFCMB2020S-21,2020-06-26,2021-06,59.53,25.13,0.7502
