,발행회차,발행일자,기준월,만기전상환율,가중평균발행금리,주택종합 매매가격지수,주택종합 전세가격지수,소비자물가지수,15-64 실업자 수,코스피 월별 종가,예금은행 대출금리,평균 LTV,평균 DTI,조기상환율
11312,MBS 2013-10,2013-03-20,2016-01,4.54,0,75.504,84.343,95.232,913.0,1912.06,3.1,58.37,31.33,4.54
11313,MBS 2013-11,2013-03-20,2016-01,0.05,0,75.504,84.343,95.232,913.0,1912.06,3.1,56.43,41.02,0.05
11314,MBS 2013-11,2013-03-20,2016-01,0.05,0,75.504,84.343,95.232,913.0,1912.06,3.1,58.37,31.33,4.54
11315,MBS 2013-12,2013-03-22,2016-01,0.71,0,75.504,84.343,95.232,913.0,1912.06,3.1,59.95,41.66,0.71
11316,MBS 2013-13,2013-04-05,2016-01,4.71,0,75.504,84.343,95.232,913.0,1912.06,3.1,58.74,31.53,4.71
11317,MBS 2013-14,2013-04-04,2016-01,3.59,2.88,75.504,84.343,95.232,913.0,1912.06,3.1,60.2,31.47,3.59
11318,MBS 2013-15,2013-04-11,2016-01,3.83,2.89,75.504,84.343,95.232,913.0,1912.06,3.1,54.72,31.52,3.83
11319,MBS 2013-16,2013-04-18,2016-01,5.07,3.01,75.504,84.343,95.232,913.0,1912.06,3.1,59.72,31.51,5.07
11320,MBS 2013-17,2013-04-25,2016-01,4.21,2.97,75.504,84.343,95.232,913.0,1912.06,3.1,61.08,30.15,4.21
11321,MBS 2013-18,2013-05-09,2016-01,2.78,2.92,75.504,84.343,95.232,913.0,1912.06,3.1,60.16,29.47,2.78
11322,MBS 2013-19,2013-05-16,2016-01,4.24,2.97,75.504,84.343,95.232,913.0,1912.06,3.1,54.86,32.01,4.24
11323,MBS 2013-20,2013-05-30,2016-01,3.91,3,75.504,84.343,95.232,913.0,1912.06,3.1,63.01,30.51,3.91
11324,MBS 2013-21,2013-06-13,2016-01,3.19,3.21,75.504,84.343,95.232,913.0,1912.06,3.1,60.76,29.73,3.19
11325,MBS 2013-22,2013-06-20,2016-01,3.92,3.24,75.504,84.343,95.232,913.0,1912.06,3.1,61.71,30.57,3.92
11326,MBS 2013-23,2013-07-23,2016-01,3.22,3.51,75.504,84.343,95.232,913.0,1912.06,3.1,56.75,33.75,3.22
11327,MBS 2013-24,2013-07-04,2016-01,2.11,0,75.504,84.343,95.232,913.0,1912.06,3.1,56.98,31.69,2.11
11328,MBS 2013-25,2013-07-11,2016-01,2.66,3.59,75.504,84.343,95.232,913.0,1912.06,3.1,61.78,30.22,2.66
11329,MBS 2013-26,2013-07-18,2016-01,2.14,3.48,75.504,84.343,95.232,913.0,1912.06,3.1,55.83,30.21,2.14
11330,MBS 2013-27,2013-07-29,2016-01,2.98,3.52,75.504,84.343,95.232,913.0,1912.06,3.1,61.52,30.5,2.98
11331,MBS 2013-28,2013-08-08,2016-01,2.33,3.51,75.504,84.343,95.232,913.0,1912.06,3.1,62.25,29.2,2.33
11332,MBS 2013-29,2013-08-16,2016-01,3.06,3.52,75.504,84.343,95.232,913.0,1912.06,3.1,54.27,29.79,3.06
11333,MBS 2013-30,2013-08-22,2016-01,2.13,3.59,75.504,84.343,95.232,913.0,1912.06,3.1,61.39,29.45,2.13
11334,MBS 2013-31,2013-09-12,2016-01,2.96,3.57,75.504,84.343,95.232,913.0,1912.06,3.1,60.98,30.45,2.96
11335,MBS 2013-32,2013-09-27,2016-01,3.51,3.41,75.504,84.343,95.232,913.0,1912.06,3.1,54.59,30.25,3.51
11336,MBS 2013-33,2013-09-25,2016-01,9.15,0,75.504,84.343,95.232,913.0,1912.06,3.1,55.9,32.08,9.15
11337,MBS 2013-34,2013-10-10,2016-01,2.15,3.42,75.504,84.343,95.232,913.0,1912.06,3.1,60.98,29.73,2.15
11338,MBS 2013-35,2013-10-17,2016-01,2.52,3.52,75.504,84.343,95.232,913.0,1912.06,3.1,60.72,29.73,2.52
11339,MBS 2013-36,2013-11-14,2016-01,2.64,3.55,75.504,84.343,95.232,913.0,1912.06,3.1,60.96,30.3,2.64
11340,MBS 2013-38,2013-11-26,2016-01,2.77,0,75.504,84.343,95.232,913.0,1912.06,3.1,57.62,24.61,2.77
11341,MBS 2013-40,2013-11-28,2016-01,3.82,3.62,75.504,84.343,95.232,913.0,1912.06,3.1,65.95,32.51,3.82
11342,MBS 2014-01,2014-01-09,2016-01,2.8,3.6,75.504,84.343,95.232,913.0,1912.06,3.1,63.53,29.79,2.8
11343,MBS 2014-02,2014-01-16,2016-01,2.7,3.63,75.504,84.343,95.232,913.0,1912.06,3.1,55.63,30.66,2.7
11344,MBS 2014-03,2014-01-23,2016-01,2.73,3.55,75.504,84.343,95.232,913.0,1912.06,3.1,62.05,30.36,2.73
11345,MBS 2014-04,2014-01-24,2016-01,7.12,0,75.504,84.343,95.232,913.0,1912.06,3.1,57.63,30.13,7.12
11346,MBS 2014-05,2014-02-13,2016-01,2.51,3.46,75.504,84.343,95.232,913.0,1912.06,3.1,63.14,30.09,2.51
11347,MBS 2014-06,2014-03-06,2016-01,2.84,3.45,75.504,84.343,95.232,913.0,1912.06,3.1,61.18,31.31,2.84
11348,MBS 2014-07,2014-03-21,2016-01,3.12,0,75.504,84.343,95.232,913.0,1912.06,3.1,59.03,29.57,3.12
11349,MBS 2014-08,2014-03-20,2016-01,3.25,3.48,75.504,84.343,95.232,913.0,1912.06,3.1,57.6,30.89,3.25
11350,MBS 2014-09,2014-04-24,2016-01,3.09,3.45,75.504,84.343,95.232,913.0,1912.06,3.1,61.16,30.37,3.09
11351,MBS 2014-10,2014-05-22,2016-01,2.78,3.29,75.504,84.343,95.232,913.0,1912.06,3.1,58.67,32.68,2.78
11352,MBS 2014-11,2014-06-26,2016-01,1.82,3.11,75.504,84.343,95.232,913.0,1912.06,3.1,60.48,31.62,1.82
11353,MBS 2014-12,2014-07-24,2016-01,2.75,2.91,75.504,84.343,95.232,913.0,1912.06,3.1,61.53,29.03,2.75
11354,MBS 2014-13,2014-08-28,2016-01,1.4,2.99,75.504,84.343,95.232,913.0,1912.06,3.1,60.7,29.15,1.4
11355,MBS 2014-14,2014-08-29,2016-01,2.61,0,75.504,84.343,95.232,913.0,1912.06,3.1,60.44,33.63,2.61
11356,MBS 2014-15,2014-09-18,2016-01,1.41,2.82,75.504,84.343,95.232,913.0,1912.06,3.1,61.85,31.1,1.41
11357,MBS 2014-16,2014-10-02,2016-01,1.29,2.68,75.504,84.343,95.232,913.0,1912.06,3.1,62.95,30.76,1.29
11358,MBS 2014-17,2014-10-16,2016-01,1.33,2.6,75.504,84.343,95.232,913.0,1912.06,3.1,62.41,35.78,1.33
11359,MBS 2014-18,2014-11-06,2016-01,1.36,2.41,75.504,84.343,95.232,913.0,1912.06,3.1,62.26,33.53,1.36
11360,MBS 2014-19,2014-11-20,2016-01,1.15,2.51,75.504,84.343,95.232,913.0,1912.06,3.1,62.67,33.53,1.15
11361,MBS 2014-20,2014-12-04,2016-01,1.39,2.37,75.504,84.343,95.232,913.0,1912.06,3.1,61.57,33.02,1.39
11362,MBS 2014-21,2014-12-18,2016-01,1.38,2.52,75.504,84.343,95.232,913.0,1912.06,3.1,62.24,33.16,1.38
11363,MBS 2014-22,2014-12-19,2016-01,2.01,0,75.504,84.343,95.232,913.0,1912.06,3.1,67.0,37.91,2.01
11364,MBS 2015-01,2015-01-08,2016-01,1.35,2.46,75.504,84.343,95.232,913.0,1912.06,3.1,61.76,35.3,1.35
11365,MBS 2015-02,2015-01-22,2016-01,1.09,2.29,75.504,84.343,95.232,913.0,1912.06,3.1,61.95,33.69,1.09
11366,MBS 2015-03,2015-02-05,2016-01,1.3,2.17,75.504,84.343,95.232,913.0,1912.06,3.1,61.98,34.76,1.3
11367,MBS 2015-04,2015-03-05,2016-01,1.3,2.25,75.504,84.343,95.232,913.0,1912.06,3.1,61.12,33.88,1.3
11368,MBS 2015-05,2015-03-19,2016-01,1.16,2.15,75.504,84.343,95.232,913.0,1912.06,3.1,62.52,33.47,1.16
11369,MBS 2015-06,2015-04-02,2016-01,1.45,1.98,75.504,84.343,95.232,913.0,1912.06,3.1,60.95,33.18,1.45
11370,MBS 2015-07,2015-04-16,2016-01,1.05,1.98,75.504,84.343,95.232,913.0,1912.06,3.1,62.0,36.45,1.05
11371,MBS 2015-08,2015-04-29,2016-01,2.05,0,75.504,84.343,95.232,913.0,1912.06,3.1,67.14,36.69,2.05
11372,MBS 2015-09,2015-05-12,2016-01,0.68,2.53,75.504,84.343,95.232,913.0,1912.06,3.1,50.5,32.89,0.68
11373,MBS 2015-10,2015-05-26,2016-01,0.57,2.5,75.504,84.343,95.232,913.0,1912.06,3.1,51.35,31.32,0.57
11374,MBS 2015-11,2015-06-02,2016-01,0.5,2.39,75.504,84.343,95.232,913.0,1912.06,3.1,50.74,33.21,0.5
11375,MBS 2015-12,2015-06-09,2016-01,0.62,2.47,75.504,84.343,95.232,913.0,1912.06,3.1,50.8,33.2,0.62
11376,MBS 2015-13,2015-06-16,2016-01,0.54,2.49,75.504,84.343,95.232,913.0,1912.06,3.1,50.73,33.55,0.54
11377,MBS 2015-14,2015-06-23,2016-01,0.56,2.48,75.504,84.343,95.232,913.0,1912.06,3.1,50.54,31.65,0.56
11378,MBS 2015-15,2015-06-30,2016-01,0.5,2.49,75.504,84.343,95.232,913.0,1912.06,3.1,50.86,31.43,0.5
11379,MBS 2015-16,2015-07-07,2016-01,0.59,2.5,75.504,84.343,95.232,913.0,1912.06,3.1,50.95,30.91,0.59
11380,MBS 2015-17,2015-07-24,2016-01,0.96,2.18,75.504,84.343,95.232,913.0,1912.06,3.1,61.98,36.18,0.96
11381,MBS 2015-18,2015-08-07,2016-01,0.71,2.26,75.504,84.343,95.232,913.0,1912.06,3.1,61.78,35.37,0.71
11382,MBS 2015-19,2015-08-17,2016-01,1.06,0,75.504,84.343,95.232,913.0,1912.06,3.1,68.0,39.1,1.06
11383,MBS 2015-20,2015-08-21,2016-01,0.76,2.17,75.504,84.343,95.232,913.0,1912.06,3.1,62.09,32.79,0.76
11384,MBS 2015-21,2015-09-04,2016-01,0.59,2.13,75.504,84.343,95.232,913.0,1912.06,3.1,60.03,27.97,0.59
11385,MBS 2015-22,2015-09-18,2016-01,0.72,2.12,75.504,84.343,95.232,913.0,1912.06,3.1,59.77,30.51,0.72
11386,MBS 2015-23,2015-10-12,2016-01,0.62,1.97,75.504,84.343,95.232,913.0,1912.06,3.1,60.16,28.64,0.62
11387,MBS 2015-24,2015-10-23,2016-01,0.56,2.01,75.504,84.343,95.232,913.0,1912.06,3.1,59.65,30.9,0.56
11388,MBS 2015-25,2015-11-06,2016-01,0.54,2.08,75.504,84.343,95.232,913.0,1912.06,3.1,58.87,28.33,0.54
11389,MBS 2015-26,2015-11-20,2016-01,0.52,2.29,75.504,84.343,95.232,913.0,1912.06,3.1,60.4,29.16,0.52
11390,MBS 2015-27,2015-12-04,2016-01,0.57,2.29,75.504,84.343,95.232,913.0,1912.06,3.1,62.35,30.64,0.57
11391,MBS 2015-28,2015-12-11,2016-01,0.33,2.27,75.504,84.343,95.232,913.0,1912.06,3.1,61.1,29.82,0.33
11392,MBS 2016-01,2016-01-08,2016-01,0.61,2.078,75.504,84.343,95.232,913.0,1912.06,3.1,58.07,27.68,0.61
11393,MBS 2016-02,2016-01-20,2016-01,2.42,0,75.504,84.343,95.232,913.0,1912.06,3.1,68.36,38.04,2.42
11394,MBS 2016-03,2016-01-22,2016-01,0.29,2.059,75.504,84.343,95.232,913.0,1912.06,3.1,58.36,29.92,0.29
11395,MBS 2004-01,2004-06-15,2016-02,2.48,5.04,75.558,84.5,95.64,1153.0,1916.66,2.99,57.61,30.68,2.48
11396,MBS 2004-02,2004-07-28,2016-02,2.03,5,75.558,84.5,95.64,1153.0,1916.66,2.99,61.3,22.22,2.03
11397,MBS 2004-03,2004-08-18,2016-02,4.14,4.5,75.558,84.5,95.64,1153.0,1916.66,2.99,58.45,28.38,4.14
11398,MBS 2004-04,2004-09-23,2016-02,3.21,4.26,75.558,84.5,95.64,1153.0,1916.66,2.99,59.98,30.86,3.21
11399,MBS 2004-05,2004-10-28,2016-02,2.11,4.2,75.558,84.5,95.64,1153.0,1916.66,2.99,59.5,30.39,2.11
11400,MBS 2004-06,2004-11-30,2016-02,4.51,4.09,75.558,84.5,95.64,1153.0,1916.66,2.99,59.69,28.79,4.51
11401,MBS 2004-07,2004-12-28,2016-02,2.75,4.06,75.558,84.5,95.64,1153.0,1916.66,2.99,59.91,30.8,2.75
11402,MBS 2005-01,2005-02-24,2016-02,1.71,5.18,75.558,84.5,95.64,1153.0,1916.66,2.99,59.96,31.97,1.71
11403,MBS 2005-02,2005-03-23,2016-02,2.88,4.84,75.558,84.5,95.64,1153.0,1916.66,2.99,60.6,32.4,2.88
11404,MBS 2005-03,2005-04-28,2016-02,3.92,4.71,75.558,84.5,95.64,1153.0,1916.66,2.99,61.01,32.13,3.92
11405,MBS 2005-04,2005-05-25,2016-02,2.0,4.41,75.558,84.5,95.64,1153.0,1916.66,2.99,61.22,30.63,2.0
11406,MBS 2005-05,2005-06-27,2016-02,2.39,4.72,75.558,84.5,95.64,1153.0,1916.66,2.99,60.06,28.71,2.39
11407,MBS 2005-06,2005-07-27,2016-02,2.21,4.89,75.558,84.5,95.64,1153.0,1916.66,2.99,60.95,32.93,2.21
11408,MBS 2005-07,2005-08-30,2016-02,1.79,5.16,75.558,84.5,95.64,1153.0,1916.66,2.99,61.33,32.11,1.79
11409,MBS 2005-08,2005-09-29,2016-02,3.37,5.56,75.558,84.5,95.64,1153.0,1916.66,2.99,61.09,34.82,3.37
11410,MBS 2005-09,2005-11-10,2016-02,1.95,5.87,75.558,84.5,95.64,1153.0,1916.66,2.99,63.18,27.48,1.95
11411,MBS 2006-01,2006-01-26,2016-02,1.12,5.72,75.558,84.5,95.64,1153.0,1916.66,2.99,59.69,27.29,1.12
11412,MBS 2006-02,2006-03-30,2016-02,0.59,5.62,75.558,84.5,95.64,1153.0,1916.66,2.99,64.04,27.13,0.59
11413,MBS 2006-03,2006-07-14,2016-02,2.59,5.4,75.558,84.5,95.64,1153.0,1916.66,2.99,64.4,27.59,2.59
11414,MBS 2006-04,2006-09-26,2016-02,2.11,5.02,75.558,84.5,95.64,1153.0,1916.66,2.99,62.72,27.61,2.11
11415,MBS 2006-05,2006-12-15,2016-02,2.6,5.09,75.558,84.5,95.64,1153.0,1916.66,2.99,62.64,27.98,2.6
11416,MBS 2007-01,2007-02-21,2016-02,2.24,5.17,75.558,84.5,95.64,1153.0,1916.66,2.99,60.3,30.4,2.24
11417,MBS 2007-02,2007-04-24,2016-02,2.28,5.27,75.558,84.5,95.64,1153.0,1916.66,2.99,59.25,31.31,2.28
11418,MBS 2007-03,2007-07-11,2016-02,3.17,5.7,75.558,84.5,95.64,1153.0,1916.66,2.99,63.5,28.04,3.17
11419,MBS 2007-04,2007-08-23,2016-02,4.3,5.52,75.558,84.5,95.64,1153.0,1916.66,2.99,60.6,32.63,4.3
11420,MBS 2007-05,2007-09-20,2016-02,0.44,5.73,75.558,84.5,95.64,1153.0,1916.66,2.99,57.65,34.97,0.44
11421,MBS 2007-06,2007-10-25,2016-02,3.05,5.86,75.558,84.5,95.64,1153.0,1916.66,2.99,59.11,32.28,3.05
11422,MBS 2008-01,2008-02-26,2016-02,4.01,5.66,75.558,84.5,95.64,1153.0,1916.66,2.99,57.68,34.0,4.01
11423,MBS 2008-02,2008-03-07,2016-02,0.82,5.46,75.558,84.5,95.64,1153.0,1916.66,2.99,59.32,36.87,0.82
11424,MBS 2008-03,2008-03-27,2016-02,0.94,5.88,75.558,84.5,95.64,1153.0,1916.66,2.99,61.56,34.68,0.94
11425,MBS 2008-04,2008-04-15,2016-02,3.89,5.81,75.558,84.5,95.64,1153.0,1916.66,2.99,60.06,33.05,3.89
11426,MBS 2008-05,2008-05-06,2016-02,6.51,5.75,75.558,84.5,95.64,1153.0,1916.66,2.99,56.65,33.81,6.51
11427,MBS 2008-06,2008-05-27,2016-02,2.79,6.26,75.558,84.5,95.64,1153.0,1916.66,2.99,59.0,32.72,2.79
11428,MBS 2008-07,2008-06-13,2016-02,4.95,6.64,75.558,84.5,95.64,1153.0,1916.66,2.99,62.83,39.68,4.95
11429,MBS 2009-01,2009-03-20,2016-02,5.28,5.71,75.558,84.5,95.64,1153.0,1916.66,2.99,58.71,32.03,5.28
11430,MBS 2009-02,2009-03-30,2016-02,1.45,0,75.558,84.5,95.64,1153.0,1916.66,2.99,49.13,0.0,1.45
11431,MBS 2009-03,2009-04-22,2016-02,1.95,0,75.558,84.5,95.64,1153.0,1916.66,2.99,50.68,37.73,1.95
11432,MBS 2009-04,2009-04-29,2016-02,5.69,5.22,75.558,84.5,95.64,1153.0,1916.66,2.99,61.14,28.93,5.69
11433,MBS 2009-05,2009-06-30,2016-02,2.03,0,75.558,84.5,95.64,1153.0,1916.66,2.99,55.23,0.53,2.03
11434,MBS 2009-06,2009-07-07,2016-02,0.95,5.51,75.558,84.5,95.64,1153.0,1916.66,2.99,60.3,43.76,0.95
11435,MBS 2009-08,2009-09-15,2016-02,1.25,5.69,75.558,84.5,95.64,1153.0,1916.66,2.99,60.8,33.92,1.25
11436,MBS 2009-10,2009-10-16,2016-02,4.14,5.59,75.558,84.5,95.64,1153.0,1916.66,2.99,61.93,28.81,4.14
11437,MBS 2009-11,2009-11-10,2016-02,4.24,5.64,75.558,84.5,95.64,1153.0,1916.66,2.99,61.74,34.07,4.24
11438,MBS 2009-12,2009-11-20,2016-02,2.71,5.53,75.558,84.5,95.64,1153.0,1916.66,2.99,58.85,30.79,2.71
11439,MBS 2009-13,2009-12-23,2016-02,1.66,0,75.558,84.5,95.64,1153.0,1916.66,2.99,568.08,31.97,1.66
11440,MBS 2009-14,2009-12-18,2016-02,1.39,5.32,75.558,84.5,95.64,1153.0,1916.66,2.99,62.06,35.24,1.39
11441,MBS 2010-01,2010-01-28,2016-02,4.86,5.39,75.558,84.5,95.64,1153.0,1916.66,2.99,60.84,32.09,4.86
11442,MBS 2010-02,2010-02-25,2016-02,2.19,5.29,75.558,84.5,95.64,1153.0,1916.66,2.99,57.93,30.83,2.19
11443,MBS 2010-03,2010-03-30,2016-02,4.01,4.94,75.558,84.5,95.64,1153.0,1916.66,2.99,59.27,30.75,4.01
11444,MBS 2010-04,2010-04-23,2016-02,2.44,4.97,75.558,84.5,95.64,1153.0,1916.66,2.99,57.49,32.96,2.44
11445,MBS 2010-05,2010-06-17,2016-02,0.82,5.01,75.558,84.5,95.64,1153.0,1916.66,2.99,59.53,28.53,0.82
11446,MBS 2010-06,2010-06-24,2016-02,1.73,0,75.558,84.5,95.64,1153.0,1916.66,2.99,57.34,32.71,1.73
11447,MBS 2010-07,2010-07-08,2016-02,7.58,4.98,75.558,84.5,95.64,1153.0,1916.66,2.99,58.22,33.09,7.58
11448,MBS 2010-08,2010-08-26,2016-02,1.38,0,75.558,84.5,95.64,1153.0,1916.66,2.99,60.28,33.68,4.97
11449,MBS 2010-08,2010-08-26,2016-02,1.38,0,75.558,84.5,95.64,1153.0,1916.66,2.99,58.97,0.0,1.38
11450,MBS 2010-10,2010-08-26,2016-02,4.97,4.62,75.558,84.5,95.64,1153.0,1916.66,2.99,60.28,33.68,4.97
11451,MBS 2010-10,2010-08-26,2016-02,4.97,4.62,75.558,84.5,95.64,1153.0,1916.66,2.99,58.97,0.0,1.38
11452,MBS 2010-09,2010-07-30,2016-02,1.93,4.95,75.558,84.5,95.64,1153.0,1916.66,2.99,60.26,30.59,1.93
11453,MBS 2010-12,2010-09-29,2016-02,4.23,4.36,75.558,84.5,95.64,1153.0,1916.66,2.99,58.87,31.39,4.23
11454,MBS 2010-13,2010-10-28,2016-02,5.53,4.29,75.558,84.5,95.64,1153.0,1916.66,2.99,59.25,34.64,5.53
11455,MBS 2010-15,2010-11-29,2016-02,1.97,4.45,75.558,84.5,95.64,1153.0,1916.66,2.99,59.16,34.55,1.97
11456,MBS 2010-16,2010-12-23,2016-02,2.74,4.49,75.558,84.5,95.64,1153.0,1916.66,2.99,57.01,32.17,2.23
11457,MBS 2010-16,2010-12-23,2016-02,2.74,4.49,75.558,84.5,95.64,1153.0,1916.66,2.99,63.96,29.84,2.74
11458,MBS 2010-18,2010-12-23,2016-02,2.23,0,75.558,84.5,95.64,1153.0,1916.66,2.99,57.01,32.17,2.23
11459,MBS 2010-18,2010-12-23,2016-02,2.23,0,75.558,84.5,95.64,1153.0,1916.66,2.99,63.96,29.84,2.74
11460,MBS 2010-17,2010-12-07,2016-02,5.7,4.36,75.558,84.5,95.64,1153.0,1916.66,2.99,60.04,32.55,5.7
11461,MBS 2011-01,2011-01-28,2016-02,7.72,4.76,75.558,84.5,95.64,1153.0,1916.66,2.99,61.42,32.82,7.72
11462,MBS 2011-02,2011-02-17,2016-02,3.63,4.78,75.558,84.5,95.64,1153.0,1916.66,2.99,63.78,34.27,3.63
11463,MBS 2011-03,2011-03-29,2016-02,5.8,4.48,75.558,84.5,95.64,1153.0,1916.66,2.99,60.81,33.89,5.8
11464,MBS 2011-04,2011-04-13,2016-02,6.48,4.5,75.558,84.5,95.64,1153.0,1916.66,2.99,60.79,32.4,6.48
11465,MBS 2011-06,2011-04-28,2016-02,2.65,0,75.558,84.5,95.64,1153.0,1916.66,2.99,58.67,32.18,2.65
11466,MBS 2011-07,2011-05-06,2016-02,3.25,4.47,75.558,84.5,95.64,1153.0,1916.66,2.99,60.95,34.38,3.25
11467,MBS 2011-08,2011-05-30,2016-02,3.25,4.26,75.558,84.5,95.64,1153.0,1916.66,2.99,64.48,34.96,3.25
11468,MBS 2011-09,2011-06-24,2016-02,2.58,4.28,75.558,84.5,95.64,1153.0,1916.66,2.99,61.81,32.28,2.58
11469,MBS 2011-10,2011-07-19,2016-02,3.79,4.25,75.558,84.5,95.64,1153.0,1916.66,2.99,61.59,35.25,3.79
11470,MBS 2011-11,2011-07-28,2016-02,3.5,4.32,75.558,84.5,95.64,1153.0,1916.66,2.99,64.74,32.16,3.5
11471,MBS 2011-12,2011-08-30,2016-02,2.59,4.08,75.558,84.5,95.64,1153.0,1916.66,2.99,63.45,33.19,2.59
11472,MBS 2011-14,2011-09-29,2016-02,3.72,4.08,75.558,84.5,95.64,1153.0,1916.66,2.99,62.96,34.43,3.72
11473,MBS 2011-15,2011-10-28,2016-02,3.53,0,75.558,84.5,95.64,1153.0,1916.66,2.99,58.57,30.77,3.53
11474,MBS 2011-16,2011-10-25,2016-02,2.52,4.14,75.558,84.5,95.64,1153.0,1916.66,2.99,61.99,34.43,2.52
11475,MBS 2011-18,2011-11-24,2016-02,3.49,4.03,75.558,84.5,95.64,1153.0,1916.66,2.99,65.14,34.39,3.12
11476,MBS 2011-18,2011-11-24,2016-02,3.49,4.03,75.558,84.5,95.64,1153.0,1916.66,2.99,60.74,35.5,3.49
11477,MBS 2011-19,2011-11-24,2016-02,3.12,4.05,75.558,84.5,95.64,1153.0,1916.66,2.99,65.14,34.39,3.12
11478,MBS 2011-19,2011-11-24,2016-02,3.12,4.05,75.558,84.5,95.64,1153.0,1916.66,2.99,60.74,35.5,3.49
11479,MBS 2011-20,2011-12-29,2016-02,2.79,0,75.558,84.5,95.64,1153.0,1916.66,2.99,56.49,30.5,2.79
11480,MBS 2011-21,2011-12-23,2016-02,2.58,4.05,75.558,84.5,95.64,1153.0,1916.66,2.99,60.89,35.78,2.58
11481,MBS 2012-01,2012-02-02,2016-02,3.65,3.96,75.558,84.5,95.64,1153.0,1916.66,2.99,61.92,36.4,3.65
11482,MBS 2012-02,2012-02-23,2016-02,2.49,3.99,75.558,84.5,95.64,1153.0,1916.66,2.99,60.81,39.19,2.49
11483,MBS 2012-03,2012-03-13,2016-02,4.25,3.98,75.558,84.5,95.64,1153.0,1916.66,2.99,60.65,38.35,4.25
11484,MBS 2012-04,2012-03-27,2016-02,3.53,0,75.558,84.5,95.64,1153.0,1916.66,2.99,57.52,33.48,3.53
11485,MBS 2012-05,2012-04-13,2016-02,3.23,3.97,75.558,84.5,95.64,1153.0,1916.66,2.99,66.25,33.67,3.23
11486,MBS 2012-06,2012-04-23,2016-02,3.63,3.9,75.558,84.5,95.64,1153.0,1916.66,2.99,60.43,36.53,3.63
11487,MBS 2012-07,2012-05-15,2016-02,2.5,3.79,75.558,84.5,95.64,1153.0,1916.66,2.99,60.88,36.91,2.5
11488,MBS 2012-08,2012-05-22,2016-02,3.85,3.78,75.558,84.5,95.64,1153.0,1916.66,2.99,59.05,36.44,3.85
11489,MBS 2012-09,2012-05-29,2016-02,4.55,3.78,75.558,84.5,95.64,1153.0,1916.66,2.99,56.03,36.35,4.55
11490,MBS 2012-10,2012-06-12,2016-02,3.25,3.68,75.558,84.5,95.64,1153.0,1916.66,2.99,61.09,35.72,3.25
11491,MBS 2012-11,2012-06-22,2016-02,2.39,0,75.558,84.5,95.64,1153.0,1916.66,2.99,58.0,27.65,1.68
11492,MBS 2012-11,2012-06-22,2016-02,2.39,0,75.558,84.5,95.64,1153.0,1916.66,2.99,57.98,31.77,2.39
11493,MBS 2012-12,2012-06-22,2016-02,1.68,0,75.558,84.5,95.64,1153.0,1916.66,2.99,58.0,27.65,1.68
11494,MBS 2012-12,2012-06-22,2016-02,1.68,0,75.558,84.5,95.64,1153.0,1916.66,2.99,57.98,31.77,2.39
11495,MBS 2012-13,2012-06-28,2016-02,4.98,3.78,75.558,84.5,95.64,1153.0,1916.66,2.99,54.28,38.79,4.98
11496,MBS 2012-14,2012-06-21,2016-02,3.14,3.75,75.558,84.5,95.64,1153.0,1916.66,2.99,61.45,35.1,3.14
11497,MBS 2012-15,2012-07-05,2016-02,2.7,3.83,75.558,84.5,95.64,1153.0,1916.66,2.99,60.93,36.46,2.7
11498,MBS 2012-16,2012-07-19,2016-02,4.69,3.5,75.558,84.5,95.64,1153.0,1916.66,2.99,54.56,37.39,4.69
11499,MBS 2012-17,2012-07-12,2016-02,3.24,3.76,75.558,84.5,95.64,1153.0,1916.66,2.99,60.67,35.23,3.24
11500,MBS 2012-18,2012-07-26,2016-02,1.86,3.28,75.558,84.5,95.64,1153.0,1916.66,2.99,61.26,37.22,1.86
11501,MBS 2012-19,2012-08-02,2016-02,5.55,3.27,75.558,84.5,95.64,1153.0,1916.66,2.99,52.63,41.33,5.55
11502,MBS 2012-20,2012-08-09,2016-02,3.56,3.17,75.558,84.5,95.64,1153.0,1916.66,2.99,60.67,35.83,3.56
11503,MBS 2012-21,2012-08-17,2016-02,6.54,3.23,75.558,84.5,95.64,1153.0,1916.66,2.99,53.25,34.85,6.54
11504,MBS 2012-22,2012-09-06,2016-02,5.97,3.12,75.558,84.5,95.64,1153.0,1916.66,2.99,53.87,39.01,5.97
11505,MBS 2012-23,2012-08-30,2016-02,1.43,3.18,75.558,84.5,95.64,1153.0,1916.66,2.99,61.66,35.33,1.43
11506,MBS 2012-24,2012-09-20,2016-02,4.33,3.22,75.558,84.5,95.64,1153.0,1916.66,2.99,53.04,36.41,4.33
11507,MBS 2012-25,2012-09-13,2016-02,2.86,3.14,75.558,84.5,95.64,1153.0,1916.66,2.99,61.37,34.23,2.86
11508,MBS 2012-26,2012-09-25,2016-02,3.66,0,75.558,84.5,95.64,1153.0,1916.66,2.99,58.29,50.85,7.14
11509,MBS 2012-26,2012-09-25,2016-02,3.66,0,75.558,84.5,95.64,1153.0,1916.66,2.99,61.33,33.41,3.66
11510,MBS 2012-27,2012-09-25,2016-02,7.14,0,75.558,84.5,95.64,1153.0,1916.66,2.99,58.29,50.85,7.14
11511,MBS 2012-27,2012-09-25,2016-02,7.14,0,75.558,84.5,95.64,1153.0,1916.66,2.99,61.33,33.41,3.66
