,발행회차,발행일자,기준월,만기전상환율
15525,MBS 2017-04,2017-02-17,2020-09,1.67
15526,MBS 2017-04,2017-02-17,2020-08,1.47
15527,MBS 2017-04,2017-02-17,2020-07,1.6
15528,MBS 2017-04,2017-02-17,2020-06,1.55
15529,MBS 2017-04,2017-02-17,2020-05,1.46
15530,MBS 2017-04,2017-02-17,2020-04,1.35
15531,MBS 2017-04,2017-02-17,2020-03,1.61
15532,MBS 2017-04,2017-02-17,2020-02,2.27
15533,MBS 2017-04,2017-02-17,2020-01,1.86
15534,MBS 2017-04,2017-02-17,2019-12,2.03
15535,MBS 2017-04,2017-02-17,2019-11,1.86
15536,MBS 2017-04,2017-02-17,2019-10,1.59
15537,MBS 2017-04,2017-02-17,2019-09,1.04
15538,MBS 2017-04,2017-02-17,2019-08,0.95
15539,MBS 2017-04,2017-02-17,2019-07,1.04
15540,MBS 2017-04,2017-02-17,2019-06,0.66
15541,MBS 2017-04,2017-02-17,2019-05,0.77
15542,MBS 2017-04,2017-02-17,2019-04,0.79
15543,MBS 2017-04,2017-02-17,2019-03,0.8
15544,MBS 2017-04,2017-02-17,2019-02,0.8
15545,MBS 2017-04,2017-02-17,2019-01,0.63
15546,MBS 2017-04,2017-02-17,2018-12,0.73
15547,MBS 2017-04,2017-02-17,2018-11,0.7
15548,MBS 2017-04,2017-02-17,2018-10,0.67
15549,MBS 2017-04,2017-02-17,2018-09,0.54
15550,MBS 2017-04,2017-02-17,2018-08,0.62
15551,MBS 2017-04,2017-02-17,2018-07,0.54
15552,MBS 2017-04,2017-02-17,2018-06,0.48
15553,MBS 2017-04,2017-02-17,2018-05,0.53
15554,MBS 2017-04,2017-02-17,2018-04,0.52
15555,MBS 2017-04,2017-02-17,2018-03,0.65
15556,MBS 2017-04,2017-02-17,2018-02,0.54
15557,MBS 2017-04,2017-02-17,2018-01,0.61
15558,MBS 2017-04,2017-02-17,2017-12,0.5
15559,MBS 2017-04,2017-02-17,2017-11,0.48
15560,MBS 2017-04,2017-02-17,2017-10,0.35
15561,MBS 2017-04,2017-02-17,2017-09,0.43
15562,MBS 2017-04,2017-02-17,2017-08,0.71
15563,MBS 2017-04,2017-02-17,2017-07,0.4
15564,MBS 2017-04,2017-02-17,2017-06,0.45
15565,MBS 2017-04,2017-02-17,2017-05,0.52
15566,MBS 2017-04,2017-02-17,2017-04,0.53
15567,MBS 2017-04,2017-02-17,2017-03,0.58
15568,MBS 2017-04,2017-02-17,2017-02,0.58
15569,MBS 2017-03,2017-02-06,2020-12,1.63
15570,MBS 2017-03,2017-02-06,2020-11,1.64
15571,MBS 2017-03,2017-02-06,2020-10,1.7
15572,MBS 2017-03,2017-02-06,2020-09,1.65
15573,MBS 2017-03,2017-02-06,2020-08,1.34
15574,MBS 2017-03,2017-02-06,2020-07,1.41
15575,MBS 2017-03,2017-02-06,2020-06,1.34
15576,MBS 2017-03,2017-02-06,2020-05,1.01
15577,MBS 2017-03,2017-02-06,2020-04,1.45
15578,MBS 2017-03,2017-02-06,2020-03,1.5
15579,MBS 2017-03,2017-02-06,2020-02,2.27
15580,MBS 2017-03,2017-02-06,2020-01,1.86
15581,MBS 2017-03,2017-02-06,2019-12,2.32
15582,MBS 2017-03,2017-02-06,2019-11,1.95
15583,MBS 2017-03,2017-02-06,2019-10,1.64
15584,MBS 2017-03,2017-02-06,2019-09,1.0
15585,MBS 2017-03,2017-02-06,2019-08,1.0
15586,MBS 2017-03,2017-02-06,2019-07,0.96
15587,MBS 2017-03,2017-02-06,2019-06,0.66
15588,MBS 2017-03,2017-02-06,2019-05,0.68
15589,MBS 2017-03,2017-02-06,2019-04,0.67
15590,MBS 2017-03,2017-02-06,2019-03,0.65
15591,MBS 2017-03,2017-02-06,2019-02,0.95
15592,MBS 2017-03,2017-02-06,2019-01,0.72
15593,MBS 2017-03,2017-02-06,2018-12,0.66
15594,MBS 2017-03,2017-02-06,2018-11,0.97
15595,MBS 2017-03,2017-02-06,2018-10,0.81
15596,MBS 2017-03,2017-02-06,2018-09,0.44
15597,MBS 2017-03,2017-02-06,2018-08,0.53
15598,MBS 2017-03,2017-02-06,2018-07,0.51
15599,MBS 2017-03,2017-02-06,2018-06,0.43
15600,MBS 2017-03,2017-02-06,2018-05,0.42
15601,MBS 2017-03,2017-02-06,2018-04,0.38
15602,MBS 2017-03,2017-02-06,2018-03,0.62
15603,MBS 2017-03,2017-02-06,2018-02,0.44
15604,MBS 2017-03,2017-02-06,2018-01,0.42
15605,MBS 2017-03,2017-02-06,2017-12,0.48
15606,MBS 2017-03,2017-02-06,2017-11,0.43
15607,MBS 2017-03,2017-02-06,2017-10,0.42
15608,MBS 2017-03,2017-02-06,2017-09,0.44
15609,MBS 2017-03,2017-02-06,2017-08,0.56
15610,MBS 2017-03,2017-02-06,2017-07,0.34
15611,MBS 2017-03,2017-02-06,2017-06,0.5
15612,MBS 2017-03,2017-02-06,2017-05,0.32
15613,MBS 2017-03,2017-02-06,2017-04,0.4
15614,MBS 2017-03,2017-02-06,2017-03,0.34
15615,MBS 2017-03,2017-02-06,2017-02,0.49
15616,MBS 2017-02,2017-01-20,2020-12,1.42
15617,MBS 2017-02,2017-01-20,2020-11,1.2
15618,MBS 2017-02,2017-01-20,2020-10,1.44
15619,MBS 2017-02,2017-01-20,2020-09,1.47
15620,MBS 2017-02,2017-01-20,2020-08,1.37
15621,MBS 2017-02,2017-01-20,2020-07,1.71
15622,MBS 2017-02,2017-01-20,2020-06,1.3
15623,MBS 2017-02,2017-01-20,2020-05,1.18
15624,MBS 2017-02,2017-01-20,2020-04,1.29
15625,MBS 2017-02,2017-01-20,2020-03,1.48
15626,MBS 2017-02,2017-01-20,2020-02,1.76
15627,MBS 2017-02,2017-01-20,2020-01,1.61
15628,MBS 2017-02,2017-01-20,2019-12,1.95
15629,MBS 2017-02,2017-01-20,2019-11,2.04
15630,MBS 2017-02,2017-01-20,2019-10,1.49
15631,MBS 2017-02,2017-01-20,2019-09,1.21
15632,MBS 2017-02,2017-01-20,2019-08,0.99
15633,MBS 2017-02,2017-01-20,2019-07,0.88
15634,MBS 2017-02,2017-01-20,2019-06,0.52
15635,MBS 2017-02,2017-01-20,2019-05,0.53
15636,MBS 2017-02,2017-01-20,2019-04,0.61
15637,MBS 2017-02,2017-01-20,2019-03,0.56
15638,MBS 2017-02,2017-01-20,2019-02,0.67
15639,MBS 2017-02,2017-01-20,2019-01,0.46
15640,MBS 2017-02,2017-01-20,2018-12,0.79
15641,MBS 2017-02,2017-01-20,2018-11,0.71
15642,MBS 2017-02,2017-01-20,2018-10,0.79
15643,MBS 2017-02,2017-01-20,2018-09,0.29
15644,MBS 2017-02,2017-01-20,2018-08,0.51
15645,MBS 2017-02,2017-01-20,2018-07,0.41
15646,MBS 2017-02,2017-01-20,2018-06,0.38
15647,MBS 2017-02,2017-01-20,2018-05,0.48
15648,MBS 2017-02,2017-01-20,2018-04,0.49
15649,MBS 2017-02,2017-01-20,2018-03,0.48
15650,MBS 2017-02,2017-01-20,2018-02,0.62
15651,MBS 2017-02,2017-01-20,2018-01,0.51
15652,MBS 2017-02,2017-01-20,2017-12,0.48
15653,MBS 2017-02,2017-01-20,2017-11,0.44
15654,MBS 2017-02,2017-01-20,2017-10,0.38
15655,MBS 2017-02,2017-01-20,2017-09,0.47
15656,MBS 2017-02,2017-01-20,2017-08,0.44
15657,MBS 2017-02,2017-01-20,2017-07,0.4
15658,MBS 2017-02,2017-01-20,2017-06,0.47
15659,MBS 2017-02,2017-01-20,2017-05,0.31
15660,MBS 2017-02,2017-01-20,2017-04,0.26
15661,MBS 2017-02,2017-01-20,2017-03,0.4
15662,MBS 2017-02,2017-01-20,2017-02,0.36
15663,MBS 2017-02,2017-01-20,2017-01,0.13
15664,MBS 2017-01,2017-01-06,2020-12,1.57
15665,MBS 2017-01,2017-01-06,2020-11,1.45
15666,MBS 2017-01,2017-01-06,2020-10,1.72
15667,MBS 2017-01,2017-01-06,2020-09,1.76
15668,MBS 2017-01,2017-01-06,2020-08,1.91
15669,MBS 2017-01,2017-01-06,2020-07,1.56
15670,MBS 2017-01,2017-01-06,2020-06,1.58
15671,MBS 2017-01,2017-01-06,2020-05,1.45
15672,MBS 2017-01,2017-01-06,2020-04,1.8
15673,MBS 2017-01,2017-01-06,2020-03,1.89
15674,MBS 2017-01,2017-01-06,2020-02,2.35
15675,MBS 2017-01,2017-01-06,2020-01,1.49
15676,MBS 2017-01,2017-01-06,2019-12,1.89
15677,MBS 2017-01,2017-01-06,2019-11,2.05
15678,MBS 2017-01,2017-01-06,2019-10,2.35
15679,MBS 2017-01,2017-01-06,2019-09,1.51
