발행일자,발행회차,만기전상환율,가중평균발행금리
2012-11-28,MBS 2012-38,4.95,0.0
2012-11-28,MBS 2012-38,2.61,0.0
2012-11-28,MBS 2012-38,3.36,0.0
2012-11-28,MBS 2012-37,1.11,0.0
2012-11-28,MBS 2012-37,1.07,0.0
2012-11-28,MBS 2012-37,1.66,0.0
2012-11-28,MBS 2012-37,2.03,0.0
2012-11-28,MBS 2012-37,0.67,0.0
2012-11-28,MBS 2012-37,1.81,0.0
2012-11-28,MBS 2012-37,3.2,0.0
2012-11-28,MBS 2012-37,2.78,0.0
2012-11-28,MBS 2012-37,2.32,0.0
2012-11-28,MBS 2012-37,2.23,0.0
2012-11-28,MBS 2012-37,1.91,0.0
2012-11-28,MBS 2012-37,3.48,0.0
2012-11-28,MBS 2012-37,1.94,0.0
2012-11-28,MBS 2012-37,3.17,0.0
2012-11-28,MBS 2012-37,2.4,0.0
2012-11-28,MBS 2012-37,1.13,0.0
2012-11-28,MBS 2012-37,1.64,0.0
2012-11-28,MBS 2012-37,0.93,0.0
2012-11-28,MBS 2012-37,1.41,0.0
2012-11-28,MBS 2012-37,0.73,0.0
2012-11-28,MBS 2012-37,1.05,0.0
2012-11-28,MBS 2012-37,0.88,0.0
2012-11-28,MBS 2012-37,0.6,0.0
2012-11-28,MBS 2012-37,1.15,0.0
2012-11-28,MBS 2012-37,0.85,0.0
2012-11-28,MBS 2012-37,1.32,0.0
2012-11-28,MBS 2012-37,0.95,0.0
2012-11-28,MBS 2012-37,1.77,0.0
2012-11-28,MBS 2012-37,0.91,0.0
2012-11-28,MBS 2012-37,0.98,0.0
2012-11-28,MBS 2012-37,1.33,0.0
2012-11-28,MBS 2012-37,0.68,0.0
2012-11-28,MBS 2012-37,1.46,0.0
2012-11-28,MBS 2012-37,1.2,0.0
2012-11-28,MBS 2012-37,0.67,0.0
2012-11-28,MBS 2012-37,0.91,0.0
2012-11-28,MBS 2012-37,0.46,0.0
2012-11-28,MBS 2012-37,1.4,0.0
2012-11-28,MBS 2012-37,1.02,0.0
2012-11-28,MBS 2012-37,0.88,0.0
2012-11-28,MBS 2012-37,0.85,0.0
2012-11-28,MBS 2012-37,3.06,0.0
2012-11-28,MBS 2012-37,2.56,0.0
2012-11-28,MBS 2012-37,1.29,0.0
2012-11-28,MBS 2012-37,1.95,0.0
2012-11-28,MBS 2012-37,2.35,0.0
2012-11-28,MBS 2012-37,2.1,0.0
2012-11-28,MBS 2012-37,1.12,0.0
2012-11-28,MBS 2012-37,1.93,0.0
2012-11-28,MBS 2012-37,2.55,0.0
2012-11-28,MBS 2012-37,2.74,0.0
2012-11-28,MBS 2012-37,1.76,0.0
2012-11-28,MBS 2012-37,2.61,0.0
2012-11-28,MBS 2012-37,3.0,0.0
2012-11-28,MBS 2012-37,3.03,0.0
2012-11-28,MBS 2012-37,2.57,0.0
2012-11-28,MBS 2012-37,2.16,0.0
2012-11-28,MBS 2012-37,2.68,0.0
2012-11-28,MBS 2012-37,2.41,0.0
2012-11-28,MBS 2012-37,3.53,0.0
2012-11-26,MBS 2012-36,1.93,0.0
2012-11-26,MBS 2012-36,1.44,0.0
2012-11-26,MBS 2012-36,1.53,0.0
2012-11-26,MBS 2012-36,1.29,0.0
2012-11-26,MBS 2012-36,1.68,0.0
2012-11-26,MBS 2012-36,2.78,0.0
2012-11-26,MBS 2012-36,2.03,0.0
2012-11-26,MBS 2012-36,2.22,0.0
2012-11-26,MBS 2012-36,1.39,0.0
2012-11-26,MBS 2012-36,3.04,0.0
2012-11-26,MBS 2012-36,1.26,0.0
2012-11-26,MBS 2012-36,2.09,0.0
2012-11-26,MBS 2012-36,0.76,0.0
2012-11-26,MBS 2012-36,0.85,0.0
2012-11-26,MBS 2012-36,1.35,0.0
2012-11-26,MBS 2012-36,0.74,0.0
2012-11-26,MBS 2012-36,2.25,0.0
2012-11-26,MBS 2012-36,1.79,0.0
2012-11-26,MBS 2012-36,1.28,0.0
2012-11-26,MBS 2012-36,1.82,0.0
2012-11-26,MBS 2012-36,0.25,0.0
2012-11-26,MBS 2012-36,1.14,0.0
2012-11-26,MBS 2012-36,1.29,0.0
2012-11-26,MBS 2012-36,1.81,0.0
2012-11-26,MBS 2012-36,1.19,0.0
2012-11-26,MBS 2012-36,0.5,0.0
2012-11-26,MBS 2012-36,1.3,0.0
2012-11-26,MBS 2012-36,0.12,0.0
2012-11-26,MBS 2012-36,2.57,0.0
2012-11-26,MBS 2012-36,0.88,0.0
2012-11-26,MBS 2012-36,0.65,0.0
2012-11-26,MBS 2012-36,1.53,0.0
2012-11-26,MBS 2012-36,1.69,0.0
2012-11-26,MBS 2012-36,1.05,0.0
2012-11-26,MBS 2012-36,0.57,0.0
2012-11-26,MBS 2012-36,0.97,0.0
2012-11-26,MBS 2012-36,0.91,0.0
2012-11-26,MBS 2012-36,0.8,0.0
2012-11-26,MBS 2012-36,1.29,0.0
2012-11-26,MBS 2012-36,1.26,0.0
2012-11-26,MBS 2012-36,0.25,0.0
2012-11-26,MBS 2012-36,2.51,0.0
2012-11-26,MBS 2012-36,1.63,0.0
2012-11-26,MBS 2012-36,4.3,0.0
2012-11-26,MBS 2012-36,3.25,0.0
2012-11-26,MBS 2012-36,2.19,0.0
2012-11-26,MBS 2012-36,2.59,0.0
2012-11-26,MBS 2012-36,1.51,0.0
2012-11-26,MBS 2012-36,1.63,0.0
2012-11-26,MBS 2012-36,2.85,0.0
2012-11-26,MBS 2012-36,2.58,0.0
2012-11-26,MBS 2012-36,3.19,0.0
2012-11-26,MBS 2012-36,3.75,0.0
2012-11-26,MBS 2012-36,4.93,0.0
2012-11-26,MBS 2012-36,1.82,0.0
2012-11-26,MBS 2012-36,1.84,0.0
2012-11-26,MBS 2012-36,2.16,0.0
2012-11-26,MBS 2012-36,2.91,0.0
2012-11-26,MBS 2012-36,1.87,0.0
2012-11-26,MBS 2012-36,2.96,0.0
2012-11-22,MBS 2012-35,1.19,3.11
2012-11-22,MBS 2012-35,1.9,3.11
2012-11-22,MBS 2012-35,2.99,3.11
2012-11-22,MBS 2012-35,1.59,3.11
2012-11-22,MBS 2012-35,2.19,3.11
2012-11-22,MBS 2012-35,2.58,3.11
2012-11-22,MBS 2012-35,2.4,3.11
2012-11-22,MBS 2012-35,1.52,3.11
2012-11-22,MBS 2012-35,1.44,3.11
2012-11-22,MBS 2012-35,3.52,3.11
2012-11-22,MBS 2012-35,1.33,3.11
2012-11-22,MBS 2012-35,1.14,3.11
2012-11-22,MBS 2012-35,1.67,3.11
2012-11-22,MBS 2012-35,2.51,3.11
2012-11-22,MBS 2012-35,2.53,3.11
2012-11-22,MBS 2012-35,2.24,3.11
2012-11-22,MBS 2012-35,0.99,3.11
2012-11-22,MBS 2012-35,1.33,3.11
2012-11-22,MBS 2012-35,0.83,3.11
2012-11-22,MBS 2012-35,1.78,3.11
2012-11-22,MBS 2012-35,2.31,3.11
2012-11-22,MBS 2012-35,1.17,3.11
2012-11-22,MBS 2012-35,0.58,3.11
2012-11-22,MBS 2012-35,0.94,3.11
2012-11-22,MBS 2012-35,0.84,3.11
2012-11-22,MBS 2012-35,1.41,3.11
2012-11-22,MBS 2012-35,1.19,3.11
2012-11-22,MBS 2012-35,1.12,3.11
2012-11-22,MBS 2012-35,1.38,3.11
2012-11-22,MBS 2012-35,1.86,3.11
2012-11-22,MBS 2012-35,0.9,3.11
2012-11-22,MBS 2012-35,1.68,3.11
2012-11-22,MBS 2012-35,1.07,3.11
2012-11-22,MBS 2012-35,1.98,3.11
2012-11-22,MBS 2012-35,1.25,3.11
2012-11-22,MBS 2012-35,1.5,3.11
2012-11-22,MBS 2012-35,1.74,3.11
2012-11-22,MBS 2012-35,1.55,3.11
2012-11-22,MBS 2012-35,2.25,3.11
2012-11-22,MBS 2012-35,2.11,3.11
2012-11-22,MBS 2012-35,2.77,3.11
2012-11-22,MBS 2012-35,2.2,3.11
2012-11-22,MBS 2012-35,4.2,3.11
2012-11-22,MBS 2012-35,3.58,3.11
2012-11-22,MBS 2012-35,3.11,3.11
2012-11-22,MBS 2012-35,3.83,3.11
2012-11-22,MBS 2012-35,2.08,3.11
2012-11-22,MBS 2012-35,3.39,3.11
2012-11-22,MBS 2012-35,2.45,3.11
2012-11-22,MBS 2012-35,4.41,3.11
2012-11-22,MBS 2012-35,5.13,3.11
2012-11-22,MBS 2012-35,7.53,3.11
2012-11-22,MBS 2012-35,12.38,3.11
2012-11-22,MBS 2012-35,5.95,3.11
2012-11-22,MBS 2012-35,3.99,3.11
2012-11-22,MBS 2012-35,3.5,3.11
2012-11-22,MBS 2012-35,5.92,3.11
2012-11-22,MBS 2012-35,6.84,3.11
2012-11-22,MBS 2012-35,3.74,3.11
2012-11-22,MBS 2012-35,4.5,3.11
2012-11-15,MBS 2012-34,1.55,3.08
2012-11-15,MBS 2012-34,3.62,3.08
2012-11-15,MBS 2012-34,1.51,3.08
2012-11-15,MBS 2012-34,4.23,3.08
2012-11-15,MBS 2012-34,2.69,3.08
2012-11-15,MBS 2012-34,1.17,3.08
2012-11-15,MBS 2012-34,1.45,3.08
2012-11-15,MBS 2012-34,2.36,3.08
2012-11-15,MBS 2012-34,2.06,3.08
2012-11-15,MBS 2012-34,1.98,3.08
2012-11-15,MBS 2012-34,1.99,3.08
2012-11-15,MBS 2012-34,2.19,3.08
2012-11-15,MBS 2012-34,1.25,3.08
2012-11-15,MBS 2012-34,2.44,3.08
2012-11-15,MBS 2012-34,2.59,3.08
2012-11-15,MBS 2012-34,2.91,3.08
2012-11-15,MBS 2012-34,2.68,3.08
2012-11-15,MBS 2012-34,2.14,3.08
2012-11-15,MBS 2012-34,2.41,3.08
2012-11-15,MBS 2012-34,1.46,3.08
2012-11-15,MBS 2012-34,1.0,3.08
2012-11-15,MBS 2012-34,0.54,3.08
2012-11-15,MBS 2012-34,1.57,3.08
2012-11-15,MBS 2012-34,1.85,3.08
2012-11-15,MBS 2012-34,1.52,3.08
2012-11-15,MBS 2012-34,2.46,3.08
2012-11-15,MBS 2012-34,1.01,3.08
2012-11-15,MBS 2012-34,1.57,3.08
2012-11-15,MBS 2012-34,1.11,3.08
2012-11-15,MBS 2012-34,1.27,3.08
2012-11-15,MBS 2012-34,0.74,3.08
2012-11-15,MBS 2012-34,1.41,3.08
2012-11-15,MBS 2012-34,1.68,3.08
2012-11-15,MBS 2012-34,2.55,3.08
2012-11-15,MBS 2012-34,1.18,3.08
2012-11-15,MBS 2012-34,2.55,3.08
2012-11-15,MBS 2012-34,3.88,3.08
2012-11-15,MBS 2012-34,2.35,3.08
2012-11-15,MBS 2012-34,2.6,3.08
2012-11-15,MBS 2012-34,2.82,3.08
2012-11-15,MBS 2012-34,5.35,3.08
2012-11-15,MBS 2012-34,4.28,3.08
2012-11-15,MBS 2012-34,3.15,3.08
2012-11-15,MBS 2012-34,3.0,3.08
2012-11-15,MBS 2012-34,2.13,3.08
2012-11-15,MBS 2012-34,2.36,3.08
2012-11-15,MBS 2012-34,2.49,3.08
2012-11-15,MBS 2012-34,1.51,3.08
2012-11-15,MBS 2012-34,3.0,3.08
2012-11-15,MBS 2012-34,5.14,3.08
2012-11-15,MBS 2012-34,5.0,3.08
2012-11-15,MBS 2012-34,5.56,3.08
2012-11-15,MBS 2012-34,5.49,3.08
2012-11-15,MBS 2012-34,5.48,3.08
2012-11-15,MBS 2012-34,6.34,3.08
2012-11-15,MBS 2012-34,4.65,3.08
2012-11-15,MBS 2012-34,4.84,3.08
2012-11-15,MBS 2012-34,4.58,3.08
2012-11-15,MBS 2012-34,3.01,3.08
2012-11-15,MBS 2012-34,3.18,3.08
2012-11-08,MBS 2012-33,1.13,3.11
2012-11-08,MBS 2012-33,3.36,3.11
2012-11-08,MBS 2012-33,1.42,3.11
2012-11-08,MBS 2012-33,3.08,3.11
2012-11-08,MBS 2012-33,1.37,3.11
2012-11-08,MBS 2012-33,2.62,3.11
2012-11-08,MBS 2012-33,4.11,3.11
2012-11-08,MBS 2012-33,1.63,3.11
2012-11-08,MBS 2012-33,2.07,3.11
2012-11-08,MBS 2012-33,4.1,3.11
2012-11-08,MBS 2012-33,1.5,3.11
2012-11-08,MBS 2012-33,1.83,3.11
2012-11-08,MBS 2012-33,3.1,3.11
2012-11-08,MBS 2012-33,2.79,3.11
2012-11-08,MBS 2012-33,3.54,3.11
2012-11-08,MBS 2012-33,1.33,3.11
2012-11-08,MBS 2012-33,1.88,3.11
2012-11-08,MBS 2012-33,2.65,3.11
2012-11-08,MBS 2012-33,1.69,3.11
2012-11-08,MBS 2012-33,0.9,3.11
2012-11-08,MBS 2012-33,1.38,3.11
2012-11-08,MBS 2012-33,3.87,3.11
2012-11-08,MBS 2012-33,0.62,3.11
2012-11-08,MBS 2012-33,0.85,3.11
2012-11-08,MBS 2012-33,1.44,3.11
2012-11-08,MBS 2012-33,2.64,3.11
2012-11-08,MBS 2012-33,1.17,3.11
2012-11-08,MBS 2012-33,2.06,3.11
2012-11-08,MBS 2012-33,2.91,3.11
2012-11-08,MBS 2012-33,1.21,3.11
2012-11-08,MBS 2012-33,2.02,3.11
2012-11-08,MBS 2012-33,0.84,3.11
2012-11-08,MBS 2012-33,2.4,3.11
2012-11-08,MBS 2012-33,2.44,3.11
2012-11-08,MBS 2012-33,1.85,3.11
2012-11-08,MBS 2012-33,2.03,3.11
2012-11-08,MBS 2012-33,3.9,3.11
2012-11-08,MBS 2012-33,3.8,3.11
2012-11-08,MBS 2012-33,5.01,3.11
2012-11-08,MBS 2012-33,6.51,3.11
2012-11-08,MBS 2012-33,6.5,3.11
2012-11-08,MBS 2012-33,5.39,3.11
2012-11-08,MBS 2012-33,2.6,3.11
2012-11-08,MBS 2012-33,2.46,3.11
2012-11-08,MBS 2012-33,3.01,3.11
2012-11-08,MBS 2012-33,3.91,3.11
2012-11-08,MBS 2012-33,2.97,3.11
2012-11-08,MBS 2012-33,1.83,3.11
2012-11-08,MBS 2012-33,3.41,3.11
2012-11-08,MBS 2012-33,2.77,3.11
2012-11-08,MBS 2012-33,3.51,3.11
2012-11-08,MBS 2012-33,4.97,3.11
2012-11-08,MBS 2012-33,4.9,3.11
2012-11-08,MBS 2012-33,6.0,3.11
2012-11-08,MBS 2012-33,3.67,3.11
2012-11-08,MBS 2012-33,4.25,3.11
2012-11-08,MBS 2012-33,3.27,3.11
2012-11-08,MBS 2012-33,5.31,3.11
2012-11-08,MBS 2012-33,4.1,3.11
2012-11-08,MBS 2012-33,4.73,3.11
2012-11-01,MBS 2012-32,3.08,3.12
2012-11-01,MBS 2012-32,1.56,3.12
2012-11-01,MBS 2012-32,0.53,3.12
2012-11-01,MBS 2012-32,2.63,3.12
2012-11-01,MBS 2012-32,1.35,3.12
2012-11-01,MBS 2012-32,2.11,3.12
2012-11-01,MBS 2012-32,1.75,3.12
2012-11-01,MBS 2012-32,1.26,3.12
2012-11-01,MBS 2012-32,2.86,3.12
2012-11-01,MBS 2012-32,1.6,3.12
2012-11-01,MBS 2012-32,1.23,3.12
2012-11-01,MBS 2012-32,0.95,3.12
2012-11-01,MBS 2012-32,1.69,3.12
2012-11-01,MBS 2012-32,2.22,3.12
2012-11-01,MBS 2012-32,1.6,3.12
2012-11-01,MBS 2012-32,1.66,3.12
2012-11-01,MBS 2012-32,1.79,3.12
2012-11-01,MBS 2012-32,2.36,3.12
2012-11-01,MBS 2012-32,1.05,3.12
2012-11-01,MBS 2012-32,1.68,3.12
2012-11-01,MBS 2012-32,1.49,3.12
2012-11-01,MBS 2012-32,1.74,3.12
2012-11-01,MBS 2012-32,0.89,3.12
2012-11-01,MBS 2012-32,1.0,3.12
2012-11-01,MBS 2012-32,0.85,3.12
2012-11-01,MBS 2012-32,1.41,3.12
2012-11-01,MBS 2012-32,1.0,3.12
2012-11-01,MBS 2012-32,1.05,3.12
2012-11-01,MBS 2012-32,2.59,3.12
2012-11-01,MBS 2012-32,1.54,3.12
2012-11-01,MBS 2012-32,2.26,3.12
2012-11-01,MBS 2012-32,1.89,3.12
2012-11-01,MBS 2012-32,1.86,3.12
2012-11-01,MBS 2012-32,2.02,3.12
2012-11-01,MBS 2012-32,1.43,3.12
2012-11-01,MBS 2012-32,2.23,3.12
2012-11-01,MBS 2012-32,1.31,3.12
2012-11-01,MBS 2012-32,2.02,3.12
2012-11-01,MBS 2012-32,2.14,3.12
2012-11-01,MBS 2012-32,1.15,3.12
2012-11-01,MBS 2012-32,1.69,3.12
2012-11-01,MBS 2012-32,3.03,3.12
2012-11-01,MBS 2012-32,3.24,3.12
2012-11-01,MBS 2012-32,2.11,3.12
2012-11-01,MBS 2012-32,2.47,3.12
2012-11-01,MBS 2012-32,3.39,3.12
2012-11-01,MBS 2012-32,2.48,3.12
2012-11-01,MBS 2012-32,3.11,3.12
2012-11-01,MBS 2012-32,3.34,3.12
2012-11-01,MBS 2012-32,3.86,3.12
2012-11-01,MBS 2012-32,6.48,3.12
2012-11-01,MBS 2012-32,8.17,3.12
2012-11-01,MBS 2012-32,12.32,3.12
2012-11-01,MBS 2012-32,7.28,3.12
2012-11-01,MBS 2012-32,4.08,3.12
2012-11-01,MBS 2012-32,3.7,3.12
2012-11-01,MBS 2012-32,4.58,3.12
2012-11-01,MBS 2012-32,7.16,3.12
2012-11-01,MBS 2012-32,3.75,3.12
2012-11-01,MBS 2012-32,5.17,3.12
2012-10-25,MBS 2012-31,2.75,3.16
2012-10-25,MBS 2012-31,2.11,3.16
2012-10-25,MBS 2012-31,1.48,3.16
2012-10-25,MBS 2012-31,2.33,3.16
2012-10-25,MBS 2012-31,2.69,3.16
2012-10-25,MBS 2012-31,1.94,3.16
2012-10-25,MBS 2012-31,2.9,3.16
2012-10-25,MBS 2012-31,3.17,3.16
2012-10-25,MBS 2012-31,2.27,3.16
2012-10-25,MBS 2012-31,1.71,3.16
2012-10-25,MBS 2012-31,1.55,3.16
2012-10-25,MBS 2012-31,2.66,3.16
2012-10-25,MBS 2012-31,2.49,3.16
2012-10-25,MBS 2012-31,2.58,3.16
2012-10-25,MBS 2012-31,1.65,3.16
2012-10-25,MBS 2012-31,3.19,3.16
2012-10-25,MBS 2012-31,2.3,3.16
2012-10-25,MBS 2012-31,2.71,3.16
2012-10-25,MBS 2012-31,1.22,3.16
2012-10-25,MBS 2012-31,1.58,3.16
2012-10-25,MBS 2012-31,1.51,3.16
2012-10-25,MBS 2012-31,1.28,3.16
2012-10-25,MBS 2012-31,1.08,3.16
2012-10-25,MBS 2012-31,1.76,3.16
2012-10-25,MBS 2012-31,0.96,3.16
2012-10-25,MBS 2012-31,1.42,3.16
2012-10-25,MBS 2012-31,0.92,3.16
2012-10-25,MBS 2012-31,1.27,3.16
2012-10-25,MBS 2012-31,1.66,3.16
2012-10-25,MBS 2012-31,1.46,3.16
2012-10-25,MBS 2012-31,0.99,3.16
2012-10-25,MBS 2012-31,1.35,3.16
2012-10-25,MBS 2012-31,1.35,3.16
2012-10-25,MBS 2012-31,1.69,3.16
2012-10-25,MBS 2012-31,2.13,3.16
2012-10-25,MBS 2012-31,2.03,3.16
2012-10-25,MBS 2012-31,2.07,3.16
2012-10-25,MBS 2012-31,2.38,3.16
2012-10-25,MBS 2012-31,2.37,3.16
2012-10-25,MBS 2012-31,5.77,3.16
2012-10-25,MBS 2012-31,4.15,3.16
2012-10-25,MBS 2012-31,3.39,3.16
2012-10-25,MBS 2012-31,3.0,3.16
2012-10-25,MBS 2012-31,1.56,3.16
2012-10-25,MBS 2012-31,1.86,3.16
2012-10-25,MBS 2012-31,1.84,3.16
2012-10-25,MBS 2012-31,2.2,3.16
2012-10-25,MBS 2012-31,2.01,3.16
2012-10-25,MBS 2012-31,3.04,3.16
2012-10-25,MBS 2012-31,2.97,3.16
2012-10-25,MBS 2012-31,4.61,3.16
2012-10-25,MBS 2012-31,4.14,3.16
2012-10-25,MBS 2012-31,5.37,3.16
2012-10-25,MBS 2012-31,6.16,3.16
2012-10-25,MBS 2012-31,4.65,3.16
2012-10-25,MBS 2012-31,4.87,3.16
2012-10-25,MBS 2012-31,5.58,3.16
2012-10-25,MBS 2012-31,3.78,3.16
2012-10-25,MBS 2012-31,2.85,3.16
2012-10-25,MBS 2012-31,3.05,3.16
2012-10-18,MBS 2012-30,2.09,3.11
2012-10-18,MBS 2012-30,1.25,3.11
2012-10-18,MBS 2012-30,2.31,3.11
2012-10-18,MBS 2012-30,3.15,3.11
2012-10-18,MBS 2012-30,2.04,3.11
2012-10-18,MBS 2012-30,2.68,3.11
2012-10-18,MBS 2012-30,2.18,3.11
2012-10-18,MBS 2012-30,3.0,3.11
2012-10-18,MBS 2012-30,4.25,3.11
2012-10-18,MBS 2012-30,3.71,3.11
2012-10-18,MBS 2012-30,0.77,3.11
2012-10-18,MBS 2012-30,2.17,3.11
2012-10-18,MBS 2012-30,1.64,3.11
2012-10-18,MBS 2012-30,2.42,3.11
2012-10-18,MBS 2012-30,2.94,3.11
2012-10-18,MBS 2012-30,2.38,3.11
2012-10-18,MBS 2012-30,0.6,3.11
2012-10-18,MBS 2012-30,1.31,3.11
2012-10-18,MBS 2012-30,3.93,3.11
2012-10-18,MBS 2012-30,1.65,3.11
2012-10-18,MBS 2012-30,2.02,3.11
2012-10-18,MBS 2012-30,2.68,3.11
2012-10-18,MBS 2012-30,1.75,3.11
2012-10-18,MBS 2012-30,4.01,3.11
2012-10-18,MBS 2012-30,0.98,3.11
2012-10-18,MBS 2012-30,1.83,3.11
2012-10-18,MBS 2012-30,1.94,3.11
2012-10-18,MBS 2012-30,1.03,3.11
2012-10-18,MBS 2012-30,2.15,3.11
2012-10-18,MBS 2012-30,3.22,3.11
2012-10-18,MBS 2012-30,1.78,3.11
2012-10-18,MBS 2012-30,2.53,3.11
2012-10-18,MBS 2012-30,1.29,3.11
2012-10-18,MBS 2012-30,2.92,3.11
2012-10-18,MBS 2012-30,3.4,3.11
2012-10-18,MBS 2012-30,2.97,3.11
2012-10-18,MBS 2012-30,1.83,3.11
2012-10-18,MBS 2012-30,4.62,3.11
2012-10-18,MBS 2012-30,4.86,3.11
2012-10-18,MBS 2012-30,6.14,3.11
2012-10-18,MBS 2012-30,8.54,3.11
2012-10-18,MBS 2012-30,6.36,3.11
2012-10-18,MBS 2012-30,3.75,3.11
2012-10-18,MBS 2012-30,2.93,3.11
2012-10-18,MBS 2012-30,2.48,3.11
2012-10-18,MBS 2012-30,4.03,3.11
2012-10-18,MBS 2012-30,2.71,3.11
2012-10-18,MBS 2012-30,2.68,3.11
2012-10-18,MBS 2012-30,4.83,3.11
2012-10-18,MBS 2012-30,3.63,3.11
2012-10-18,MBS 2012-30,5.63,3.11
2012-10-18,MBS 2012-30,3.89,3.11
2012-10-18,MBS 2012-30,7.46,3.11
2012-10-18,MBS 2012-30,4.45,3.11
2012-10-18,MBS 2012-30,6.03,3.11
2012-10-18,MBS 2012-30,4.82,3.11
2012-10-18,MBS 2012-30,5.76,3.11
2012-10-18,MBS 2012-30,6.16,3.11
2012-10-18,MBS 2012-30,4.03,3.11
2012-10-18,MBS 2012-30,3.65,3.11
2012-10-11,MBS 2012-29,1.58,3.11
2012-10-11,MBS 2012-29,1.22,3.11
2012-10-11,MBS 2012-29,0.85,3.11
2012-10-11,MBS 2012-29,2.65,3.11
2012-10-11,MBS 2012-29,3.59,3.11
2012-10-11,MBS 2012-29,2.49,3.11
2012-10-11,MBS 2012-29,1.75,3.11
2012-10-11,MBS 2012-29,1.21,3.11
2012-10-11,MBS 2012-29,2.6,3.11
2012-10-11,MBS 2012-29,1.99,3.11
2012-10-11,MBS 2012-29,1.52,3.11
2012-10-11,MBS 2012-29,2.01,3.11
2012-10-11,MBS 2012-29,2.42,3.11
2012-10-11,MBS 2012-29,2.04,3.11
2012-10-11,MBS 2012-29,2.39,3.11
2012-10-11,MBS 2012-29,2.02,3.11
2012-10-11,MBS 2012-29,0.95,3.11
2012-10-11,MBS 2012-29,2.48,3.11
2012-10-11,MBS 2012-29,0.69,3.11
2012-10-11,MBS 2012-29,1.27,3.11
2012-10-11,MBS 2012-29,1.5,3.11
2012-10-11,MBS 2012-29,1.01,3.11
2012-10-11,MBS 2012-29,0.59,3.11
2012-10-11,MBS 2012-29,1.56,3.11
2012-10-11,MBS 2012-29,0.97,3.11
2012-10-11,MBS 2012-29,1.97,3.11
2012-10-11,MBS 2012-29,1.55,3.11
2012-10-11,MBS 2012-29,1.38,3.11
2012-10-11,MBS 2012-29,2.69,3.11
2012-10-11,MBS 2012-29,0.87,3.11
2012-10-11,MBS 2012-29,0.84,3.11
2012-10-11,MBS 2012-29,1.95,3.11
2012-10-11,MBS 2012-29,1.87,3.11
2012-10-11,MBS 2012-29,1.58,3.11
2012-10-11,MBS 2012-29,1.14,3.11
2012-10-11,MBS 2012-29,1.77,3.11
2012-10-11,MBS 2012-29,1.94,3.11
2012-10-11,MBS 2012-29,2.25,3.11
2012-10-11,MBS 2012-29,1.7,3.11
2012-10-11,MBS 2012-29,2.29,3.11
2012-10-11,MBS 2012-29,1.9,3.11
2012-10-11,MBS 2012-29,2.29,3.11
2012-10-11,MBS 2012-29,4.26,3.11
2012-10-11,MBS 2012-29,2.87,3.11
2012-10-11,MBS 2012-29,3.33,3.11
2012-10-11,MBS 2012-29,4.14,3.11
2012-10-11,MBS 2012-29,2.68,3.11
2012-10-11,MBS 2012-29,2.06,3.11
2012-10-11,MBS 2012-29,3.13,3.11
2012-10-11,MBS 2012-29,5.23,3.11
2012-10-11,MBS 2012-29,5.18,3.11
2012-10-11,MBS 2012-29,8.77,3.11
2012-10-11,MBS 2012-29,11.63,3.11
2012-10-11,MBS 2012-29,6.52,3.11
2012-10-11,MBS 2012-29,5.31,3.11
2012-10-11,MBS 2012-29,4.54,3.11
2012-10-11,MBS 2012-29,5.0,3.11
2012-10-11,MBS 2012-29,6.47,3.11
2012-10-11,MBS 2012-29,3.47,3.11
2012-10-11,MBS 2012-29,3.16,3.11
2012-09-27,MBS 2012-28,5.41,3.16
2012-09-27,MBS 2012-28,2.09,3.16
2012-09-27,MBS 2012-28,0.78,3.16
2012-09-27,MBS 2012-28,3.13,3.16
2012-09-27,MBS 2012-28,2.59,3.16
2012-09-27,MBS 2012-28,1.16,3.16
2012-09-27,MBS 2012-28,2.03,3.16
2012-09-27,MBS 2012-28,1.59,3.16
2012-09-27,MBS 2012-28,1.12,3.16
2012-09-27,MBS 2012-28,1.68,3.16
2012-09-27,MBS 2012-28,2.61,3.16
2012-09-27,MBS 2012-28,0.88,3.16
2012-09-27,MBS 2012-28,2.74,3.16
2012-09-27,MBS 2012-28,2.57,3.16
2012-09-27,MBS 2012-28,2.72,3.16
2012-09-27,MBS 2012-28,1.09,3.16
2012-09-27,MBS 2012-28,1.46,3.16
2012-09-27,MBS 2012-28,0.74,3.16
2012-09-27,MBS 2012-28,1.07,3.16
2012-09-27,MBS 2012-28,0.97,3.16
2012-09-27,MBS 2012-28,0.69,3.16
2012-09-27,MBS 2012-28,1.52,3.16
2012-09-27,MBS 2012-28,1.62,3.16
2012-09-27,MBS 2012-28,0.98,3.16
2012-09-27,MBS 2012-28,0.91,3.16
2012-09-27,MBS 2012-28,2.26,3.16
2012-09-27,MBS 2012-28,0.81,3.16
2012-09-27,MBS 2012-28,0.77,3.16
2012-09-27,MBS 2012-28,0.96,3.16
2012-09-27,MBS 2012-28,1.16,3.16
2012-09-27,MBS 2012-28,1.61,3.16
2012-09-27,MBS 2012-28,1.07,3.16
2012-09-27,MBS 2012-28,1.16,3.16
2012-09-27,MBS 2012-28,2.95,3.16
2012-09-27,MBS 2012-28,3.23,3.16
2012-09-27,MBS 2012-28,1.41,3.16
2012-09-27,MBS 2012-28,1.32,3.16
2012-09-27,MBS 2012-28,1.02,3.16
2012-09-27,MBS 2012-28,2.16,3.16
