발행일자,발행회차,만기전상환율,가중평균발행금리
2004-12-28,MBS 2004-07,0.34,4.06
2004-11-30,MBS 2004-06,0.48,4.09
2004-11-30,MBS 2004-06,0.33,4.09
2004-10-28,MBS 2004-05,0.86,4.2
2004-10-28,MBS 2004-05,0.06,4.2
2004-10-28,MBS 2004-05,0.02,4.2
2004-09-23,MBS 2004-04,0.8,4.26
2004-09-23,MBS 2004-04,0.04,4.26
2004-09-23,MBS 2004-04,0.74,4.26
2004-09-23,MBS 2004-04,0.38,4.26
2004-08-18,MBS 2004-03,0.87,4.5
2004-08-18,MBS 2004-03,0.63,4.5
2004-08-18,MBS 2004-03,0.56,4.5
2004-08-18,MBS 2004-03,0.44,4.5
2004-08-18,MBS 2004-03,0.0,4.5
2004-07-28,MBS 2004-02,0.64,5.0
2004-07-28,MBS 2004-02,0.49,5.0
2004-07-28,MBS 2004-02,0.8,5.0
2004-07-28,MBS 2004-02,0.41,5.0
2004-07-28,MBS 2004-02,0.39,5.0
2004-07-28,MBS 2004-02,0.18,5.0
2004-06-15,MBS 2004-01,0.7,5.04
2004-06-15,MBS 2004-01,0.6,5.04
2004-06-15,MBS 2004-01,0.42,5.04
2004-06-15,MBS 2004-01,0.29,5.04
2004-06-15,MBS 2004-01,0.42,5.04
2004-06-15,MBS 2004-01,0.36,5.04
2004-06-15,MBS 2004-01,0.51,5.04
2010-12-07,MBS 2010-17,0.36,4.36
2010-12-23,MBS 2010-16,0.93,4.49
2010-11-29,MBS 2010-15,2.09,4.45
2010-11-29,MBS 2010-15,1.16,4.45
2010-11-19,MBS 2010-14,0.38,3.24
2010-11-19,MBS 2010-14,0.26,3.24
2010-10-28,MBS 2010-13,1.76,4.29
2010-10-28,MBS 2010-13,1.82,4.29
2010-10-28,MBS 2010-13,0.79,4.29
2010-09-29,MBS 2010-12,0.37,4.36
2010-09-29,MBS 2010-12,0.27,4.36
2010-09-29,MBS 2010-12,0.38,4.36
2010-09-29,MBS 2010-12,0.0,4.36
2010-09-07,MBS 2010-11,1.14,3.08
2010-09-07,MBS 2010-11,1.41,3.08
2010-09-07,MBS 2010-11,0.88,3.08
2010-09-07,MBS 2010-11,0.94,3.08
2010-08-26,MBS 2010-10,1.08,4.62
2010-08-26,MBS 2010-10,0.94,4.62
2010-08-26,MBS 2010-10,0.98,4.62
2010-08-26,MBS 2010-10,0.56,4.62
2010-08-26,MBS 2010-10,0.47,4.62
2010-07-30,MBS 2010-09,1.98,4.95
2010-07-30,MBS 2010-09,1.1,4.95
2010-07-30,MBS 2010-09,0.61,4.95
2010-07-30,MBS 2010-09,0.89,4.95
2010-07-30,MBS 2010-09,0.88,4.95
2010-07-30,MBS 2010-09,0.56,4.95
2010-08-26,MBS 2010-08,1.8,0.0
2010-08-26,MBS 2010-08,1.97,0.0
2010-08-26,MBS 2010-08,1.66,0.0
2010-08-26,MBS 2010-08,1.37,0.0
2010-08-26,MBS 2010-08,0.79,0.0
2010-07-08,MBS 2010-07,2.11,4.98
2010-07-08,MBS 2010-07,1.13,4.98
2010-07-08,MBS 2010-07,0.95,4.98
2010-07-08,MBS 2010-07,0.63,4.98
2010-07-08,MBS 2010-07,0.72,4.98
2010-07-08,MBS 2010-07,1.37,4.98
2010-06-24,MBS 2010-06,1.39,0.0
2010-06-24,MBS 2010-06,1.97,0.0
2010-06-24,MBS 2010-06,1.68,0.0
2010-06-24,MBS 2010-06,1.22,0.0
2010-06-24,MBS 2010-06,1.17,0.0
2010-06-24,MBS 2010-06,1.53,0.0
2010-06-24,MBS 2010-06,1.33,0.0
2010-06-17,MBS 2010-05,2.7,5.01
2010-06-17,MBS 2010-05,3.01,5.01
2010-06-17,MBS 2010-05,1.08,5.01
2010-06-17,MBS 2010-05,0.79,5.01
2010-06-17,MBS 2010-05,1.13,5.01
2010-06-17,MBS 2010-05,0.96,5.01
2010-06-17,MBS 2010-05,0.85,5.01
2010-04-23,MBS 2010-04,2.13,4.97
2010-04-23,MBS 2010-04,1.44,4.97
2010-04-23,MBS 2010-04,0.72,4.97
2010-04-23,MBS 2010-04,0.68,4.97
2010-04-23,MBS 2010-04,1.05,4.97
2010-04-23,MBS 2010-04,1.21,4.97
2010-04-23,MBS 2010-04,0.9,4.97
2010-04-23,MBS 2010-04,0.57,4.97
2010-04-23,MBS 2010-04,0.78,4.97
2010-03-30,MBS 2010-03,2.34,4.94
2010-03-30,MBS 2010-03,1.77,4.94
2010-03-30,MBS 2010-03,0.97,4.94
2010-03-30,MBS 2010-03,1.0,4.94
2010-03-30,MBS 2010-03,0.71,4.94
2010-03-30,MBS 2010-03,0.98,4.94
2010-03-30,MBS 2010-03,0.69,4.94
2010-03-30,MBS 2010-03,0.7,4.94
2010-03-30,MBS 2010-03,0.59,4.94
2010-03-30,MBS 2010-03,0.33,4.94
2010-02-25,MBS 2010-02,2.42,5.29
2010-02-25,MBS 2010-02,2.74,5.29
2010-02-25,MBS 2010-02,1.13,5.29
2010-02-25,MBS 2010-02,0.78,5.29
2010-02-25,MBS 2010-02,0.99,5.29
2010-02-25,MBS 2010-02,1.28,5.29
2010-02-25,MBS 2010-02,1.21,5.29
2010-02-25,MBS 2010-02,0.65,5.29
2010-02-25,MBS 2010-02,0.69,5.29
2010-02-25,MBS 2010-02,0.75,5.29
2010-02-25,MBS 2010-02,0.34,5.29
2010-01-28,MBS 2010-01,2.48,5.39
2010-01-28,MBS 2010-01,2.42,5.39
2010-01-28,MBS 2010-01,1.81,5.39
2010-01-28,MBS 2010-01,1.26,5.39
2010-01-28,MBS 2010-01,1.61,5.39
2010-01-28,MBS 2010-01,1.79,5.39
2010-01-28,MBS 2010-01,1.13,5.39
2010-01-28,MBS 2010-01,1.28,5.39
2010-01-28,MBS 2010-01,0.96,5.39
2010-01-28,MBS 2010-01,0.76,5.39
2010-01-28,MBS 2010-01,0.65,5.39
2010-01-28,MBS 2010-01,0.33,5.39
2009-12-18,MBS 2009-14,4.79,5.32
2009-12-18,MBS 2009-14,5.52,5.32
2009-12-18,MBS 2009-14,4.84,5.32
2009-12-18,MBS 2009-14,4.12,5.32
2009-12-18,MBS 2009-14,4.79,5.32
2009-12-18,MBS 2009-14,6.29,5.32
2009-12-18,MBS 2009-14,5.07,5.32
2009-12-18,MBS 2009-14,3.66,5.32
2009-12-18,MBS 2009-14,3.87,5.32
2009-12-18,MBS 2009-14,2.41,5.32
2009-12-18,MBS 2009-14,1.94,5.32
2009-12-18,MBS 2009-14,1.36,5.32
2009-12-18,MBS 2009-14,0.93,5.32
2009-12-23,MBS 2009-13,2.03,0.0
2009-12-23,MBS 2009-13,2.34,0.0
2009-12-23,MBS 2009-13,1.94,0.0
2009-12-23,MBS 2009-13,1.03,0.0
2009-12-23,MBS 2009-13,1.37,0.0
2009-12-23,MBS 2009-13,1.88,0.0
2009-12-23,MBS 2009-13,2.01,0.0
2009-12-23,MBS 2009-13,1.71,0.0
2009-12-23,MBS 2009-13,2.13,0.0
2009-12-23,MBS 2009-13,1.35,0.0
2009-12-23,MBS 2009-13,0.86,0.0
2009-12-23,MBS 2009-13,0.98,0.0
2009-12-23,MBS 2009-13,1.36,0.0
2009-11-20,MBS 2009-12,1.43,5.53
2009-11-20,MBS 2009-12,2.19,5.53
2009-11-20,MBS 2009-12,1.74,5.53
2009-11-20,MBS 2009-12,1.12,5.53
2009-11-20,MBS 2009-12,0.89,5.53
2009-11-20,MBS 2009-12,1.23,5.53
2009-11-20,MBS 2009-12,0.92,5.53
2009-11-20,MBS 2009-12,0.65,5.53
2009-11-20,MBS 2009-12,0.77,5.53
2009-11-20,MBS 2009-12,0.68,5.53
2009-11-20,MBS 2009-12,0.56,5.53
2009-11-20,MBS 2009-12,0.4,5.53
2009-11-20,MBS 2009-12,0.42,5.53
2009-11-20,MBS 2009-12,0.34,5.53
2009-11-10,MBS 2009-11,3.63,5.64
2009-11-10,MBS 2009-11,4.38,5.64
2009-11-10,MBS 2009-11,4.07,5.64
2009-11-10,MBS 2009-11,2.49,5.64
2009-11-10,MBS 2009-11,3.82,5.64
2009-11-10,MBS 2009-11,6.08,5.64
2009-11-10,MBS 2009-11,3.82,5.64
2009-11-10,MBS 2009-11,2.93,5.64
2009-11-10,MBS 2009-11,3.17,5.64
2009-11-10,MBS 2009-11,1.71,5.64
2009-11-10,MBS 2009-11,1.18,5.64
2009-11-10,MBS 2009-11,0.85,5.64
2009-11-10,MBS 2009-11,1.25,5.64
2009-11-10,MBS 2009-11,0.77,5.64
2009-10-16,MBS 2009-10,1.94,5.59
2009-10-16,MBS 2009-10,2.15,5.59
2009-10-16,MBS 2009-10,1.88,5.59
2009-10-16,MBS 2009-10,1.72,5.59
2009-10-16,MBS 2009-10,2.35,5.59
2009-10-16,MBS 2009-10,2.51,5.59
2009-10-16,MBS 2009-10,1.17,5.59
2009-10-16,MBS 2009-10,1.18,5.59
2009-10-16,MBS 2009-10,1.1,5.59
2009-10-16,MBS 2009-10,0.94,5.59
2009-10-16,MBS 2009-10,0.77,5.59
2009-10-16,MBS 2009-10,0.48,5.59
2009-10-16,MBS 2009-10,0.64,5.59
2009-10-16,MBS 2009-10,0.62,5.59
2009-10-16,MBS 2009-10,0.59,5.59
2009-09-29,MBS 2009-09,1.14,3.76
2009-09-29,MBS 2009-09,1.1,3.76
2009-09-29,MBS 2009-09,1.22,3.76
2009-09-29,MBS 2009-09,0.82,3.76
2009-09-29,MBS 2009-09,1.13,3.76
2009-09-29,MBS 2009-09,1.85,3.76
2009-09-29,MBS 2009-09,1.32,3.76
2009-09-29,MBS 2009-09,1.15,3.76
2009-09-29,MBS 2009-09,0.58,3.76
2009-09-29,MBS 2009-09,0.79,3.76
2009-09-29,MBS 2009-09,0.69,3.76
2009-09-29,MBS 2009-09,0.73,3.76
2009-09-29,MBS 2009-09,0.58,3.76
2009-09-29,MBS 2009-09,0.5,3.76
2009-09-29,MBS 2009-09,0.55,3.76
2009-09-29,MBS 2009-09,0.03,3.76
2009-09-15,MBS 2009-08,4.37,5.69
2009-09-15,MBS 2009-08,4.91,5.69
2009-09-15,MBS 2009-08,4.22,5.69
2009-09-15,MBS 2009-08,3.39,5.69
2009-09-15,MBS 2009-08,5.01,5.69
2009-09-15,MBS 2009-08,8.16,5.69
2009-09-15,MBS 2009-08,3.86,5.69
2009-09-15,MBS 2009-08,3.56,5.69
2009-09-15,MBS 2009-08,2.95,5.69
2009-09-15,MBS 2009-08,2.37,5.69
2009-09-15,MBS 2009-08,1.57,5.69
2009-09-15,MBS 2009-08,1.52,5.69
2009-09-15,MBS 2009-08,1.29,5.69
2009-09-15,MBS 2009-08,1.47,5.69
2009-09-15,MBS 2009-08,1.8,5.69
2009-09-15,MBS 2009-08,2.23,5.69
2009-09-18,MBS 2009-07,1.73,
2009-09-18,MBS 2009-07,1.38,
2009-09-18,MBS 2009-07,1.31,
2009-09-18,MBS 2009-07,1.06,
2009-09-18,MBS 2009-07,1.27,
2009-09-18,MBS 2009-07,1.16,
2009-09-18,MBS 2009-07,0.97,
2009-09-18,MBS 2009-07,1.12,
2009-09-18,MBS 2009-07,1.07,
2009-09-18,MBS 2009-07,1.0,
2009-09-18,MBS 2009-07,0.95,
2009-09-18,MBS 2009-07,0.73,
2009-09-18,MBS 2009-07,0.8,
2009-09-18,MBS 2009-07,0.28,
2009-09-18,MBS 2009-07,0.88,
2009-09-18,MBS 2009-07,0.43,
2009-07-07,MBS 2009-06,3.68,5.51
2009-07-07,MBS 2009-06,5.6,5.51
2009-07-07,MBS 2009-06,4.42,5.51
2009-07-07,MBS 2009-06,4.23,5.51
2009-07-07,MBS 2009-06,4.06,5.51
2009-07-07,MBS 2009-06,6.16,5.51
2009-07-07,MBS 2009-06,4.75,5.51
2009-07-07,MBS 2009-06,4.45,5.51
2009-07-07,MBS 2009-06,2.97,5.51
2009-07-07,MBS 2009-06,1.29,5.51
2009-07-07,MBS 2009-06,1.3,5.51
2009-07-07,MBS 2009-06,1.06,5.51
2009-07-07,MBS 2009-06,1.48,5.51
2009-07-07,MBS 2009-06,1.4,5.51
2009-07-07,MBS 2009-06,1.42,5.51
2009-07-07,MBS 2009-06,1.81,5.51
2009-07-07,MBS 2009-06,2.23,5.51
2009-07-07,MBS 2009-06,2.3,5.51
2009-06-30,MBS 2009-05,0.67,0.0
2009-06-30,MBS 2009-05,0.75,0.0
2009-06-30,MBS 2009-05,0.59,0.0
2009-06-30,MBS 2009-05,0.59,0.0
2009-06-30,MBS 2009-05,0.55,0.0
2009-06-30,MBS 2009-05,0.43,0.0
2009-06-30,MBS 2009-05,0.62,0.0
2009-06-30,MBS 2009-05,0.6,0.0
2009-06-30,MBS 2009-05,0.54,0.0
2009-06-30,MBS 2009-05,0.65,0.0
2009-06-30,MBS 2009-05,0.4,0.0
2009-06-30,MBS 2009-05,0.43,0.0
2009-06-30,MBS 2009-05,0.28,0.0
2009-06-30,MBS 2009-05,0.0,0.0
2009-06-30,MBS 2009-05,0.0,0.0
2009-06-30,MBS 2009-05,0.0,0.0
2009-06-30,MBS 2009-05,0.0,0.0
2009-06-30,MBS 2009-05,0.51,0.0
2009-06-30,MBS 2009-05,0.0,0.0
2009-04-29,MBS 2009-04,3.34,5.22
2009-04-29,MBS 2009-04,4.48,5.22
2009-04-29,MBS 2009-04,2.96,5.22
2009-04-29,MBS 2009-04,3.35,5.22
2009-04-29,MBS 2009-04,3.7,5.22
2009-04-29,MBS 2009-04,5.89,5.22
2009-04-29,MBS 2009-04,3.56,5.22
2009-04-29,MBS 2009-04,3.41,5.22
2009-04-29,MBS 2009-04,2.62,5.22
2009-04-29,MBS 2009-04,2.44,5.22
2009-04-29,MBS 2009-04,1.29,5.22
2009-04-29,MBS 2009-04,1.39,5.22
2009-04-29,MBS 2009-04,1.54,5.22
2009-04-29,MBS 2009-04,1.09,5.22
2009-04-29,MBS 2009-04,2.28,5.22
2009-04-29,MBS 2009-04,1.92,5.22
2009-04-29,MBS 2009-04,1.79,5.22
2009-04-29,MBS 2009-04,2.21,5.22
2009-04-29,MBS 2009-04,1.75,5.22
2009-04-29,MBS 2009-04,1.97,5.22
2009-04-29,MBS 2009-04,0.24,5.22
2009-04-22,MBS 2009-03,1.48,0.0
2009-04-22,MBS 2009-03,1.51,0.0
2009-04-22,MBS 2009-03,1.2,0.0
2009-04-22,MBS 2009-03,0.96,0.0
2009-04-22,MBS 2009-03,1.08,0.0
2009-04-22,MBS 2009-03,1.05,0.0
2009-04-22,MBS 2009-03,1.04,0.0
2009-04-22,MBS 2009-03,1.11,0.0
2009-04-22,MBS 2009-03,1.14,0.0
2009-04-22,MBS 2009-03,1.06,0.0
2009-04-22,MBS 2009-03,1.04,0.0
2009-04-22,MBS 2009-03,0.75,0.0
2009-04-22,MBS 2009-03,1.09,0.0
2009-04-22,MBS 2009-03,1.11,0.0
2009-04-22,MBS 2009-03,1.17,0.0
2009-04-22,MBS 2009-03,1.4,0.0
2009-04-22,MBS 2009-03,1.26,0.0
2009-04-22,MBS 2009-03,1.44,0.0
2009-04-22,MBS 2009-03,1.35,0.0
2009-04-22,MBS 2009-03,1.22,0.0
2009-04-22,MBS 2009-03,0.96,0.0
2009-03-30,MBS 2009-02,1.37,0.0
2009-03-30,MBS 2009-02,1.39,0.0
2009-03-30,MBS 2009-02,1.63,0.0
2009-03-30,MBS 2009-02,1.38,0.0
2009-03-30,MBS 2009-02,1.05,0.0
2009-03-30,MBS 2009-02,1.34,0.0
2009-03-30,MBS 2009-02,0.99,0.0
2009-03-30,MBS 2009-02,0.89,0.0
2009-03-30,MBS 2009-02,1.33,0.0
2009-03-30,MBS 2009-02,1.33,0.0
2009-03-30,MBS 2009-02,0.91,0.0
2009-03-30,MBS 2009-02,1.02,0.0
2009-03-30,MBS 2009-02,1.12,0.0
2009-03-30,MBS 2009-02,0.98,0.0
2009-03-30,MBS 2009-02,1.07,0.0
2009-03-30,MBS 2009-02,1.29,0.0
2009-03-30,MBS 2009-02,2.3,0.0
2009-03-30,MBS 2009-02,1.14,0.0
2009-03-30,MBS 2009-02,1.04,0.0
2009-03-30,MBS 2009-02,0.9,0.0
2009-03-30,MBS 2009-02,1.61,0.0
2009-03-30,MBS 2009-02,1.62,0.0
2009-03-20,MBS 2009-01,3.28,5.71
2009-03-20,MBS 2009-01,3.86,5.71
2009-03-20,MBS 2009-01,3.09,5.71
2009-03-20,MBS 2009-01,2.97,5.71
2009-03-20,MBS 2009-01,3.89,5.71
2009-03-20,MBS 2009-01,5.17,5.71
2009-03-20,MBS 2009-01,2.78,5.71
2009-03-20,MBS 2009-01,2.78,5.71
2009-03-20,MBS 2009-01,2.97,5.71
2009-03-20,MBS 2009-01,2.23,5.71
2009-03-20,MBS 2009-01,1.86,5.71
2009-03-20,MBS 2009-01,1.67,5.71
2009-03-20,MBS 2009-01,1.39,5.71
2009-03-20,MBS 2009-01,0.86,5.71
2009-03-20,MBS 2009-01,1.66,5.71
2009-03-20,MBS 2009-01,1.65,5.71
2009-03-20,MBS 2009-01,1.55,5.71
2009-03-20,MBS 2009-01,1.52,5.71
2009-03-20,MBS 2009-01,1.64,5.71
2009-03-20,MBS 2009-01,1.66,5.71
2009-03-20,MBS 2009-01,1.66,5.71
2009-03-20,MBS 2009-01,1.4,5.71
2008-06-13,MBS 2008-07,3.64,6.64
2008-06-13,MBS 2008-07,5.41,6.64
2008-06-13,MBS 2008-07,4.7,6.64
2008-06-13,MBS 2008-07,2.97,6.64
2008-06-13,MBS 2008-07,3.85,6.64
2008-06-13,MBS 2008-07,5.18,6.64
2008-06-13,MBS 2008-07,3.95,6.64
2008-06-13,MBS 2008-07,2.94,6.64
2008-06-13,MBS 2008-07,2.74,6.64
2008-06-13,MBS 2008-07,2.02,6.64
2008-06-13,MBS 2008-07,1.75,6.64
2008-06-13,MBS 2008-07,0.91,6.64
2008-06-13,MBS 2008-07,1.27,6.64
2008-06-13,MBS 2008-07,1.23,6.64
2008-06-13,MBS 2008-07,1.63,6.64
2008-06-13,MBS 2008-07,1.35,6.64
2008-06-13,MBS 2008-07,1.65,6.64
2008-06-13,MBS 2008-07,1.94,6.64
2008-06-13,MBS 2008-07,2.21,6.64
2008-06-13,MBS 2008-07,1.57,6.64
2008-06-13,MBS 2008-07,2.27,6.64
2008-06-13,MBS 2008-07,1.08,6.64
2008-06-13,MBS 2008-07,1.14,6.64
2008-06-13,MBS 2008-07,0.56,6.64
2008-06-13,MBS 2008-07,0.26,6.64
2008-06-13,MBS 2008-07,0.44,6.64
2008-06-13,MBS 2008-07,0.61,6.64
2008-06-13,MBS 2008-07,0.69,6.64
2008-06-13,MBS 2008-07,0.56,6.64
2008-06-13,MBS 2008-07,0.36,6.64
2008-06-13,MBS 2008-07,0.54,6.64
2008-05-27,MBS 2008-06,3.3,6.26
2008-05-27,MBS 2008-06,3.71,6.26
2008-05-27,MBS 2008-06,2.75,6.26
2008-05-27,MBS 2008-06,2.59,6.26
2008-05-27,MBS 2008-06,2.62,6.26
2008-05-27,MBS 2008-06,5.32,6.26
2008-05-27,MBS 2008-06,2.92,6.26
2008-05-27,MBS 2008-06,2.74,6.26
2008-05-27,MBS 2008-06,3.41,6.26
2008-05-27,MBS 2008-06,1.97,6.26
2008-05-27,MBS 2008-06,1.49,6.26
2008-05-27,MBS 2008-06,1.25,6.26
2008-05-27,MBS 2008-06,1.39,6.26
2008-05-27,MBS 2008-06,0.92,6.26
2008-05-27,MBS 2008-06,1.34,6.26
2008-05-27,MBS 2008-06,1.54,6.26
2008-05-27,MBS 2008-06,1.54,6.26
2008-05-27,MBS 2008-06,1.84,6.26
2008-05-27,MBS 2008-06,2.21,6.26
2008-05-27,MBS 2008-06,1.69,6.26
2008-05-27,MBS 2008-06,1.91,6.26
2008-05-27,MBS 2008-06,1.08,6.26
2008-05-27,MBS 2008-06,0.93,6.26
2008-05-27,MBS 2008-06,0.42,6.26
2008-05-27,MBS 2008-06,0.28,6.26
2008-05-27,MBS 2008-06,0.37,6.26
2008-05-27,MBS 2008-06,0.63,6.26
2008-05-27,MBS 2008-06,0.43,6.26
2008-05-27,MBS 2008-06,0.44,6.26
2008-05-27,MBS 2008-06,0.4,6.26
2008-05-27,MBS 2008-06,0.45,6.26
2008-05-27,MBS 2008-06,0.18,6.26
2008-05-06,MBS 2008-05,3.35,5.75
2008-05-06,MBS 2008-05,3.38,5.75
2008-05-06,MBS 2008-05,2.92,5.75
2008-05-06,MBS 2008-05,2.54,5.75
2008-05-06,MBS 2008-05,3.04,5.75
2008-05-06,MBS 2008-05,4.19,5.75
2008-05-06,MBS 2008-05,2.55,5.75
2008-05-06,MBS 2008-05,2.35,5.75
2008-05-06,MBS 2008-05,2.04,5.75
2008-05-06,MBS 2008-05,2.63,5.75
2008-05-06,MBS 2008-05,2.08,5.75
2008-05-06,MBS 2008-05,1.69,5.75
2008-05-06,MBS 2008-05,1.4,5.75
2008-05-06,MBS 2008-05,1.45,5.75
2008-05-06,MBS 2008-05,1.35,5.75
2008-05-06,MBS 2008-05,1.37,5.75
2008-05-06,MBS 2008-05,1.4,5.75
2008-05-06,MBS 2008-05,1.67,5.75
2008-05-06,MBS 2008-05,1.3,5.75
2008-05-06,MBS 2008-05,1.26,5.75
2008-05-06,MBS 2008-05,1.68,5.75
2008-05-06,MBS 2008-05,1.59,5.75
2008-05-06,MBS 2008-05,0.97,5.75
2008-05-06,MBS 2008-05,0.56,5.75
2008-05-06,MBS 2008-05,0.35,5.75
2008-05-06,MBS 2008-05,0.35,5.75
2008-05-06,MBS 2008-05,0.44,5.75
2008-05-06,MBS 2008-05,0.53,5.75
2008-05-06,MBS 2008-05,0.5,5.75
2008-05-06,MBS 2008-05,0.51,5.75
2008-05-06,MBS 2008-05,0.68,5.75
2008-05-06,MBS 2008-05,0.0,5.75
2008-04-15,MBS 2008-04,4.81,5.81
2008-04-15,MBS 2008-04,3.88,5.81
2008-04-15,MBS 2008-04,2.95,5.81
2008-04-15,MBS 2008-04,2.64,5.81
2008-04-15,MBS 2008-04,2.79,5.81
2008-04-15,MBS 2008-04,3.8,5.81
2008-04-15,MBS 2008-04,3.04,5.81
2008-04-15,MBS 2008-04,2.38,5.81
2008-04-15,MBS 2008-04,2.05,5.81
2008-04-15,MBS 2008-04,2.17,5.81
2008-04-15,MBS 2008-04,1.75,5.81
2008-04-15,MBS 2008-04,1.8,5.81
2008-04-15,MBS 2008-04,1.83,5.81
2008-04-15,MBS 2008-04,1.63,5.81
2008-04-15,MBS 2008-04,1.69,5.81
2008-04-15,MBS 2008-04,1.19,5.81
2008-04-15,MBS 2008-04,1.33,5.81
2008-04-15,MBS 2008-04,1.68,5.81
2008-04-15,MBS 2008-04,1.64,5.81
2008-04-15,MBS 2008-04,1.89,5.81
2008-04-15,MBS 2008-04,1.83,5.81
2008-04-15,MBS 2008-04,1.96,5.81
2008-04-15,MBS 2008-04,1.14,5.81
2008-04-15,MBS 2008-04,0.84,5.81
2008-04-15,MBS 2008-04,0.79,5.81
2008-04-15,MBS 2008-04,0.39,5.81
2008-04-15,MBS 2008-04,0.78,5.81
2008-04-15,MBS 2008-04,0.81,5.81
2008-04-15,MBS 2008-04,0.63,5.81
2008-04-15,MBS 2008-04,0.81,5.81
2008-04-15,MBS 2008-04,0.71,5.81
2008-04-15,MBS 2008-04,0.82,5.81
2008-04-15,MBS 2008-04,0.0,5.81
2008-03-27,MBS 2008-03,9.16,5.88
2008-03-27,MBS 2008-03,4.18,5.88
2008-03-27,MBS 2008-03,2.83,5.88
2008-03-27,MBS 2008-03,1.88,5.88
2008-03-27,MBS 2008-03,1.97,5.88
2008-03-27,MBS 2008-03,3.64,5.88
2008-03-27,MBS 2008-03,2.94,5.88
2008-03-27,MBS 2008-03,2.58,5.88
2008-03-27,MBS 2008-03,2.3,5.88
2008-03-27,MBS 2008-03,1.44,5.88
2008-03-27,MBS 2008-03,1.46,5.88
2008-03-27,MBS 2008-03,1.2,5.88
2008-03-27,MBS 2008-03,2.38,5.88
2008-03-27,MBS 2008-03,1.69,5.88
2008-03-27,MBS 2008-03,1.55,5.88
2008-03-27,MBS 2008-03,1.38,5.88
2008-03-27,MBS 2008-03,1.46,5.88
2008-03-27,MBS 2008-03,2.44,5.88
2008-03-27,MBS 2008-03,1.95,5.88
2008-03-27,MBS 2008-03,1.18,5.88
2008-03-27,MBS 2008-03,1.79,5.88
2008-03-27,MBS 2008-03,1.62,5.88
2008-03-27,MBS 2008-03,1.07,5.88
2008-03-27,MBS 2008-03,0.62,5.88
2008-03-27,MBS 2008-03,0.65,5.88
2008-03-27,MBS 2008-03,0.46,5.88
2008-03-27,MBS 2008-03,0.53,5.88
2008-03-27,MBS 2008-03,0.65,5.88
2008-03-27,MBS 2008-03,0.51,5.88
2008-03-27,MBS 2008-03,0.77,5.88
2008-03-27,MBS 2008-03,0.67,5.88
2008-03-27,MBS 2008-03,0.8,5.88
2008-03-27,MBS 2008-03,0.74,5.88
2008-03-27,MBS 2008-03,0.0,5.88
2008-03-07,MBS 2008-02,5.91,5.46
2008-03-07,MBS 2008-02,8.17,5.46
2008-03-07,MBS 2008-02,3.56,5.46
2008-03-07,MBS 2008-02,2.38,5.46
2008-03-07,MBS 2008-02,2.11,5.46
2008-03-07,MBS 2008-02,3.41,5.46
2008-03-07,MBS 2008-02,3.28,5.46
2008-03-07,MBS 2008-02,2.65,5.46
2008-03-07,MBS 2008-02,1.95,5.46
2008-03-07,MBS 2008-02,1.86,5.46
2008-03-07,MBS 2008-02,1.29,5.46
2008-03-07,MBS 2008-02,1.39,5.46
2008-03-07,MBS 2008-02,1.29,5.46
2008-03-07,MBS 2008-02,1.92,5.46
2008-03-07,MBS 2008-02,1.83,5.46
2008-03-07,MBS 2008-02,1.87,5.46
2008-03-07,MBS 2008-02,1.63,5.46
2008-03-07,MBS 2008-02,1.62,5.46
2008-03-07,MBS 2008-02,1.55,5.46
2008-03-07,MBS 2008-02,1.39,5.46
2008-03-07,MBS 2008-02,1.41,5.46
2008-03-07,MBS 2008-02,1.31,5.46
2008-03-07,MBS 2008-02,1.2,5.46
2008-03-07,MBS 2008-02,0.63,5.46
2008-03-07,MBS 2008-02,0.3,5.46
2008-03-07,MBS 2008-02,0.69,5.46
2008-03-07,MBS 2008-02,0.75,5.46
2008-03-07,MBS 2008-02,0.58,5.46
2008-03-07,MBS 2008-02,0.79,5.46
2008-03-07,MBS 2008-02,0.86,5.46
2008-03-07,MBS 2008-02,0.83,5.46
2008-03-07,MBS 2008-02,0.9,5.46
2008-03-07,MBS 2008-02,0.54,5.46
2008-03-07,MBS 2008-02,0.0,5.46
2008-02-26,MBS 2008-01,4.42,5.66
2008-02-26,MBS 2008-01,4.96,5.66
2008-02-26,MBS 2008-01,4.78,5.66
2008-02-26,MBS 2008-01,4.69,5.66
2008-02-26,MBS 2008-01,3.04,5.66
2008-02-26,MBS 2008-01,2.86,5.66
2008-02-26,MBS 2008-01,2.23,5.66
2008-02-26,MBS 2008-01,1.85,5.66
2008-02-26,MBS 2008-01,1.92,5.66
2008-02-26,MBS 2008-01,1.78,5.66
2008-02-26,MBS 2008-01,1.74,5.66
2008-02-26,MBS 2008-01,1.06,5.66
2008-02-26,MBS 2008-01,1.55,5.66
2008-02-26,MBS 2008-01,1.45,5.66
2008-02-26,MBS 2008-01,1.64,5.66
2008-02-26,MBS 2008-01,1.64,5.66
2008-02-26,MBS 2008-01,1.43,5.66
2008-02-26,MBS 2008-01,1.59,5.66
2008-02-26,MBS 2008-01,1.3,5.66
2008-02-26,MBS 2008-01,1.5,5.66
2008-02-26,MBS 2008-01,1.64,5.66
2008-02-26,MBS 2008-01,1.44,5.66
2008-02-26,MBS 2008-01,0.9,5.66
2008-02-26,MBS 2008-01,0.78,5.66
2008-02-26,MBS 2008-01,0.43,5.66
